"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,1.688768,0.222405,0.145345,3.712370,0.362305,0.257456,1.909471
1960,1.785335,0.243441,0.150330,3.735319,0.349592,0.319575,1.984287
1961,1.832159,0.215130,0.151862,3.656759,0.347131,0.325356,1.939062
1962,1.914716,0.200228,0.152192,3.724288,0.366814,0.365755,1.958581
1963,2.016771,0.205640,0.157427,3.813167,0.354206,0.401732,2.034734
1964,2.098446,0.210057,0.168625,3.936233,0.368236,0.457060,2.160990
1965,2.142032,0.222162,0.181419,4.033722,0.371398,0.529970,2.308586
1966,2.198468,0.234700,0.183069,4.168584,0.377113,0.592584,2.310411
1967,2.230130,0.232426,0.191355,4.282031,0.392942,0.594342,2.375275
1968,2.317889,0.249366,0.202491,4.387046,0.409930,0.664427,2.447824
1969,2.428613,0.276413,0.213067,4.532373,0.435131,0.731648,2.538892
1970,2.531734,0.322149,0.226057,4.809728,0.468000,0.755053,2.679919
1971,2.611012,0.341804,0.241529,4.777576,0.472025,0.859163,2.673847
1972,2.687959,0.353397,0.249540,4.939538,0.483254,0.900037,2.659833
1973,2.790741,0.364987,0.261097,5.084264,0.516413,1.037719,2.909826
1974,2.781522,0.362748,0.261096,4.877176,0.529366,1.043304,2.817098
1975,2.781620,0.376492,0.253171,4.691927,0.516265,0.991957,2.867996
1976,2.917134,0.387237,0.266977,4.895054,0.528515,1.123436,2.796026
1977,2.924652,0.405370,0.267671,4.970722,0.529245,1.143726,2.957202
1978,3.002856,0.418379,0.277804,4.976040,0.541504,1.116422,3.014002
1979,3.060127,0.426445,0.291124,4.999087,0.563847,1.152475,2.982635
1980,3.047776,0.419622,0.303686,4.776220,0.563982,1.087833,3.133771
1981,2.924359,0.409200,0.302140,4.609351,0.529435,1.046390,3.203849
1982,2.889267,0.415824,0.305717,4.354288,0.521246,1.032745,3.229304
1983,2.880255,0.423531,0.308974,4.258185,0.497480,1.054249,3.040861
1984,2.888573,0.440550,0.328160,4.411208,0.499511,1.068854,3.146812
1985,3.002383,0.456378,0.327063,4.356672,0.502974,1.116490,3.236885
1986,2.995197,0.465517,0.329380,4.305237,0.503570,1.151763,3.201138
1987,2.991152,0.477545,0.320179,4.414854,0.519708,1.141879,3.303756
1988,2.992953,0.507201,0.327278,4.557825,0.527612,1.181171,3.349355
1989,2.968896,0.513431,0.306680,4.583024,0.521278,1.213412,3.500404
1990,3.038257,0.520339,0.281611,4.501813,0.523373,1.213553,3.704586
1991,2.916340,0.531853,0.286668,4.393977,0.518729,1.303039,3.674809
1992,2.668737,0.543715,0.270959,4.421949,0.517333,1.386900,3.713822
1993,2.555565,0.556422,0.279943,4.432138,0.533760,1.472178,3.724837
1994,2.418174,0.573065,0.305381,4.454248,0.529429,1.517813,3.744114
1995,2.408748,0.594669,0.318316,4.429995,0.548442,1.435750,3.832165
1996,2.426327,0.612599,0.320624,4.520664,0.564269,1.429047,3.879563
1997,2.348916,0.615258,0.320623,4.536344,0.591524,1.379965,3.946333
1998,2.339220,0.584425,0.319404,4.525173,0.622040,1.398072,4.040282
1999,2.309082,0.607580,0.307375,4.527930,0.607314,1.472509,4.125898
2000,2.308635,0.618754,0.310049,4.628036,0.605849,1.593829,4.157666
2001,2.356382,0.622186,0.299061,4.511440,0.587895,1.578093,4.214242
2002,2.344036,0.652636,0.285284,4.490987,0.600678,1.569194,4.217278
2003,2.397286,0.713444,0.305887,4.511175,0.597813,1.641151,4.259457
2004,2.407099,0.745298,0.315294,4.528045,0.610942,1.733330,4.342031
2005,2.401574,0.794200,0.312830,4.503897,0.623807,1.762797,4.339395
2006,2.436073,0.839916,0.313310,4.409680,0.639375,1.832417,4.341138
2007,2.415127,0.881566,0.313923,4.425089,0.655701,1.780793,4.337146
2008,2.381163,0.914533,0.320344,4.237369,0.673810,1.872748,4.313076
2009,2.185828,0.935483,0.311524,3.905805,0.650387,1.902208,4.245100
2010,2.267269,0.997502,0.314466,3.990739,0.711047,1.963212,4.175537
2011,2.235561,1.067458,0.316511,3.892841,0.713103,1.964603,4.101459
2012,2.213187,1.092720,0.308689,3.746077,0.735947,2.054717,4.078418
2013,2.152921,1.100330,0.303038,3.786672,0.764522,1.973031,3.950255
2014,2.065155,1.103665,0.313775,3.770615,0.769637,2.025734,3.849576
2015,2.062198,1.095648,0.300015,3.650318,0.746874,2.081213,3.868219
2016,2.055989,1.090109,0.300377,3.540854,0.713800,2.092339,3.876654
2017,2.064456,1.109331,0.296027,3.483792,0.695943,2.119844,3.860212
2018,2.052391,1.138596,0.286066,3.555499,0.654678,2.105418,3.818207
2019,1.985771,1.158423,0.299743,3.465010,0.652156,2.074820,3.769958
2020,1.836938,1.138314,0.272184,3.101311,0.579402,1.934370,3.537151
2021,1.942334,1.181612,0.281172,3.283682,0.643715,2.004538,3.417216
2022,1.871394,1.193754,0.271099,3.310906,0.639019,2.006889,3.414714
