"Year","Europe","Asia","Africa","North America","South America","Middle East","Oceania"
1959,1.013452,0.355644,0.040350,0.839236,0.064711,0.019314,0.025725
1960,1.082034,0.395306,0.042731,0.860629,0.064148,0.024639,0.027325
1961,1.121568,0.354552,0.044212,0.858748,0.065432,0.025787,0.027287
1962,1.183529,0.336615,0.045397,0.891084,0.071011,0.029829,0.028138
1963,1.258043,0.354706,0.048126,0.929055,0.070406,0.033732,0.029829
1964,1.320768,0.371929,0.052849,0.976107,0.075133,0.039511,0.032328
1965,1.359610,0.403187,0.058306,1.017199,0.077754,0.047160,0.035255
1966,1.406424,0.436232,0.060339,1.067624,0.080965,0.054299,0.036009
1967,1.437503,0.442112,0.064696,1.112875,0.086467,0.056097,0.037712
1968,1.504499,0.485744,0.070246,1.156837,0.092405,0.064597,0.039555
1969,1.586405,0.551706,0.075850,1.213122,0.100429,0.073270,0.041802
1970,1.663344,0.658553,0.082594,1.308742,0.110552,0.077882,0.045194
1971,1.725761,0.714963,0.090574,1.322177,0.114086,0.091275,0.046371
1972,1.788245,0.755835,0.096035,1.388292,0.119477,0.098482,0.047171
1973,1.868095,0.798068,0.103167,1.449517,0.130579,0.116951,0.052496
1974,1.873050,0.810235,0.106002,1.409947,0.136871,0.121104,0.051656
1975,1.883833,0.857887,0.105695,1.375475,0.136454,0.118574,0.053336
1976,1.986090,0.899210,0.114667,1.454909,0.142759,0.138651,0.052609
1977,2.001428,0.958818,0.118208,1.498529,0.146094,0.145825,0.056246
1978,2.064877,1.007734,0.126225,1.522787,0.152771,0.146361,0.057932
1979,2.113883,1.046125,0.136207,1.553271,0.162556,0.155387,0.057932
1980,2.114972,1.048785,0.146200,1.506481,0.166138,0.151299,0.061588
1981,2.038098,1.042215,0.149717,1.473888,0.159324,0.150686,0.063855
1982,2.021727,1.079789,0.156038,1.409993,0.160213,0.153962,0.065345
1983,2.023497,1.121208,0.162270,1.396213,0.156177,0.162244,0.062412
1984,2.037412,1.188431,0.177217,1.464154,0.160133,0.169883,0.065430
1985,2.125876,1.254731,0.181682,1.463500,0.164589,0.183080,0.068165
1986,2.129409,1.304707,0.188235,1.463407,0.168139,0.194778,0.068313
1987,2.135776,1.364752,0.188237,1.518286,0.177000,0.199119,0.071510
1988,2.146007,1.477641,0.197786,1.586378,0.183240,0.212113,0.073575
1989,2.136693,1.524185,0.190445,1.615488,0.184555,0.224287,0.078031
1990,2.193898,1.573778,0.179660,1.609503,0.188820,0.230461,0.083883
1991,2.112030,1.636952,0.187724,1.594968,0.190590,0.254374,0.084460
1992,1.937163,1.700648,0.182013,1.629834,0.193463,0.278324,0.086374
1993,1.858074,1.767909,0.192863,1.658322,0.203076,0.302158,0.087536
1994,1.759726,1.848714,0.215685,1.690972,0.204859,0.318153,0.088936
1995,1.753480,1.946749,0.230498,1.705467,0.215751,0.307630,0.092105
1996,1.766689,2.034090,0.238076,1.764086,0.225574,0.312822,0.094394
1997,1.710627,2.071285,0.243990,1.794232,0.240211,0.308599,0.097133
1998,1.703320,1.994131,0.249026,1.813733,0.256502,0.319398,0.100511
1999,1.680613,2.100535,0.245542,1.838242,0.254176,0.343594,0.103716
2000,1.680020,2.167051,0.253830,1.902205,0.257220,0.379835,0.105663
2001,1.714590,2.207224,0.250964,1.876444,0.253054,0.384076,0.108370
2002,1.705786,2.344677,0.245432,1.889145,0.261994,0.389088,0.109809
2003,1.745741,2.594744,0.269802,1.918249,0.264051,0.414351,0.112313
2004,1.754704,2.742788,0.285168,1.946463,0.273151,0.446463,0.115890
2005,1.752607,2.956475,0.290166,1.957232,0.282236,0.464051,0.117259
2006,1.780035,3.161756,0.298077,1.936884,0.292640,0.494071,0.118940
2007,1.768479,3.354811,0.306417,1.964614,0.303499,0.492219,0.120734
2008,1.748086,3.517827,0.320854,1.901140,0.315293,0.530638,0.122167
2009,1.608319,3.637544,0.320184,1.770180,0.307594,0.552181,0.122306
2010,1.671395,3.920997,0.331704,1.826725,0.339832,0.582700,0.122111
2011,1.650984,4.241425,0.342542,1.800100,0.344391,0.595072,0.121607
2012,1.637398,4.388562,0.342751,1.750022,0.359129,0.634926,0.122691
2013,1.595210,4.465313,0.345376,1.786520,0.376873,0.622242,0.120633
2014,1.532263,4.523792,0.367059,1.795780,0.383201,0.652449,0.119305
2015,1.532340,4.533886,0.360201,1.754166,0.375564,0.684399,0.121651
2016,1.530234,4.553119,0.369945,1.716977,0.362427,0.701142,0.123783
2017,1.538889,4.676435,0.373826,1.704434,0.356693,0.722158,0.125194
2018,1.531780,4.841296,0.370378,1.753753,0.338608,0.728780,0.125777
2019,1.483723,4.964591,0.397804,1.722073,0.340221,0.729583,0.126173
2020,1.372597,4.914104,0.370201,1.550317,0.304628,0.688314,0.119969
2021,1.449320,5.132605,0.391702,1.648145,0.340731,0.720733,0.117126
2022,1.393370,5.213589,0.386629,1.669725,0.340401,0.730781,0.118246
