"Year","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025"
2009,,,,,,,,,470.547459,478.159870,476.882846,477.325232,472.580230,472.617034,473.008269,478.257014,478.784379,478.730517,478.389481,466.742940,467.560617,467.560320,467.813530
2010,,,,,,,,,,495.258753,492.984457,493.994582,489.667431,489.589004,490.069652,494.327757,495.061298,494.997568,494.679236,484.525468,485.406062,485.437076,486.445209
2011,,,,,,,,,,,453.760141,453.362106,448.038926,447.915513,448.313115,452.866988,453.761402,453.721798,453.592424,444.097717,444.736992,444.721554,446.667126
2012,,,,,,,,,,,,473.070426,466.920828,467.488897,467.792866,470.670738,471.681019,471.637865,471.353610,460.457831,461.163458,461.177468,463.544740
2013,,,,,,,,,,,,,456.679670,456.977061,455.308068,459.094034,460.179968,460.141973,459.664784,446.576173,447.132922,447.156774,451.336221
2014,,,,,,,,,,,,,,416.219772,415.535939,420.083419,421.381233,421.359331,420.809293,407.568696,408.165495,408.188350,410.710958
2015,,,,,,,,,,,,,,,398.328624,404.665761,405.592136,405.537065,405.329009,393.454097,393.879784,393.901587,393.829823
2016,,,,,,,,,,,,,,,,382.772717,385.125766,384.318702,384.492861,375.671307,375.956333,374.458536,374.909451
2017,,,,,,,,,,,,,,,,,372.285989,372.877248,372.288555,363.614796,363.817832,362.840717,363.042483
2018,,,,,,,,,,,,,,,,,,365.706500,367.269489,357.225843,357.387286,358.218456,357.940196
2019,,,,,,,,,,,,,,,,,,,354.292323,341.838311,343.406462,344.294027,342.319602
2020,,,,,,,,,,,,,,,,,,,,304.262116,304.342551,305.348597,307.041583
2021,,,,,,,,,,,,,,,,,,,,,326.511761,324.460979,324.274616
2022,,,,,,,,,,,,,,,,,,,,,,313.327081,309.436854
2023,,,,,,,,,,,,,,,,,,,,,,,292.297529
