"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,4.734592,1.495507,0.011678,1.187292,1.840865,0.199251
1991,4.804129,1.516148,0.011362,1.172249,1.905312,0.199059
1992,4.831999,1.497296,0.011884,1.179392,1.944826,0.198601
1993,4.807213,1.420429,0.011324,1.177242,1.999772,0.198447
1994,4.570151,1.120190,0.011690,1.182358,2.057769,0.198144
1995,4.664263,1.154696,0.009678,1.174298,2.127024,0.198567
1996,4.665063,1.092272,0.010755,1.196795,2.167254,0.197987
1997,4.602843,1.008390,0.009440,1.188432,2.198630,0.197953
1998,4.519288,0.913671,0.007446,1.191955,2.208705,0.197511
1999,4.346042,0.808444,0.006531,1.186352,2.147599,0.197117
2000,4.158399,0.733388,0.006058,1.150135,2.070899,0.197919
2001,4.011029,0.680709,0.005896,1.092622,2.033711,0.198091
2002,3.965089,0.646648,0.006023,1.075546,2.038618,0.198253
2003,3.806463,0.582962,0.006778,1.085125,1.932089,0.199508
2004,3.650074,0.570800,0.006205,1.094099,1.780308,0.198661
2005,3.508669,0.495734,0.005375,1.095672,1.712671,0.199217
2006,3.404599,0.461992,0.005448,1.073251,1.664735,0.199172
2007,3.269091,0.440605,0.005807,1.066515,1.556340,0.199824
2008,3.059281,0.422357,0.004529,1.031720,1.401035,0.199640
2009,2.911606,0.415642,0.004863,1.020535,1.270921,0.199645
2010,2.740021,0.409020,0.005031,1.027851,1.097488,0.200632
2011,2.647611,0.392500,0.004541,1.021365,1.027906,0.201299
2012,2.587028,0.391869,0.004920,1.017515,0.971842,0.200883
2013,2.421043,0.345303,0.005215,1.012008,0.857082,0.201435
2014,2.355427,0.328000,0.005079,1.039197,0.782534,0.200617
2015,2.314419,0.311772,0.003356,1.042625,0.755407,0.201260
2016,2.235462,0.272009,0.003701,1.038520,0.719280,0.201952
2017,2.250875,0.269239,0.003263,1.043312,0.733214,0.201846
2018,2.233215,0.270827,0.002496,1.023367,0.732653,0.203873
2019,2.226040,0.272229,0.003394,1.023818,0.722058,0.204541
2020,2.143294,0.254487,0.003232,1.009952,0.671933,0.203690
2021,2.096917,0.243443,0.002087,1.015102,0.632455,0.203830
2022,2.080118,0.226374,0.001225,1.011160,0.636666,0.204694
2023,2.044946,0.213485,0.001091,0.989593,0.635042,0.205737
2024,1.994329,0.217364,0.000903,0.974080,0.596503,0.205479
