"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-13.719121,15.367584,2.201001,2.901132,5.908246,0,-2.104722,0.110653
1991,-14.267144,15.358916,2.123583,2.932154,5.794927,0,-1.901507,0.110289
1992,-14.764069,15.325818,1.994570,2.886849,5.689664,0,-1.929874,0.109957
1993,-15.147746,15.466081,1.830444,2.871588,5.584831,0,-1.984437,0.109686
1994,-15.139865,15.436023,1.649722,2.981156,5.491271,0,-2.241218,0.109353
1995,-15.191960,15.616966,1.622090,3.070021,5.400321,0,-2.302015,0.109065
1996,-15.655125,15.475692,1.434291,2.956566,5.250831,0,-2.242687,0.108807
1997,-15.768331,15.425682,1.312060,2.885565,5.231820,0,-2.416305,0.108544
1998,-16.207453,15.353070,1.204050,2.756957,5.095889,0,-2.319312,0.108294
1999,-16.342872,15.268661,1.742439,2.884247,4.995311,0,-2.549152,0.108073
2000,-16.541028,15.111109,2.292842,2.955369,4.733223,0,-2.812086,0.107181
2001,-17.049509,14.930015,2.314708,2.997386,4.542568,0,-2.636586,0.106342
2002,-17.361344,14.817939,2.143569,2.801740,4.458657,0,-2.591183,0.105510
2003,-17.539020,14.671732,2.164416,3.049025,4.494424,0,-2.729253,0.104537
2004,-17.943848,14.521496,1.766950,2.889260,4.558180,0,-2.531257,0.103607
2005,-18.215108,14.321304,1.743644,2.956431,4.518061,0,-2.432218,0.102682
2006,-18.516461,14.277535,1.650379,2.982630,4.263470,0,-2.175252,0.101874
2007,-18.618374,14.063193,1.721895,2.861609,4.322635,0,-2.296026,0.101081
2008,-19.206868,13.863711,1.571913,2.839756,4.233803,0,-1.994244,0.100298
2009,-19.416374,14.065633,1.496641,2.869347,4.107569,0,-1.918100,0.099525
2010,-19.322685,13.981825,1.436122,2.901725,4.230334,0,-2.114219,0.098766
2011,-19.120964,13.893088,1.051549,2.861086,4.121230,0,-2.340461,0.098044
2012,-18.435788,13.897563,1.005469,2.836531,4.050843,0,-2.785525,0.097340
2013,-18.569164,13.728370,0.890020,2.899571,3.972173,0,-2.458515,0.096855
2014,-18.804322,13.640723,0.930709,2.763467,3.856548,0,-2.364953,0.096399
2015,-18.573783,13.518297,0.334917,3.215652,3.876485,0,-2.488848,0.095831
2016,-18.791259,13.570547,0.644940,2.861883,4.284190,0,-2.337217,0.095264
2017,-18.845258,13.524826,0.537263,2.742742,4.137252,0,-2.145958,0.094809
2018,-18.609977,13.433790,0.337601,3.213745,4.286149,0,-2.049344,0.094298
2019,-18.393015,13.418295,0.199041,2.963047,4.226280,0,-1.936738,0.093610
2020,-18.457262,13.452038,0.178007,2.928825,4.139385,0,-1.915454,0.093287
2021,-18.370098,13.436497,0.110912,3.011439,4.230254,0,-2.262078,0.093051
2022,-18.060919,13.382017,0.327385,2.732313,4.261759,0,-2.163578,0.092762
2023,-17.520743,13.251250,0.036156,3.157573,4.304125,0,-2.182704,0.092368
