"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,814.816260,602.838814,80.149970,50.647182,70.515520,10.664772
1991,823.356692,613.344364,78.189071,50.289659,71.382378,10.151221
1992,802.126058,598.048129,73.468253,49.757212,71.539549,9.312915
1993,782.505014,582.422844,70.042016,49.096440,72.213266,8.730447
1994,770.003515,566.002750,73.177039,49.847773,72.689512,8.286441
1995,763.446994,558.502999,73.545403,49.669033,73.405071,8.324488
1996,783.434838,575.481343,75.937308,50.640007,74.047804,7.328375
1997,758.784465,551.325487,76.524969,50.520075,73.634901,6.779034
1998,757.052897,556.275555,71.225829,50.332117,73.227901,5.991495
1999,728.835874,545.314491,56.594771,50.116107,70.703797,6.106708
2000,728.724035,553.757014,52.854311,48.353470,67.912629,5.846610
2001,730.982922,564.613611,49.532200,46.040585,65.591603,5.204924
2002,709.837331,548.952949,45.879606,45.497768,65.132120,4.374889
2003,715.829553,554.778042,49.267428,45.884225,61.683996,4.215861
2004,711.894597,554.766748,50.487855,46.271369,57.004237,3.364388
2005,703.662292,550.346696,49.317686,46.251990,54.751124,2.994796
2006,697.345875,546.921720,49.823030,45.237635,52.779314,2.584176
2007,684.457654,536.490921,51.809668,44.813414,49.187637,2.156014
2008,662.775541,524.139171,49.145902,43.760856,44.321244,1.408367
2009,605.937042,481.577732,39.393188,43.412351,40.249530,1.304241
2010,620.394070,500.079937,40.357415,43.742935,35.001916,1.211867
2011,575.078664,459.805997,38.417286,43.594575,32.697234,0.563573
2012,591.515782,476.826492,39.763448,43.298223,30.961187,0.666433
2013,578.596431,463.297851,44.145939,43.021801,27.571531,0.559309
2014,535.259838,422.106396,43.550720,44.364511,25.119640,0.118571
2015,514.754097,404.786571,41.344493,44.348783,24.295699,-0.021449
2016,487.971886,384.629001,35.972564,43.918006,23.123967,0.328348
2017,475.839448,372.668186,35.498632,44.156914,23.470040,0.045676
2018,468.806629,367.632870,33.689189,43.460666,23.317641,0.706263
2019,452.124301,352.019724,32.961885,43.734760,22.837411,0.570520
2020,411.846312,316.111121,31.522313,42.462939,21.331113,0.418827
2021,426.497669,333.146775,29.780772,43.043815,20.276329,0.249978
2022,408.932974,317.790720,28.193177,42.193541,20.183796,0.571739
2023,389.091049,300.240056,26.219565,41.419200,20.074203,1.138025
