"Year","Coal","Oil","Gas","Cement"
1950,453.925291,41.967761,0,4.899051
1951,486.054853,54.048025,0.014656,5.135278
1952,469.747191,53.347472,0.018320,5.593124
1953,478.419472,56.136144,0.021984,5.633140
1954,483.959440,63.009808,0.032976,6.007472
1955,499.933130,70.705517,0.025648,6.287351
1956,494.885488,72.990544,0.036640,6.410877
1957,482.581776,82.062608,0.062288,6.007472
1958,458.868368,91.471760,0.117248,5.858466
1959,425.558682,114.591862,0.135568,6.320020
1960,448.052240,129.145008,0.150224,6.672546
1961,442.882336,138.477216,0.150224,7.105025
1962,437.313056,148.359024,0.216176,7.043243
1963,439.306534,156.840922,0.289456,6.948751
1964,426.243017,172.725665,0.512963,8.384344
1965,422.268672,189.773216,1.685440,8.384293
1966,403.344112,204.791952,1.648800,8.289802
1967,368.478872,212.114976,2.777295,8.685885
1968,370.300733,220.841606,6.265478,8.834998
1969,367.944062,238.096324,12.252345,8.609569
1970,352.909152,265.174672,23.105184,8.431539
1971,341.418848,269.542160,37.226240,8.749481
1972,293.154634,289.347715,52.659306,8.922170
1973,295.860672,291.910880,56.993520,9.883943
1974,263.375648,271.425456,68.161392,8.798405
1975,276.199648,241.395312,71.382048,8.356344
1976,274.968544,235.796720,74.038448,7.808584
1977,271.090388,240.239696,79.010017,7.649972
1978,259.145822,247.567653,81.523506,7.880835
1979,281.572673,253.264447,89.193259,7.991736
1980,260.719248,214.530864,88.423312,7.334167
1981,261.417240,195.249064,89.606784,6.304861
1982,244.751365,196.244728,93.314128,6.422661
1983,247.234067,187.284103,97.168627,6.638931
1984,177.559272,238.803032,99.609504,6.680397
1985,234.314929,205.724926,107.940733,6.612434
1986,248.487214,201.313520,108.266838,6.650219
1987,259.297616,193.726672,107.509088,7.096494
1988,249.779381,206.462632,105.863272,8.188447
1989,245.895033,222.612606,104.710452,8.358009
1990,252.689667,217.799809,113.517625,7.295263
1991,253.622509,218.390340,121.693416,5.994176
1992,237.746940,218.446760,122.295506,5.456386
1993,207.685853,219.163179,137.590681,5.524922
1994,195.375628,215.736312,145.455289,6.367810
1995,181.699266,211.595054,154.253805,6.284903
1996,173.071522,216.892453,177.542516,6.416449
1997,154.728657,207.743352,182.886752,6.710493
1998,154.087839,204.933885,191.361381,6.838169
1999,138.313400,201.663020,205.231254,6.530861
2000,144.443080,198.237954,210.131006,6.331884
2001,153.533658,198.650759,210.160357,5.843838
2002,141.691083,196.130348,207.030373,5.988265
2003,153.102776,194.397355,208.462265,5.867549
2004,147.662298,197.952289,211.734175,5.976630
2005,148.032654,200.447656,205.437837,5.941163
2006,160.843769,197.183104,194.126410,5.892780
2007,150.843509,196.160270,196.519574,6.117015
2008,139.219107,188.799534,202.654948,5.204877
2009,113.823148,180.263880,188.070480,3.721209
2010,118.030363,179.848420,201.927123,3.792010
2011,117.149672,172.059735,168.235546,4.096816
2012,148.005461,170.288365,158.239900,3.723954
2013,142.456568,165.756488,157.622225,4.029110
2014,115.433547,166.510706,144.492208,4.214814
2015,91.548016,170.772559,147.899400,4.393361
2016,47.824616,173.930280,165.742039,4.553321
2017,39.128801,174.850612,161.697365,4.409790
2018,33.280249,173.087118,161.485261,4.363948
2019,24.512705,168.995529,159.320842,4.448499
2020,22.809405,143.980921,149.420095,3.899688
2021,23.738794,151.893767,158.403726,4.215152
2022,19.665549,149.520270,134.871643,4.072634
2023,17.556307,154.927013,123.220537,3.615884
