"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,796.160627,599.546316,126.989557,44.523879,14.787814,10.313061
1991,805.889237,607.386018,128.941965,44.637915,15.107515,9.815824
1992,785.685121,591.674124,129.735130,40.225270,15.048331,9.002264
1993,766.615484,577.257929,129.045462,36.427150,15.440422,8.444521
1994,753.975364,570.299154,122.416217,37.045408,16.248975,7.965609
1995,748.147614,561.941692,125.039483,35.856908,17.315460,7.994072
1996,769.128871,583.103406,125.078144,35.867896,18.086879,6.992546
1997,745.348478,559.612549,123.336944,36.164830,19.786213,6.447942
1998,744.723604,565.064424,121.009745,36.268582,16.718120,5.662734
1999,716.396342,556.735761,116.169898,27.779727,9.926954,5.784003
2000,717.734586,565.092401,110.893449,27.446586,8.766370,5.535780
2001,721.338953,574.327477,106.762255,26.350874,8.995181,4.903166
2002,699.971807,556.043927,105.471396,24.968538,9.395923,4.092023
2003,708.034167,568.487895,100.994730,24.619221,9.977232,3.955090
2004,704.667592,570.758974,96.639556,25.178312,8.977300,3.113449
2005,697.548596,568.179400,92.664662,24.346167,9.630083,2.728283
2006,693.711768,567.920028,89.751965,23.492198,10.266322,2.281254
2007,680.696653,558.811009,85.939470,23.519066,10.528720,1.898388
2008,658.616923,543.693227,80.069955,22.972279,10.712229,1.169234
2009,602.509409,492.961464,75.934930,21.550761,10.996317,1.065937
2010,617.547269,511.642413,71.102914,22.110518,11.717918,0.973506
2011,573.307582,470.772179,68.496746,21.375199,12.328081,0.335377
2012,590.482797,489.304626,66.812081,21.309492,12.631193,0.425406
2013,578.441445,481.878528,62.149026,21.381800,12.739653,0.292439
2014,535.997850,441.700429,60.334674,21.973838,12.182734,-0.193824
2015,516.017731,423.342903,59.168457,21.851233,12.043753,-0.388614
2016,488.356183,398.445924,56.938291,21.295147,11.761908,-0.085086
2017,476.879994,386.843496,57.372790,21.664049,11.401432,-0.401773
2018,469.136500,379.745246,56.821575,21.560227,10.783545,0.225907
2019,452.655735,364.245626,56.601969,21.640203,10.074137,0.093800
2020,411.939479,327.938177,54.308931,20.649129,9.103395,-0.060153
2021,427.020681,344.669682,53.006439,21.027423,8.533244,-0.216106
2022,409.043763,328.338066,52.511874,20.147621,7.929808,0.116393
2023,388.821943,309.407246,51.497874,20.078090,7.432419,0.406314
2024,378.172035,301.140358,50.087812,19.723017,6.871046,0.349803
