"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
2000,-0.087094,-0.000249,0,0.004730,0.081114,0.002501,0,0
2001,-0.087815,0.000520,0,0.004547,0.008004,0.001335,0,0
2002,-0.086206,0.001161,0,0.005500,0.043708,0.005701,0,0
2003,-0.087599,0.001886,0,0.004583,0.023942,0.002798,0,0
2004,-0.093259,0.002622,0,0.003667,0.022163,0.000649,0,0
2005,-0.093177,0.000361,0,0.002713,-0.033106,0.001036,0,0
2006,-0.096495,0.001013,0,0.005903,0.005455,0.001109,0,0
2007,-0.097713,0.001738,0,0.002567,0.014646,0.001059,0,0
2008,-0.095742,0.002474,0,0.003007,0.037986,0.008458,0,0
2009,-0.093460,0.003210,0,0.007590,0.039260,0.001830,0,0
2010,-0.097508,0.000747,0,0.008067,0.024778,0.000563,0,0
2011,-0.095059,0.001367,0,0.003153,0.052965,0.000564,0,0
2012,-0.096214,0.001987,0,0.001797,0.028910,0.000564,0,0
2013,-0.094950,0.002617,0,0.000880,0.091934,0,0,0
2014,-0.090772,0.002594,0,0.000990,0.104489,0,0,0
2015,-0.083531,0.002662,0,0.001687,0.162349,0.001906,0,0
2016,-0.082372,0.001518,0,0.001687,0.043759,0.001365,0,0
2017,-0.086157,0.000816,0,0.001980,0.088416,0.000004,0,0
2018,-0.084006,0.000340,0,0.001980,0.091534,0.000004,0,0
2019,-0.081993,-0.000127,0,0.001907,0.096113,0.000004,0,0
2020,-0.079371,-0.000206,0,0.001907,0.100683,0.000004,0,0
2021,-0.077613,-0.000559,0,0.001870,0.106844,0.000004,0,0
2022,-0.075709,-0.000586,0,0.001833,0.111799,0.000004,0,0
