"Year","Coal","Natural gas","Hydro","Nuclear","Wind","Solar","Oil"
2017,0.120000,0.040000,-0.030000,"NaN",0,0,"NaN"
2018,0.220000,-0.010000,0.070000,"NaN",0.050000,0.110000,"NaN"
2019,0.220000,-0.080000,-0.040000,"NaN",0.010000,-0.050000,"NaN"
2020,-0.090000,0.030000,-0.020000,"NaN",0.050000,0.010000,"NaN"
2021,0.390000,-0.140000,0,"NaN",0.010000,-0.010000,"NaN"
2022,-0.160000,-0.040000,-0.040000,"NaN",-0.050000,0,"NaN"
2023,-0.060000,0.160000,0.010000,"NaN",0.210000,0.060000,"NaN"
2024,0.190000,0.030000,0.030000,"NaN",0.130000,-0.070000,"NaN"
