"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,273.820981,102.320331,8.518168,96.235619,11.800288,54.946574
1991,304.263661,108.038889,7.888252,97.830904,12.112379,78.393235
1992,312.120299,111.626818,7.889821,99.410894,12.345245,80.847522
1993,309.592228,113.615943,8.383833,101.525386,12.596905,73.470161
1994,315.857905,118.888559,9.656142,102.686370,12.941842,71.684992
1995,321.815796,121.817571,9.621825,101.362491,13.358130,75.655778
1996,355.504151,138.411536,10.326703,98.905780,13.784580,94.075552
1997,352.481054,139.465922,11.489082,97.764663,14.217181,89.544206
1998,376.557514,147.527197,11.809480,93.596015,14.390663,109.234158
1999,368.059347,150.134726,11.176351,98.272066,14.756820,93.719384
2000,369.475820,147.395404,10.710368,96.996443,15.221722,99.151882
2001,367.313341,143.756377,11.177296,95.018534,15.783362,101.577772
2002,371.510980,136.194320,11.013548,97.531663,16.132662,110.638787
2003,386.631362,146.146177,12.795525,100.739063,16.763504,110.187092
2004,404.098394,158.512828,14.187997,103.191464,17.221074,110.985030
2005,399.750193,162.364524,15.541911,103.331257,17.768048,100.744453
2006,428.326736,171.340963,16.036730,105.089645,18.258498,117.600900
2007,450.092853,185.604119,16.726295,105.055427,18.311544,124.395467
2008,430.422020,191.054979,16.537892,104.850519,18.023642,99.954988
2009,386.097844,177.603637,14.833723,100.306528,17.681455,75.672501
2010,400.375754,190.660693,17.200690,94.995643,18.187101,79.331627
2011,386.165166,198.846565,18.566602,93.302992,18.594859,56.854148
2012,426.503666,199.117116,17.668937,94.237887,19.160527,96.319199
2013,428.300900,201.711219,19.299820,96.572784,19.528638,91.188439
2014,399.873091,198.541499,20.778397,98.215232,20.160518,62.177445
2015,384.213521,204.546242,21.530007,96.971308,20.757715,40.408249
2016,379.136702,205.127880,19.920384,98.764825,21.216079,34.107533
2017,386.834228,199.360788,21.366329,101.027911,21.601360,43.477841
2018,386.273573,197.828857,21.803298,102.131700,22.041824,42.467893
2019,346.997363,189.169118,20.779384,103.555270,22.593633,10.899958
2020,392.961662,173.702932,19.109760,103.699404,22.625948,73.823617
2021,398.351729,192.899963,22.128524,104.453346,22.980717,55.889179
2022,400.920592,200.366685,23.643666,102.191195,23.314397,51.404650
