"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,273.820981,97.372537,107.699679,13.749543,0.052647,54.946574
1991,304.263661,101.685175,109.903111,14.229492,0.052647,78.393235
1992,312.120299,104.565029,112.275947,14.379153,0.052647,80.847522
1993,309.592228,105.572731,116.026267,14.470422,0.052647,73.470161
1994,315.857905,111.196742,117.928344,14.994254,0.053573,71.684992
1995,321.815796,112.780809,118.116060,15.206644,0.056505,75.655778
1996,355.504151,127.899663,117.692834,15.779346,0.056755,94.075552
1997,352.481054,128.850527,118.077450,15.951442,0.057429,89.544206
1998,376.557514,136.294674,115.227544,15.723271,0.077867,109.234158
1999,368.059347,137.976104,119.723240,16.521118,0.119501,93.719384
2000,369.475820,133.409402,120.420294,16.308047,0.186194,99.151882
2001,367.313341,129.139636,119.975604,16.380934,0.239395,101.577772
2002,371.510980,122.172977,122.140706,16.244145,0.314366,110.638787
2003,386.631362,131.940852,126.780505,17.332685,0.390229,110.187092
2004,404.098394,144.821367,129.498245,18.322972,0.470779,110.985030
2005,399.750193,150.363987,129.539233,18.415037,0.687483,100.744453
2006,428.326736,159.640641,130.966856,19.449147,0.669192,117.600900
2007,450.092853,174.543732,130.433258,19.959387,0.761009,124.395467
2008,430.422020,179.512930,130.795081,19.375526,0.783494,99.954988
2009,386.097844,165.890683,125.661910,17.989175,0.883575,75.672501
2010,400.375754,181.890886,118.601101,19.506819,1.045321,79.331627
2011,386.165166,191.939988,115.825486,20.438963,1.106581,56.854148
2012,426.503666,191.382256,117.899153,19.491248,1.411810,96.319199
2013,428.300900,195.639714,119.343377,19.961235,2.168136,91.188439
2014,399.873091,192.915407,120.796337,20.531361,3.452541,62.177445
2015,384.213521,198.015977,121.812650,19.698696,4.277950,40.408249
2016,379.136702,196.373895,122.635137,21.241991,4.778145,34.107533
2017,386.834228,191.850194,124.411877,21.781380,5.312936,43.477841
2018,386.273573,189.755690,126.134042,22.390361,5.525587,42.467893
2019,346.997363,179.171809,127.089163,23.947479,5.888954,10.899958
2020,392.961662,164.475937,124.412397,24.351236,5.898474,73.823617
2021,398.351729,185.563259,125.040017,25.470269,6.389006,55.889179
2022,400.920592,192.413079,126.200539,24.287939,6.614386,51.404650
