"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,60.756541,1.366981,0.235836,47.666305,2.615946,8.871473
1991,62.635184,1.523952,0.235836,49.162280,2.774129,8.938986
1992,63.267455,1.619615,0.232074,49.610797,2.798470,9.006499
1993,63.539053,1.704507,0.219078,49.780014,2.901767,8.933688
1994,61.642000,1.862667,0.270459,51.536111,2.912853,5.059910
1995,62.533818,1.826064,0.259713,52.392348,2.905436,5.150258
1996,64.157598,2.194652,0.234531,54.109260,3.006260,4.612895
1997,64.852619,2.141398,0.295830,54.704543,3.052348,4.658500
1998,65.973872,2.244762,0.311400,54.502476,2.274462,6.640772
1999,67.640810,2.106511,0.292158,57.581007,2.364166,5.296967
2000,77.008197,1.907500,0.291042,56.968242,2.373016,15.468397
2001,85.391016,1.972800,0.231399,57.293835,2.316810,23.576172
2002,75.008760,1.831414,0.271152,57.103752,2.092342,13.710100
2003,79.820621,1.935024,0.301104,61.002396,2.167834,14.414263
2004,75.029806,2.143170,0.286623,64.539586,2.173913,5.886514
2005,76.542347,2.211153,0.317214,64.660111,2.302229,7.051640
2006,80.069983,2.363368,0.321489,68.323136,2.385014,6.676977
2007,81.348858,2.573801,0.254799,70.063365,2.426476,6.030416
2008,78.991812,3.583696,0.237087,66.829221,2.465190,5.876618
2009,73.700776,3.361224,0.255699,61.799775,2.466981,5.817096
2010,77.155995,3.948962,0.246798,66.102742,3.312138,3.545356
2011,80.447047,4.172493,0.263682,69.340649,3.351338,3.318885
2012,78.149366,4.178732,0.291042,65.692087,3.390017,4.597487
2013,80.390615,4.202919,0.255357,67.940535,2.926602,5.065201
2014,82.328411,4.140304,0.276516,70.156263,2.903752,4.851575
2015,77.945030,4.222843,0.239625,66.760439,3.111795,3.610328
2016,84.741339,4.237455,0.150894,72.673920,3.096187,4.582883
2017,89.730557,4.433981,0.231993,74.369524,3.158391,7.536668
2018,89.958967,4.486972,0.211437,76.508731,3.284789,5.467037
2019,93.242816,4.441989,0.186885,81.632360,4.106609,2.874973
2020,97.291398,3.881403,0.179289,84.324381,3.506384,5.399941
2021,99.802695,4.443337,0.362754,87.702844,3.605288,3.688473
2022,96.029079,4.559048,0.632547,82.902414,3.558591,4.376478
