"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1990,-0.204048,12.114105,43.183832,0,0,0,-0.147315,0
1991,7.122774,11.389707,60.134182,0,0,0,-0.253428,0
1992,9.495271,28.738886,43.327956,0,0,0,-0.714592,0
1993,4.716402,7.860877,61.083083,0,0,0,-0.190200,0
1994,-0.177908,40.475795,31.722525,0,0,0,-0.335419,0
1995,-1.560911,28.853507,49.574601,0,0,0,-1.211419,0
1996,-0.799615,34.319467,61.777558,0,0,0,-1.221858,0
1997,0.030425,46.180312,44.851741,0,0,0,-1.518271,0
1998,4.621206,44.610391,61.065916,0,0,0,-1.063355,0
1999,-2.264076,40.127509,56.897252,0,0,0,-1.041302,0
2000,-0.188475,22.043744,78.373775,0,0,0,-1.077161,0
2001,-2.563336,34.593513,70.563506,0,0,0,-1.015913,0
2002,-2.234615,22.383610,91.514521,0,0,0,-1.024730,0
2003,2.492403,24.193853,85.265300,0,0,0,-1.764465,0
2004,5.942412,37.883317,68.695354,0,0,0,-1.536053,0
2005,-4.960691,24.371363,83.143859,0,0,0,-1.810078,0
2006,-6.339411,37.351017,88.759488,0,0,0,-2.170193,0
2007,-6.386397,59.382128,73.107339,0,0,0,-1.707602,0
2008,-8.065093,27.727663,81.569199,0,0,0,-1.276780,0
2009,-6.815819,13.261279,71.105999,0,0,0,-1.878958,0
2010,-6.266168,36.823071,50.733402,0,0,0,-1.958678,0
2011,-6.326792,37.848529,27.142049,0,0,0,-1.809638,0
2012,-8.280258,30.592378,76.713829,0,0,0,-2.706749,0
2013,-5.754881,15.369154,84.382685,0,0,0,-2.808518,0
2014,-12.163826,20.237987,55.943792,0,0,0,-1.840509,0
2015,-10.923407,10.575914,42.999162,0,0,0,-2.243420,0
2016,-10.591038,9.397509,37.910820,0,0,0,-2.609758,0
2017,-6.611999,-0.033779,52.853182,0,0,0,-2.729563,0
2018,-8.886886,9.859437,43.936468,0,0,0,-2.441126,0
2019,-9.812729,-2.700944,25.546327,0,0,0,-2.132696,0
2020,-9.909885,14.380017,70.986750,0,0,0,-1.633265,0
2021,-7.382584,20.983940,44.952532,0,0,0,-2.664709,0
2022,-0.636798,23.846700,30.910271,0,0,0,-2.715523,0
