"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1990,141.721347,88.857469,8.351356,0.144467,0.019246,44.348810
1991,169.398483,93.798122,7.722197,0.144467,0.020389,67.713308
1992,174.650461,96.679185,7.719812,0.144467,0.021566,70.085431
1993,168.278857,97.186924,8.218949,0.144467,0.022390,62.706126
1994,176.851148,101.475204,9.478803,0.219526,0.023209,65.654406
1995,182.244546,103.082902,9.436786,0.238165,0.022956,69.463736
1996,216.417191,117.324416,10.146677,0.404813,0.023757,88.517528
1997,212.849014,117.153886,11.299788,0.371917,0.024935,83.998487
1998,238.584557,124.308968,11.596248,0.363864,0.025594,102.289883
1999,225.828128,126.562908,10.922289,0.465700,0.025207,87.852024
2000,218.608272,122.518070,10.392649,0.473475,0.025207,85.198871
2001,212.006563,117.831635,10.768153,0.515152,0.024696,82.866927
2002,219.758996,111.173979,10.502660,0.472982,0.023356,97.586019
2003,228.047827,119.136148,12.168807,0.611330,0.024566,96.106975
2004,249.317306,130.621754,13.482596,0.691149,0.025868,104.495939
2005,243.566320,135.169559,14.610721,0.556442,0.027265,93.202333
2006,269.789494,143.740152,15.122432,0.749408,0.028649,110.148852
2007,291.871174,158.059497,15.754095,0.699845,0.030295,117.327441
2008,272.882190,163.283665,15.547812,0.650282,0.031171,93.369260
2009,235.855597,151.478603,13.734565,0.647340,0.030175,69.964914
2010,257.029553,165.046888,15.952792,0.859082,0.032123,75.138667
2011,244.917317,173.694533,17.250782,0.961011,0.033662,52.977329
2012,282.236682,174.524869,16.035830,0.787964,0.033592,90.854426
2013,280.982369,177.830407,16.920181,0.854890,0.034236,85.342656
2014,250.129581,174.878031,17.101777,0.901752,0.033846,57.214174
2015,234.625473,180.249207,17.037000,0.695216,0.034554,36.609496
2016,226.062898,180.353543,14.944347,1.041752,0.034253,29.689003
2017,227.965424,174.885550,15.843846,1.086100,0.034697,36.115230
2018,227.068136,172.314871,16.067120,1.339208,0.034490,37.312447
2019,186.958902,162.921527,14.716426,1.499680,0.034176,7.787092
2020,232.360387,149.734434,13.022130,1.687117,0.032256,67.884449
2021,237.371738,168.169202,15.506854,1.852872,0.034330,51.808479
2022,239.446030,174.052128,16.712339,1.613126,0.035486,47.032952
