"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,88.975177,22.691950,20.766804,22.731215,22.785208,,,
1991,94.001138,27.450906,18.369392,26.333243,21.847596,,,
1992,96.876616,26.150165,20.506047,27.529833,22.690571,,,
1993,97.399761,25.050917,17.812050,29.047577,25.489217,,,
1994,101.709584,22.833418,20.780711,32.282917,25.812538,,,
1995,103.274467,25.283069,20.395852,31.884862,25.710684,,,
1996,117.615159,28.972075,21.785833,39.588627,27.268624,,,
1997,117.365105,29.173928,22.070666,38.448143,27.672368,,,
1998,124.581902,31.998260,24.201004,40.132826,28.249812,,,
1999,126.782400,36.428835,23.478938,37.585001,29.289625,,,
2000,122.692950,36.213719,23.072649,34.149242,29.257341,,,
2001,118.028317,30.304992,21.985066,35.564189,30.174070,,,
2002,111.332534,28.033051,21.794018,32.727579,28.777885,,,
2003,119.389496,31.202556,23.959978,34.055901,30.171060,,,
2004,131.056704,37.662445,25.098556,36.747811,31.547891,,,
2005,135.628812,38.450583,26.141142,37.973347,33.063741,,,
2006,144.250118,41.728267,27.910417,40.870738,33.740695,,,
2007,158.647285,47.476589,28.287167,44.246737,38.636792,,,
2008,164.174964,51.112474,29.762441,46.353419,36.946630,,,
2009,152.309204,50.405306,24.188637,42.520116,35.195145,,,
2010,166.072144,52.415427,32.138140,52.059533,29.459044,,,
2011,174.870863,58.105265,32.259324,52.984837,31.521438,,,
2012,175.705216,59.497590,31.762049,51.906632,32.538944,,,
2013,179.063226,59.140824,33.830039,52.287660,33.804703,,,
2014,176.098526,60.024389,32.733633,50.527636,32.812867,,,
2015,181.507337,63.028117,33.701821,51.773465,33.003934,,,
2016,181.623408,64.257026,32.298746,50.311997,34.755640,,,
2017,176.233946,60.479272,33.097941,50.803118,31.853616,,,
2018,173.682851,59.590723,31.549200,50.709578,31.833350,,,
2019,164.171553,53.818940,27.916417,50.834394,31.601802,,,
2020,150.730321,54.855597,24.723280,39.720863,31.430581,,,
2021,169.394422,56.854227,29.949817,48.688784,33.901594,,,
2022,175.264277,55.375988,28.029517,55.959879,35.898893,,,
