"Year","Forest land","Cropland","Grassland","Wetlands","Settlements","Other land","HWP","Other"
1996,-0.554549,0,0,0,0,0,0.181500,0.183333
2000,-0.536894,0,0,0,0,0,0.140250,0.183333
2003,-0.495716,0,0,0,0,0,0.102812,0.106627
2004,-0.479688,0,0,0,0,0,0.102812,0.106627
2005,-0.552191,0,0,0,0,0,0.069973,0.106627
2006,-0.594474,0,0,0,0,0,0.091856,0.106627
2007,-0.583604,0,0,0,0,0,0.092185,0.106627
2008,-0.579317,0,0,0,0,0,0.126152,0.106627
2009,-0.588326,0,0,0,0,0,0.114528,0.106627
2010,-0.591428,0,0,0,0,0,0.073726,0.106627
2011,-0.597671,0,0,0,0,0,0.076704,0.106627
2012,-0.592510,0,0,0,0,0,0.160967,0.106627
2013,-0.578853,0,0,0,0,0,0.180937,0.106627
2014,-0.467323,0,0,0,0,0,0.197271,0.106627
2015,-0.469468,0,0,0,0,0,0.221659,0.106627
2016,-0.467097,0,0,0,0,0,0.154281,0.106627
2017,-0.471908,0,0,0,0,0,0.189699,0.106627
2018,-0.469280,0,0,0,0,0,0.107861,0.106627
2019,-0.468818,0,0,0,0,0,0.078851,0.106627
2020,-0.487365,0,0,0,0,0,0.120577,0.106627
2021,-0.487888,0,0,0,0,0,0.086837,0.106627
2022,-0.486279,0,0,0,0,0,0.093822,0.106627
