"Year","Total","Energy","Industrial Processes","Agriculture","Waste","LULUCF"
1996,167.947967,3.551511,0.190026,42.420000,121.786430,
2000,185.158591,3.462702,0.200000,43.814936,137.680954,
2003,234.072708,3.330181,0.205395,39.758571,190.778561,
2004,247.189338,3.285520,0.161423,40.219157,203.523238,
2005,262.537896,3.306735,0.175773,41.824471,217.230917,
2006,276.713900,3.380218,0.131100,44.260095,228.942487,
2007,286.871010,3.532326,0.202400,44.357685,238.778599,
2008,298.040403,3.581295,0.213722,45.867811,248.377575,
2009,304.012496,3.543901,0.223385,44.564767,255.680443,
2010,320.521253,3.685344,0.199584,45.739823,270.896502,
2011,322.315731,3.762711,0.239271,38.132987,280.180762,
2012,332.278162,4.015810,0.228864,38.527713,289.505775,
2013,333.566641,3.820193,0.190026,39.630340,289.926082,
2014,339.778551,3.849243,0.211645,39.905308,295.812355,
2015,340.748644,4.080481,0.213435,40.960844,295.493884,
2016,347.981696,4.239033,0.139814,40.272802,303.330047,
2017,349.514267,4.347864,0.211479,40.056619,304.898305,
2018,352.588734,4.406903,0.197457,42.006422,305.977952,
2019,349.839020,4.519258,0.212339,44.186234,300.921188,
2020,351.716496,4.120540,0.207784,43.282778,304.105393,
2021,362.183514,4.383930,0.201841,44.058460,313.539283,
2022,373.134665,4.627235,0.161180,45.639856,322.706394,
