"Year","Coal","Oil","Gas","Cement"
1950,0.069616,1.410640,0,0.188983
1951,0.040304,2.660064,0,0.218057
1952,0.073280,3.363552,0,0.221691
1953,0.073280,3.737280,0,0.228960
1954,0.087936,3.957120,0,0.279840
1955,0.043968,4.444432,0,0.327086
1956,0.073280,4.418784,0,0.301646
1957,0.073280,4.741216,0,0.356160
1958,0.065952,5.118608,0,0.352526
1959,0.054960,5.162576,0,0.385234
1960,0.120912,5.939344,0,0.399771
1961,0.113584,6.521920,0.007328,0.417943
1962,0.117248,7.320672,0.021984,0.472457
1963,0.054935,7.621380,0.018312,0.504940
1964,0.073251,8.467774,0.054938,0.541291
1965,0.021984,12.149824,0.135568,0.621463
1966,0.018325,12.805469,0.179584,0.578007
1967,0.018320,12.904608,0.208848,0.396137
1968,0.025641,12.952465,0.271064,0.544998
1969,0.025642,13.857483,0.271069,0.646743
1970,0.018324,15.623088,0.234548,0.683397
1971,0.021984,15.297200,0.216176,0.683587
1972,0.018320,15.916416,0.216176,0.739975
1973,0.010994,18.561685,0.095282,0.593208
1974,0.010994,18.411408,0.113605,0.832953
1975,0.014653,18.419154,0.106236,1.000438
1976,0.014656,18.481216,0.102592,0.898281
1977,0.014656,18.781664,0.102592,0.867005
1978,0.014656,20.049408,0.102592,0.865008
1979,0.014659,19.898992,0.131927,0.818800
1980,0.014656,19.924832,0.274800,0.770330
1981,0.014656,19.877200,0.278464,0.847286
1982,2.407615,20.426246,0.135589,0.885411
1983,4.469395,18.309867,0.113567,0.816195
1984,7.120252,15.486456,0.087950,0.803822
1985,7.781189,15.965358,0.095250,0.771217
1986,8.537120,16.975312,0.065952,0.769871
1987,8.665360,17.513920,0.073280,0.816356
1988,8.638658,20.167859,0.062280,0.833806
1989,9.207632,21.320816,0.062288,0.803516
1990,9.950414,24.821081,0.065945,0.986919
1991,10.861186,24.045580,0.047637,1.194055
1992,13.369936,27.362752,0.047632,1.302178
1993,15.111573,27.617828,0.047636,1.457472
1994,16.016564,29.907847,0.043971,1.506199
1995,17.550560,30.370896,0.043968,1.900103
1996,20.906784,29.326656,0.029312,1.673000
1997,23.046560,30.070448,0.029312,1.719385
1998,24.790624,29.007888,0.021984,2.189272
1999,24.208048,28.256768,0.018320,2.272914
2000,28.201808,29.147120,0.018320,2.152132
2001,30.583408,30.601728,0.018320,1.820113
2002,29.258844,28.210875,0.014657,1.820526
2003,29.726032,30.788592,0.014656,1.885398
2004,30.042921,24.510627,2.179944,1.945743
2005,27.824416,23.541200,3.004480,2.157574
2006,29.921995,25.708146,4.254156,2.264667
2007,30.306722,25.132850,5.089595,2.270626
2008,29.586800,29.205744,7.016560,2.171172
2009,27.087952,27.135584,7.822640,1.814770
2010,28.069904,28.113872,10.079664,2.023461
2011,29.000560,28.000288,9.343200,2.250689
2012,32.571362,35.143364,4.814260,2.251929
2013,26.715771,22.915983,11.293102,2.170190
2014,25.303584,20.210624,12.472256,2.292236
2015,25.087408,21.830112,13.783968,2.233278
2016,20.835944,22.656844,15.688326,1.983238
2017,18.832960,21.339136,16.689520,1.982413
2018,18.129472,22.409024,17.671472,1.775491
2019,18.011113,21.513680,17.619089,1.806269
2020,17.096224,18.298016,22.170864,1.720268
2021,14.334446,19.856432,23.088278,1.669734
2022,14.535088,22.005984,23.892538,1.816096
2023,11.508293,21.324363,20.667330,1.838231
2024,10.062576,20.254322,20.422768,1.838231
