"Year","Total","Energy industries","Manufacturing","Transport","Other sectors","Other","Fugitive: Solid fuels","Fugitive: Oil & Gas"
1990,241.194153,142.315561,17.424587,23.009371,49.511093,8.933541,,
1991,235.291054,140.033312,17.474506,19.962289,51.906946,5.914002,,
1992,210.657202,117.399606,31.655679,15.258535,44.882835,1.460547,,
1993,187.681042,108.161660,25.512266,13.071075,39.469927,1.466115,,
1994,158.733488,95.731217,17.248876,10.964866,33.348918,1.439612,,
1995,151.327365,96.536012,15.561385,9.295208,28.520740,1.414021,,
1996,138.858730,88.424219,13.722491,7.858361,27.434954,1.418705,,
1997,127.477007,82.057321,14.533746,7.513982,21.896256,1.475702,,
1998,124.149728,78.184525,13.744477,6.967611,15.582389,9.670727,,
1999,96.842542,53.379343,19.535318,7.025172,7.034202,9.868506,,
2000,119.170861,60.781515,20.849339,9.837511,8.182274,19.520222,,
2001,113.383274,63.270858,23.799610,10.882161,8.633149,6.797497,,
2002,130.946094,67.675205,25.164832,13.188262,10.931869,13.985926,,
2003,146.857688,76.379460,26.255636,14.725401,13.450391,16.046800,,
2004,156.341180,87.862981,23.802304,15.413194,12.373199,16.889501,,
2005,168.637058,92.229996,27.025131,17.087662,11.314011,20.980257,,
2006,187.829207,99.407068,28.304428,19.303509,14.610497,26.203705,,
2007,193.162066,94.812328,30.385563,22.081047,18.969973,26.913156,,
2008,194.921158,89.679379,28.176676,23.013740,15.378243,38.673120,,
2009,191.787946,96.025288,27.075874,22.486138,13.655940,32.544705,,
2010,217.544198,103.713854,28.009236,21.977977,15.293702,48.549430,,
2011,206.697941,104.858240,28.821654,22.580394,18.337797,32.099857,,
2012,213.836104,110.852066,28.767464,25.367151,15.751076,33.098346,,
2013,218.787309,115.477172,26.318113,23.558557,14.138360,39.295107,,
2014,264.889171,140.332904,33.657752,24.688957,25.740260,40.469298,,
2015,267.816193,133.113747,36.228694,22.451386,27.555564,48.466802,,
2016,269.430958,135.978971,35.147610,23.509126,27.330954,47.464297,,
2017,285.226244,143.366296,35.802598,24.937976,30.633483,50.485891,,
2018,298.614873,148.125215,34.838573,26.787521,31.647067,57.216497,,
2019,265.625264,144.473591,24.778027,27.230569,40.244736,28.898341,,
2020,251.784861,144.324888,25.113409,19.593295,40.476340,22.276929,,
2021,212.222087,121.193498,41.573496,26.351705,20.792841,2.310547,,
2022,243.455935,126.077788,27.821652,27.974509,48.429935,13.152051,,
