"Year","Total","Fossil CO¿","CH¡","N¿O","F-gas","LULUCF"
1990,385.736501,267.405356,106.770040,16.350666,0,-4.789561
1991,368.209860,260.420507,96.157568,16.225783,0,-4.593998
1992,339.393764,233.523398,92.854166,17.426283,0,-4.410083
1993,304.515243,207.558709,84.304169,16.875426,0.000340,-4.223401
1994,265.815371,174.671112,71.396494,14.963414,0.001135,4.783216
1995,258.536489,168.467985,61.441201,14.566995,0.004120,14.056188
1996,251.277020,154.715703,59.750778,14.043325,0.005281,22.761933
1997,254.478489,147.293126,60.245336,14.316301,0.008639,32.615088
1998,268.458027,145.621867,67.007640,15.008830,0.094630,40.725060
1999,230.600895,118.761628,57.610968,16.560119,0.124915,37.543265
2000,253.161945,142.196983,58.899277,17.763923,0.259263,34.042500
2001,247.017696,138.036495,57.257739,17.697411,0.281863,33.744188
2002,269.019852,156.768224,60.943737,17.732383,0.324201,33.251308
2003,289.491009,175.021966,63.035245,17.759897,0.443593,33.230309
2004,306.844113,185.475844,64.108183,17.648483,0.562261,39.049342
2005,323.279035,198.448554,61.458721,17.568705,0.615040,45.188015
2006,350.749397,219.633149,61.032040,17.692112,0.831999,51.560098
2007,350.785313,225.712399,57.558072,17.354461,0.913333,49.247047
2008,345.186694,226.102394,54.563215,16.378978,1.317634,46.824473
2009,333.925786,223.189226,51.488090,15.835447,1.258120,42.154903
2010,351.437683,248.092769,49.025821,14.918555,1.500592,37.899946
2011,329.890754,238.156971,49.826837,14.311518,1.476237,26.119191
2012,323.353881,245.262902,48.769187,13.209814,1.588797,14.523181
2013,320.283995,253.532733,49.958626,12.449012,1.375900,2.967724
2014,372.303851,299.137339,51.653938,13.255982,1.616511,6.640082
2015,380.052547,303.052270,51.012997,13.728987,1.672844,10.585448
2016,382.962556,301.738821,51.148847,14.262481,1.720486,14.091920
2017,407.202101,317.720427,54.347751,15.018314,1.842521,18.273087
2018,425.908017,329.572125,57.011582,15.602382,2.043225,21.678704
2019,391.068083,296.039622,57.868833,15.835663,2.081394,19.242570
2020,375.420384,281.789179,57.728372,17.449562,2.348004,16.105267
2021,328.422267,244.903723,59.198846,17.091755,2.539966,4.687977
2022,352.973025,274.345569,56.746044,15.093751,2.658467,4.129194
