"Year","Living biomass (gains)","Living biomass (losses)","Dead wood (net)","Litter (net)","Mineral Soils (net)","Organic Soils (net)"
2020,-1.234231,0.198395,,-0.003114,-0.083631,
2021,-1.237257,0.198689,,-0.003199,-0.085424,
