"YYYYMM","Diesel","Natural gas","Flaring"
202106,71.420286,0.000394,103.404825
202107,55.165654,7.832501,84.622095
202108,48.989077,13.050556,37.052894
202109,31.977020,8.519103,20.013416
202110,34.694714,8.782739,12.519638
202111,34.518240,9.564019,6.812842
202112,41.894837,8.964473,6.124014
202201,40.271280,8.490277,22.312967
202202,32.224083,8.257462,2.380859
202203,28.976968,9.764302,9.017513
202204,29.435800,9.434441,11.670991
202205,28.165190,9.976114,9.112896
202206,24.247475,8.780806,10.623974
202207,17.283826,15.698125,1.813954
202208,5.294209,18.795807,1.526591
202209,10.659007,19.138333,0.913236
202210,10.023702,18.869886,1.514336
202211,9.282512,18.866617,4.105756
202212,22.334501,17.711509,5.911131
202301,7.168358,18.110654,6.323832
202302,13.415525,14.506924,13.306242
202303,10.210764,18.433106,1.733447
202304,2.400041,19.358064,7.531582
202305,6.331873,17.021232,13.548060
202306,6.578937,16.584844,3.096115
202307,6.857765,18.809471,5.139165
202308,5.488330,17.374167,1.405375
202309,8.142493,16.346376,1.654571
202310,3.398882,17.741372,2.407527
202311,4.521254,19.466826,0.086737
202312,17.185001,23.509504,3.543409
202401,19.366215,22.640318,0.094735
202402,23.033337,19.175911,17.310024
202403,28.027540,19.042254,5.495990
202404,24.208651,14.634778,7.451632
202405,22.687449,16.334791,3.366988
202406,20.262701,14.916299,2.868649
202407,21.815669,15.203035,0.257578
202408,28.934615,13.943301,6.080049
202409,32.654679,6.309410,3.272284
202410,36.953576,17.648901,53.347041
202411,30.685233,17.639209,4.164029
202412,17.499124,20.952200,5.724256
202501,0,18.220639,4.049216
202502,0,12.527180,0.994122
