"Year","Coal","Oil","Gas","Cement","Flaring"
2000,65.595243,239.200974,84.108370,8.560925,4.226978
2001,56.020004,249.217923,88.302755,8.655330,4.187927
2002,58.498414,242.884777,87.807607,8.642742,3.942118
2003,59.119374,244.742048,91.503171,8.555680,3.902657
2004,58.165454,244.675582,93.087593,9.064842,3.928109
2005,62.002118,241.795320,94.816216,9.108285,3.930302
2006,59.429603,236.563583,92.190350,9.307099,4.229154
2007,61.306646,227.298876,89.040082,9.477921,4.524635
2008,56.112691,223.303487,91.927126,8.879584,4.799526
2009,45.106392,219.244735,90.555329,7.679229,4.514652
2010,49.002181,215.554174,95.998857,7.887542,4.116161
2011,42.042778,208.283142,87.586470,8.065248,3.884970
2012,46.708730,204.385151,90.407522,7.501860,3.312384
2013,49.448571,203.403125,90.990985,7.299551,3.055730
2014,39.449149,197.148146,76.263407,6.974620,2.963181
2015,37.940883,198.791875,81.212749,6.606094,2.862399
2016,35.852512,196.002000,88.856488,6.639023,2.872557
2017,39.819192,195.042036,89.009934,6.483218,2.820624
2018,35.012703,188.833261,84.615399,6.701300,2.909499
2019,29.343196,186.757905,86.144116,6.806672,2.508212
2020,23.856452,165.557812,80.071975,6.197229,2.136340
2021,30.421443,178.826502,85.260869,6.494590,1.705022
2022,27.960552,179.344418,77.923666,6.494590,1.716345
