"Year","Coal","Oil","Gas","Cement","Flaring"
2000,50.906012,156.815536,48.591968,16.446371,8.570471
2001,64.628561,164.070256,61.163152,18.461538,8.703692
2002,66.665219,156.843069,59.764222,18.136511,7.076907
2003,89.489682,162.447104,62.661728,17.811484,6.947486
2004,82.216103,173.895339,61.885636,19.046587,5.977856
2005,94.222089,174.754480,54.450704,18.526544,5.663231
2006,111.640521,152.499344,57.425872,19.046587,6.021138
2007,140.065990,166.224688,57.077792,19.566631,4.922938
2008,121.844541,158.303120,60.313104,20.541712,4.715804
2009,128.274197,181.260245,64.540826,19.436620,5.430169
2010,152.666688,195.674233,73.730036,19.461000,4.274134
2011,181.280983,211.328528,81.553312,21.100000,5.461731
2012,187.171325,218.777440,80.062064,23.294000,6.649329
2013,164.219227,229.408315,64.753293,24.775000,5.899292
2014,173.584305,220.592833,62.415688,25.533650,5.763476
2015,197.815239,217.062688,94.252736,24.557910,5.460661
2016,206.327890,208.773338,91.185364,28.709840,5.089226
2017,221.093265,218.159755,84.338544,28.965660,4.387020
2018,262.222125,212.952903,84.147907,30.832000,3.946420
2019,315.400701,213.655168,87.910352,30.156000,3.783727
2020,300.517866,194.427630,81.216698,26.297374,3.524962
2021,303.153575,202.345443,80.013021,27.262031,3.149344
2022,404.572727,214.291989,80.013021,26.842615,3.162903
