"Year","BLUE","H&C2023","OSCAR"
1945,22.306469,11.957171,8.484175
1946,19.916698,11.999270,9.433481
1947,21.058290,12.112561,11.018051
1948,20.800565,12.192510,9.883090
1949,20.163688,12.301953,14.251165
1950,28.112333,12.557444,12.638565
1951,32.217955,12.622590,17.031921
1952,35.910168,12.818138,20.965115
1953,39.042155,12.948210,20.891065
1954,42.434176,13.124704,20.501912
1955,46.083227,13.298818,22.258690
1956,49.920131,13.504405,26.543188
1957,52.859685,13.629787,17.516961
1958,55.522204,13.691122,17.661433
1959,55.872739,13.778435,33.801939
1960,59.887933,13.309993,25.615610
1961,50.003121,13.016690,21.881005
1962,43.492010,12.910544,9.810543
1963,40.740529,13.618685,10.207428
1964,42.507640,13.869742,14.493245
1965,38.597968,14.584332,13.480809
1966,37.705601,14.866900,8.488096
1967,34.425405,14.950842,8.641214
1968,33.078629,14.351045,10.124438
1969,33.221415,13.833908,6.516607
1970,32.232538,15.510372,11.225653
1971,43.565693,16.476752,15.635131
1972,34.022255,17.089299,10.042548
1973,26.624493,17.333248,10.559538
1974,22.741349,17.980714,10.491974
1975,19.474966,16.016113,4.294574
1976,17.087430,14.676299,2.860192
1977,15.663197,13.835008,3.390666
1978,14.382446,13.108803,2.398271
1979,13.613519,12.244502,0.568323
1980,12.842393,11.506316,0.857632
1981,12.237210,11.132478,4.299008
1982,10.831077,11.543505,0.614892
1983,13.400017,11.387565,7.328989
1984,14.204485,11.381080,9.998580
1985,15.969397,12.090614,4.406583
1986,16.216095,14.965425,9.513466
1987,23.433991,15.862519,18.416986
1988,19.897462,16.441101,17.263559
1989,15.319770,16.373170,3.737353
1990,12.106332,14.114314,5.270334
1991,-10.857861,12.333317,4.394785
1992,-6.882641,10.342556,-1.107920
1993,-6.251847,8.639712,8.521035
1994,-2.770680,7.381384,0.560299
1995,-2.257134,6.119283,3.893660
1996,9.118414,5.904499,4.852748
1997,8.130819,6.874763,8.802613
1998,8.221393,6.423468,7.986164
1999,5.163529,6.798405,4.818050
2000,5.720054,6.577869,3.444490
2001,5.207533,6.421013,0.003994
2002,4.654379,6.144345,-0.001172
2003,5.256741,5.764938,-1.021596
2004,4.907452,5.185366,-1.046035
2005,3.790701,4.784488,-3.882118
2006,4.452896,4.835161,-5.907907
2007,5.526594,4.871178,-0.920800
2008,6.488834,4.837323,-2.322023
2009,5.645381,4.713186,-5.269455
2010,3.339333,4.668925,-3.314308
2011,4.960836,4.461360,-3.443977
2012,6.429331,7.339175,-1.059336
2013,5.159168,8.765827,-0.492039
2014,6.227041,10.878856,-1.845960
2015,7.735950,9.827031,5.747497
2016,6.782650,8.890403,-0.132710
2017,7.729684,9.536329,6.223927
2018,7.948022,11.107196,2.780610
2019,8.244586,12.424148,5.128061
2020,8.474612,13.513931,10.118759
2021,8.642460,13.609159,7.470969
2022,8.799243,12.945205,5.963746
