"Year","BLUE","H&C2023","OSCAR"
1850,17.655900,9.575021,15.973538
1851,14.764894,9.609609,16.114748
1852,13.825041,9.576084,15.931292
1853,13.409984,9.570954,15.787443
1854,14.164548,9.567107,15.656602
1855,13.540349,9.550546,15.489890
1856,13.171457,9.517533,15.273347
1857,13.020061,9.486719,15.064389
1858,13.034863,9.521160,14.923838
1859,13.028121,9.515335,14.743276
1860,14.093283,9.515811,14.696964
1861,13.982887,9.515555,14.698319
1862,14.116916,9.512733,14.627824
1863,15.193655,9.500679,14.566855
1864,14.767679,9.532775,14.533732
1865,14.758812,9.529514,14.446016
1866,15.992004,9.532189,14.405419
1867,15.323654,9.528598,14.346392
1868,15.203182,9.496319,14.239037
1869,15.216629,9.472649,14.158319
1870,15.258875,9.478621,14.108488
1871,15.329150,9.482212,14.057009
1872,15.429910,9.507420,14.031288
1873,15.703281,9.514455,13.994428
1874,15.599663,9.470927,13.900227
1875,15.689981,9.540909,13.905576
1876,15.777440,9.603491,13.896819
1877,15.856143,9.654860,13.868167
1878,15.908722,9.709087,13.837059
1879,16.509654,9.762728,13.815881
1880,18.603960,9.840515,14.413370
1881,20.332965,9.893826,15.247186
1882,20.645138,9.956077,15.748641
1883,23.420838,10.088128,16.288385
1884,25.535662,10.155399,16.781523
1885,27.467726,10.224575,17.255132
1886,25.622792,10.267407,17.599255
1887,25.467731,10.322367,17.939164
1888,26.072877,10.385718,18.346527
1889,25.210665,10.446101,18.705050
1890,24.423528,10.503992,18.988570
1891,25.323809,10.532571,19.263370
1892,24.354022,10.602956,19.555867
1893,26.498561,10.596325,19.770248
1894,24.750686,10.642198,20.011815
1895,24.521393,10.675101,20.168232
1896,24.766735,10.682319,20.311201
1897,25.920089,10.745193,20.523933
1898,24.564885,10.753107,20.632204
1899,24.312069,10.760325,20.701417
1900,25.352865,10.797881,20.769897
1901,24.785714,10.830528,19.755042
1902,24.487941,10.845623,19.364716
1903,24.106262,10.876804,18.267128
1904,23.742427,10.901463,19.512888
1905,23.297874,10.937993,23.938084
1906,23.088586,10.960123,15.789165
1907,23.165310,10.975732,14.981473
1908,23.174947,10.980348,19.871924
1909,23.846155,11.033696,16.949701
1910,23.111999,11.072425,19.130074
1911,22.465340,11.101920,22.493369
1912,22.337649,11.123648,16.913720
1913,21.997264,11.157869,23.495437
1914,21.786584,11.179597,17.672901
1915,22.173392,11.208469,19.995327
1916,22.700642,11.234300,18.758141
1917,22.437567,11.270208,19.513914
1918,21.632073,11.298860,17.318995
1919,21.288096,11.327109,18.479311
1920,19.992066,11.374375,14.324445
1921,19.293048,11.368732,14.491120
1922,18.990182,11.479129,17.216330
1923,18.725568,11.399767,11.068321
1924,18.667054,11.477077,16.215362
1925,18.541599,11.523756,16.249217
1926,18.492941,11.508880,11.869968
1927,18.544420,11.524709,15.286025
1928,18.651775,11.552299,13.790710
1929,18.583112,11.555377,12.750647
1930,18.501185,11.629609,10.970089
1931,18.467806,11.614111,8.117445
1932,18.522509,11.624736,10.841666
1933,18.638621,11.655660,10.160199
1934,18.766239,11.622538,13.384189
1935,18.550099,11.640345,7.321075
1936,18.611361,11.693912,11.715530
1937,18.703328,11.727695,8.246455
1938,18.613743,11.707030,12.786994
1939,18.673246,11.727401,9.845718
1940,18.459159,11.747297,10.780697
1941,18.399362,11.757886,12.846167
1942,19.494568,11.808449,8.078131
1943,21.234199,11.870591,10.188302
1944,22.064425,11.946252,5.590128
