"Year","BLUE","H&C2023","OSCAR"
1850,21.747892,4.011970,58.005040
1851,21.845171,3.995848,58.251811
1852,21.931935,3.976539,58.484658
1853,22.024487,3.952870,58.738024
1854,22.095642,3.913152,58.987432
1855,22.129607,3.856726,59.222844
1856,22.159432,3.795135,59.452284
1857,22.208383,3.748748,59.693741
1858,22.228792,3.685215,59.912446
1859,22.171487,3.540487,60.041089
1860,22.204719,3.443794,60.253527
1861,22.481571,3.452697,60.591788
1862,22.637108,3.406311,60.832952
1863,22.768243,3.368279,61.048286
1864,22.859733,3.352487,61.267686
1865,22.898681,3.315590,61.450849
1866,22.947119,3.298699,61.639252
1867,22.972840,3.274334,61.805415
1868,23.045864,3.313722,62.020381
1869,23.112036,3.363112,62.230109
1870,23.432672,3.449400,62.508353
1871,23.557028,3.490876,62.722697
1872,23.672957,3.546825,62.900548
1873,23.801820,3.641723,63.119984
1874,23.895069,3.724786,63.318463
1875,23.991212,3.866692,63.564025
1876,24.040200,3.978371,63.766387
1877,24.078782,4.115954,63.981098
1878,24.070904,4.219206,64.147700
1879,24.044047,4.323886,64.302028
1880,24.267625,4.500601,64.566129
1881,24.437781,4.757008,64.892664
1882,24.447087,4.894225,65.043328
1883,24.473322,5.060900,65.222424
1884,24.562540,5.310712,65.474434
1885,24.605445,5.527474,65.681450
1886,24.683745,5.793773,65.925839
1887,24.689021,6.001192,66.099403
1888,24.755743,6.284932,66.336757
1889,24.867715,6.629532,66.622109
1890,24.974080,6.948849,66.904860
1891,25.239098,7.269596,67.188087
1892,25.422188,7.589793,67.434931
1893,25.601504,7.950807,67.709914
1894,25.804050,8.370042,68.031064
1895,25.886160,8.718048,68.269040
1896,26.049135,9.169233,68.597811
1897,26.153632,9.590740,68.884336
1898,26.185399,9.966263,69.112676
1899,26.237574,10.379746,69.368020
1900,26.950479,10.925865,69.837562
1901,27.252612,11.478616,70.679732
1902,27.472525,11.962630,70.994287
1903,27.652758,12.439280,69.739990
1904,27.807488,12.919227,71.661025
1905,27.989040,13.450800,70.763675
1906,28.183195,14.017768,72.517522
1907,28.284101,14.519882,70.432999
1908,28.444621,15.099747,70.398191
1909,28.608292,15.700680,74.029215
1910,27.485459,16.064148,73.112592
1911,27.082932,16.621516,72.277163
1912,26.784646,17.206987,73.211776
1913,26.528349,17.803229,75.024027
1914,26.308289,18.421786,75.794090
1915,26.154768,19.101275,77.367339
1916,25.951965,19.727562,74.614136
1917,25.772979,20.375687,76.678946
1918,25.597070,21.022933,74.664406
1919,25.484329,21.739245,74.824339
1920,26.344050,22.554412,75.322240
1921,26.828358,23.337665,78.108529
1922,27.083775,24.049470,79.559327
1923,27.296324,24.807735,80.063493
1924,27.501947,25.586921,79.427679
1925,27.494400,26.345186,82.703185
1926,27.571893,27.166142,80.997190
1927,27.619085,27.981602,81.796712
1928,27.668806,28.808017,80.821501
1929,27.622823,29.661765,82.321286
1930,14.535015,30.788079,83.272681
1931,4.122183,31.708879,78.905522
1932,-4.792732,32.592489,79.380487
1933,-12.732144,33.360793,74.899122
1934,-19.745516,34.181822,72.193661
1935,-26.081634,34.780850,72.142548
1936,-31.920548,34.826357,70.860881
1937,-37.211840,34.311235,67.971963
1938,-42.085254,33.099550,67.726365
1939,-46.654628,31.058262,66.082548
1940,-17.737534,27.787410,76.198193
1941,1.463841,24.196763,90.343065
1942,16.364047,20.486596,96.978789
1943,28.735799,16.714655,102.716173
1944,39.315489,14.439018,112.068203
1945,48.468564,12.324927,113.406369
1946,56.488071,10.440458,121.444636
1947,63.597184,8.817746,127.692159
1948,69.959353,7.472178,135.242124
1949,75.656910,7.543150,135.373552
1950,101.264020,9.970110,147.327901
1951,120.616352,13.844790,168.282903
1952,137.200459,18.545959,179.133326
1953,153.072980,44.911553,195.763856
1954,167.568753,85.660583,201.603466
1955,181.877406,138.094072,228.622205
1956,195.129654,195.691052,237.313250
1957,208.891821,251.465376,256.936828
1958,221.662034,304.454218,272.236959
1959,235.175306,345.164812,281.629659
1960,187.524839,372.666319,289.481062
1961,165.686446,387.766433,319.430598
1962,136.147681,384.744329,310.947485
1963,114.157489,368.441617,282.690424
1964,98.452523,340.168911,258.742776
1965,79.457651,305.495233,263.122539
1966,69.617649,269.688610,253.390588
1967,60.317794,238.440626,249.357514
1968,55.728194,211.328528,239.652457
1969,47.638998,190.174534,223.347254
1970,43.673085,173.521691,248.427151
1971,37.924525,157.127636,256.238029
1972,32.511551,142.396780,225.385611
1973,33.022789,128.167489,231.617452
1974,26.441659,114.345452,221.401011
1975,24.097285,101.108776,225.956718
1976,21.799371,88.982585,207.431864
1977,17.149462,78.235413,212.499872
1978,13.056701,69.357908,206.569468
1979,12.558726,62.420270,203.439863
1980,14.128604,57.748451,208.409566
1981,12.386299,54.594003,214.764224
1982,11.634116,53.012877,197.417346
1983,9.028352,51.806249,198.417471
1984,8.840316,50.766515,176.466118
1985,8.281959,49.279115,174.427321
