"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,0.159188,"NaN","NaN",0.001308,1.257066,"NaN","NaN",0.780063,2.314145,0.647949
1966,0.165115,"NaN","NaN",0.001757,1.394516,"NaN","NaN",0.854010,2.438144,0.635221
1967,0.189989,"NaN","NaN",0.001563,1.425643,"NaN","NaN",0.906902,2.603182,0.629360
1968,0.224211,"NaN","NaN",0.009377,1.449871,"NaN","NaN",1.009875,2.771255,0.683746
1969,0.247976,"NaN","NaN",0.005404,1.603566,"NaN","NaN",1.128587,2.885563,0.660133
1970,0.314782,"NaN","NaN",0.010593,1.683394,"NaN","NaN",1.246819,3.077281,0.708741
1971,0.319250,"NaN","NaN",0.043588,1.729424,"NaN","NaN",1.330795,3.160261,0.673656
1972,0.318525,"NaN","NaN",0.073661,1.933576,"NaN","NaN",1.496861,3.327598,0.635682
1973,0.327225,"NaN","NaN",0.155820,2.072123,"NaN","NaN",1.591845,3.634678,0.654690
1974,0.323600,"NaN","NaN",0.150120,2.242584,"NaN","NaN",1.609127,3.697207,0.665199
1975,0.260525,0,"NaN",0.128403,2.155326,"NaN","NaN",1.661693,3.647599,0.647154
1976,0.264952,0.008125,"NaN",0.177905,2.264109,"NaN","NaN",1.676438,3.736399,0.766184
1977,0.267834,0.012285,"NaN",0.269085,2.343500,"NaN","NaN",1.758391,3.765650,0.979041
1978,0.289939,0.013009,"NaN",0.318730,2.504317,"NaN","NaN",1.775193,3.886892,0.805038
1979,0.297738,0.015457,"NaN",0.360295,2.598707,"NaN","NaN",1.802282,4.037705,0.762291
1980,0.320229,0.014940,"NaN",0.388499,2.673511,"NaN","NaN",1.790967,3.965771,0.928409
1981,0.305104,0.021812,"NaN",0.409287,2.831773,"NaN","NaN",1.737817,3.756142,0.947942
1982,0.301764,0.024581,"NaN",0.391615,2.744269,"NaN","NaN",1.840344,3.410170,1.001681
1983,0.332959,0.023961,"NaN",0.496554,2.831102,"NaN","NaN",1.754962,3.206505,1.048015
1984,0.333830,0.026857,"NaN",0.533328,3.045825,"NaN","NaN",1.948015,3.236783,1.167377
1985,0.354892,0.019272,"NaN",0.618225,3.232350,"NaN",0.000011,2.043362,3.250885,1.122086
1986,0.371027,0.021432,"NaN",0.727996,3.306760,"NaN",0.000011,1.966514,3.323034,1.039979
1987,0.374875,0.026569,"NaN",0.789225,3.366064,"NaN",0.000011,1.990329,3.429466,1.117744
1988,0.373800,0.028557,"NaN",0.846491,3.272695,"NaN",0.000011,2.190510,3.610074,1.200307
1989,0.360451,0.039957,"NaN",0.810226,3.091884,"NaN",0.000011,2.368013,3.750735,1.197786
1990,0.462532,0.045439,"NaN",0.740183,3.147597,0,0.000020,2.295376,3.466109,1.136171
1991,0.462684,0.045784,"NaN",0.861527,3.271003,0,0.000020,2.311239,3.285622,1.099786
1992,0.466814,0.051311,"NaN",0.817430,3.355085,0.000022,0.000628,2.449993,3.371388,1.120353
1993,0.467514,0.055357,"NaN",0.952903,3.430019,0.000022,0.000628,2.599494,3.414886,0.994715
