"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,1.211789,0.009569,0,0,0.305471,0,0,1.975245,7.427893,79.757367
1966,1.238128,0.013861,0,0,0.302749,0,0,2.327157,7.656943,80.105785
1967,1.312128,0.015918,0,0,0.320702,0,0,2.820500,8.241315,80.885230
1968,1.361626,0.016870,0,0,0.334148,0,0,3.844573,10.230765,84.112952
1969,1.406606,0.029921,0,0,0.267267,0,0,5.289660,11.167326,87.697872
1970,1.196782,0.020873,0,0,0.580384,0,0,6.700514,11.730370,90.456592
1971,1.359400,0.035483,0,0,0.510605,0,0,7.317871,12.350965,91.947514
1972,1.511156,0.064465,0,0,0.485142,0,0,7.637477,13.749429,95.400606
1973,1.301503,0.077027,0,0,0.465866,0,0,7.873551,15.119417,94.956146
1974,1.324799,0.080426,0,0,0.672719,0,0,8.018757,15.775749,96.735331
1975,1.309094,0.071528,0,0,0.624897,0,0,8.505828,17.009616,103.375143
1976,1.214734,0.061439,0,0,0.511582,0,0,8.987983,18.594613,107.045032
1977,1.154721,0.088114,0,0,0.602767,0,0,9.444958,19.707048,109.777328
1978,1.032299,0.086344,0,0,0.595592,0,0,9.854687,20.887620,113.869798
1979,0.919509,0.078380,0,0,0.546653,0,0,10.186000,21.105574,114.203008
1980,0.982759,0.080233,0,0,0.703955,0,0,10.339829,20.649408,119.804611
1981,1.293712,0.086227,0,0,0.634533,0,0,9.663144,19.182961,105.840474
1982,1.134638,0.085423,0,0,0.453885,0,0,9.569007,17.943680,108.538094
1983,1.190438,0.113862,0,0,0.488028,0,0,9.694571,18.371167,107.245654
1984,1.397988,0.107513,0,0,0.406448,0,0,9.991859,18.682642,110.794785
1985,1.474993,0.122711,0,0,0.530266,0,0,10.051591,18.840567,112.448181
1986,2.246399,0.112965,0,0,0.440458,0,0,10.579487,19.326905,114.529511
1987,1.984150,0.058903,0,0,0.469576,0,0,10.859278,19.463598,117.972764
1988,1.835154,0.028569,0,0,0.504780,0,0,10.738522,19.854707,114.246533
1989,1.729012,0.031199,0,0,0.451463,0,0,10.506077,19.651910,108.801146
1990,1.603499,0.016605,0,0,0.396282,0,0,9.830893,17.946454,86.279024
1991,1.352569,0.024991,0,0,0.397443,0,0,9.142477,16.902344,85.224722
1992,1.495676,0.033347,0,0,0.419380,0,0,8.495894,15.412818,82.210723
1993,4.149502,0.018294,0,0,0.413369,0,0,8.908966,15.871178,81.122379
1994,4.034922,0.015272,0,0,0.480726,0,0,8.963729,16.712633,75.440707
1995,4.101195,0.020050,0,0,0.523083,0,0.000277,9.806589,16.916636,76.670752
1996,4.036857,0.039801,0,0,0.535288,0,0,10.297896,19.762993,78.480321
1997,4.032490,0.050582,0,0,0.543679,0,0.000554,10.268980,20.600515,76.597267
1998,4.055238,0.065874,0,0,0.640429,0,0.001109,10.378963,23.438548,69.047747
1999,3.893891,0.057827,0,0,0.598106,0,0.001110,10.111666,24.568575,66.287092
2000,3.933054,0.065959,0,"NaN",0.582237,0,0.001382,10.829728,22.498008,61.156888
2001,4.187326,0.131972,0,"NaN",0.635992,0,0.003830,11.236807,21.888879,60.188755
2002,4.262555,0.126970,0,"NaN",0.619634,0,0.016585,10.955939,22.318524,59.072835
2003,4.290819,0.135386,0.030532,"NaN",0.451717,0,0.033521,12.207240,22.684487,60.857856
2004,4.456675,0.253206,0.014582,"NaN",0.559605,0,0.038167,12.887736,24.256613,59.108520
2005,4.580682,0.450074,0.053537,"NaN",0.588153,0,0.036075,13.278600,25.099063,59.821866
2006,4.764992,0.594106,0.097712,0,0.542637,0,0.068029,13.439419,27.228235,62.347026
2007,4.847532,0.762363,0.104422,0,0.621518,0,0.137939,13.451864,28.204397,60.807322
2008,5.267934,1.079004,0.473876,0,0.565383,0,0.219798,14.619129,28.939322,60.012566
2009,5.743311,1.557771,0.672699,0,0.619310,0,0.280841,14.094358,28.596772,56.291865
2010,6.490756,1.877095,0.692763,0,0.755930,0,0.430776,15.140287,30.131041,59.741997
2011,7.067634,2.261678,0.734360,0,0.599662,0.000051,0.824150,15.336044,29.993492,59.583984
2012,7.791539,3.003247,0.814392,0,0.520562,0.000281,1.213111,16.235154,28.863198,55.529359
2013,7.646911,2.566470,0.793238,0,0.619837,0.000381,1.525830,16.234602,26.852867,57.889493
2014,7.595899,2.971733,0.754935,0,0.551820,0.001769,1.940850,15.875072,26.974088,53.656674
2015,7.767408,2.903005,0.706723,0,0.460681,0.014333,2.730388,15.966453,28.227551,52.856128
2016,7.543137,2.373120,0.473709,0,0.534989,0.031014,3.148407,17.057824,31.038336,53.783973
2017,7.240366,1.934966,0.655582,0,0.636508,0.041025,3.706914,17.919585,33.686081,54.082870
2018,10.630094,1.953436,0.989433,0,0.487092,0.074176,3.164615,18.621777,34.563228,54.126484
2019,10.652930,2.293689,1.069406,0,0.481703,0.175196,3.724141,19.535611,35.255626,48.264698
2020,10.673243,2.255301,1.109981,0,0.521095,0.481712,3.887332,19.733470,33.444299,44.817700
2021,10.427811,2.418190,1.140323,0,0.575215,0.967498,3.991901,21.025967,35.357405,49.727359
2022,9.652871,2.062699,1.121541,0,0.463431,1.915891,4.578263,16.194974,36.608215,45.290497
