"Year","Coal","Oil","Gas","Cement","Flaring"
2000,372.898299,677.172032,168.695183,35.085743,0.513192
2001,381.943518,655.456237,167.832760,34.374185,0.549811
2002,399.075201,666.369464,171.744133,32.417253,0.526248
2003,412.437153,656.423353,177.138978,31.935273,0.507427
2004,420.396641,645.272198,176.050145,31.276190,0.478745
2005,430.822048,642.282167,174.681457,32.279646,0.509357
2006,427.929128,605.500823,191.311791,31.990874,0.554708
2007,445.402849,608.087866,207.748178,30.658350,0.617396
2008,426.678850,563.322121,203.282433,28.552561,0.566856
2009,411.778490,516.330402,201.010684,25.308482,0.502456
2010,446.472735,522.267073,212.045665,24.321271,0.476235
2011,430.912253,552.787022,246.698322,24.982896,0.479254
2012,450.418061,564.588846,255.891421,25.624795,0.492235
2013,481.615651,541.914441,255.306570,26.805206,0.440781
2014,473.326860,497.252093,257.384050,26.557375,0.451279
2015,466.230950,476.873519,245.228063,25.936140,0.426970
2016,456.861703,460.232492,250.607768,25.969471,0.459597
2017,458.838260,447.995646,244.659363,26.428778,0.438720
2018,442.189076,431.472826,233.098536,26.182944,0.428101
2019,432.432662,415.450481,223.211093,25.328006,0.388792
2020,399.226308,386.861596,221.782122,24.490267,0.393480
2021,428.081510,390.599567,211.047994,24.395606,0.358857
2022,427.213190,390.599567,204.824059,23.156504,0.358857
