"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.013811,0.142156,0.326095,0,0.007973,0
2001,0.014648,0.169800,0.365156,"NaN",0.010502,0
2002,0.015297,0.154354,0.384161,"NaN",0.007870,0.000001
2003,0.014627,0.158017,0.413223,"NaN",0.007820,0.000009
2004,0.014648,0.163597,0.444248,"NaN",0.007770,0.000020
2005,0.030053,0.167441,0.477481,"NaN",0.007721,0.000035
2006,0.045662,0.168266,0.517081,"NaN",0.007672,0.000072
2007,0.037265,0.159496,0.552109,"NaN",0.007624,0.000108
2008,0.039226,0.161672,0.589551,"NaN",0.009610,0.000183
2009,0.049013,0.148838,0.674883,"NaN",0.004192,0.000307
2010,0.031233,0.168486,0.693134,"NaN",0.007284,0.000500
2011,0.046496,0.216071,0.704957,"NaN",0.008660,0.000641
2012,0.038366,0.246085,0.768106,"NaN",0.007670,0.000961
2013,0.053137,0.252198,0.790300,"NaN",0.007146,0.001338
2014,0.033664,0.276084,0.828802,"NaN",0.005524,0.001698
2015,0.110279,0.335070,0.930746,"NaN",0.008707,0.002013
2016,0.082929,0.343685,0.952234,"NaN",0.008526,0.002212
2017,0.090422,0.392578,0.957336,"NaN",0.009864,0.002519
2018,0.102848,0.448530,0.987444,"NaN",0.008243,0.002711
2019,0.173034,0.440030,1.113638,"NaN",0.007811,0.003200
2020,0.188449,0.369664,1.076951,"NaN",0.006625,0.003772
2021,0.152320,0.460286,1.101452,"NaN",0.006423,0.005629
2022,0.179792,0.550152,1.051128,"NaN",0.007274,0.006264
