"Year","BLUE","H&C2023","OSCAR"
1908,106.576783,16.396217,56.273178
1909,106.981838,16.563735,56.444067
1910,82.976666,16.090016,53.654004
1911,68.147029,16.080673,50.539714
1912,58.899203,15.918248,49.382586
1913,54.303448,15.901137,49.621259
1914,50.414588,15.617397,48.581086
1915,43.703386,15.238832,47.173414
1916,39.930016,15.482085,47.079689
1917,37.732128,15.655612,45.214749
1918,35.272925,16.017726,45.769955
1919,31.423746,16.646761,47.089435
1920,51.074438,17.929271,48.826977
1921,57.728152,18.805224,53.083885
1922,60.528584,19.822716,54.950803
1923,63.191396,20.462964,56.028569
1924,67.462997,20.734320,56.159740
1925,68.347084,21.489104,58.509793
1926,68.827324,21.732613,58.490264
1927,70.107526,22.817340,59.123440
1928,72.493119,23.960472,59.960774
1929,73.428245,25.130826,60.707240
1930,73.994407,26.762479,63.563768
1931,75.343015,28.358627,65.911036
1932,77.411673,29.989693,67.275034
1933,79.194319,31.554038,68.542448
1934,78.120694,33.083832,68.651049
1935,81.066586,34.431304,70.939730
1936,80.655376,35.641120,71.986058
1937,81.036028,36.621497,73.063604
1938,81.641028,37.317107,73.158209
1939,86.887986,38.105453,73.977626
1940,134.085069,39.535952,82.732680
1941,154.868706,39.963211,94.528196
1942,169.066193,40.352768,96.915475
1943,185.765899,40.674504,99.806554
1944,190.348391,40.975904,101.612686
1945,196.198846,41.113304,101.372071
1946,201.909703,41.158958,104.586498
1947,209.292956,41.332045,106.031910
1948,213.415726,40.943918,106.655266
1949,207.104742,40.219508,103.275849
1950,191.441875,37.937862,94.406294
1951,186.091299,36.692725,91.285262
1952,186.855939,34.986437,92.861479
1953,184.693630,33.216358,91.374261
1954,194.974960,31.442689,92.597524
1955,188.520494,28.907091,91.941155
1956,185.380373,26.450086,88.539497
1957,182.848403,24.482995,87.077378
1958,184.463860,22.384255,89.911482
1959,186.393909,20.148849,85.756983
1960,173.496556,17.948983,78.945387
1961,117.396685,15.540783,69.253777
1962,93.121183,14.119261,61.857956
1963,79.596919,12.894532,58.782871
1964,67.960312,11.527494,55.144592
1965,60.272653,10.596654,53.106932
1966,53.396058,9.835092,51.900597
1967,50.453024,9.176415,49.737371
1968,45.036935,8.837605,48.915572
1969,17.204056,8.631724,48.794001
1970,21.485403,8.132944,45.632335
1971,27.083628,8.664078,43.423493
1972,37.229281,8.113415,42.573921
1973,29.252130,7.725251,41.964635
1974,30.404715,7.469687,38.018067
1975,32.146873,8.001883,37.266764
1976,40.894051,8.645904,39.427828
1977,44.676691,8.778175,40.118748
1978,30.021753,9.531713,40.872873
1979,55.113925,11.177105,39.401557
1980,63.379359,12.882331,41.083406
1981,60.188052,16.718685,45.540186
1982,146.440370,22.925025,64.752296
1983,82.107785,25.504481,70.401452
1984,103.712854,27.010642,63.232176
1985,65.913821,31.215228,62.456361
1986,197.683572,36.705549,71.625997
1987,167.743196,44.491622,78.676046
1988,230.141336,53.503963,85.840045
1989,273.153692,64.798609,97.065406
1990,283.603236,67.321640,103.584761
1991,183.669395,67.026578,94.385409
1992,137.808902,65.231987,84.925987
1993,127.425676,57.572176,78.428506
1994,135.040604,49.637014,74.829616
1995,126.587536,43.566755,75.344371
1996,111.883831,39.905503,72.717869
1997,129.398520,37.421971,74.317095
1998,141.286295,36.333909,76.040971
1999,121.181414,34.826980,74.317681
2000,126.905095,34.147967,72.741722
2001,106.507350,32.230669,69.773112
2002,99.803769,31.563162,67.422143
2003,92.634860,28.455943,64.873099
2004,79.796277,24.795827,63.265775
2005,71.567007,22.260852,59.263405
2006,75.540468,19.001797,59.348886
2007,42.880195,15.686500,57.836496
2008,17.106483,13.837939,54.175098
2009,-5.924102,12.696566,47.151796
2010,4.338029,13.190217,49.803176
2011,-25.764259,12.417956,42.982494
2012,-30.441172,11.783937,38.399892
2013,-34.744466,11.182272,41.519752
2014,148.967651,13.616706,55.495384
2015,232.939936,11.764444,71.893762
2016,324.884938,10.975292,83.224756
2017,245.505477,7.884195,78.129744
2018,281.983162,7.780944,76.052732
2019,305.003231,6.295558,78.564660
2020,318.484296,4.732606,79.273828
2021,338.895048,-2.045794,84.432300
2022,350.713830,-4.492101,84.961821
