"Year","BLUE","H&C2023","OSCAR"
1850,21.907422,9.524788,16.761005
1851,21.138092,9.844802,17.207316
1852,21.512187,9.625291,17.109414
1853,20.779167,9.297766,16.921121
1854,20.776749,9.597738,17.362047
1855,21.312609,9.580407,17.489811
1856,21.471480,9.845095,17.891165
1857,21.909657,9.601659,17.786522
1858,21.951793,9.604370,17.898164
1859,21.090827,9.725319,18.081950
1860,20.797084,9.593928,17.989471
1861,20.813242,9.749025,18.168420
1862,21.724699,10.490838,18.925366
1863,21.698977,10.806418,19.248531
1864,21.981105,10.932826,19.364826
1865,22.181196,11.330151,19.733461
1866,22.957525,11.906205,20.289180
1867,22.464057,12.390988,20.759821
1868,23.208509,12.285648,20.654701
1869,24.229885,12.900101,21.301836
1870,24.097945,13.222497,21.697329
1871,23.439048,13.768249,22.331970
1872,23.204075,14.051037,22.695292
1873,23.496902,13.888758,22.631502
1874,24.258904,14.388931,23.229980
1875,23.501482,14.620276,23.547356
1876,23.548308,14.903906,23.917932
1877,23.447621,14.814834,23.914378
1878,24.116961,15.384476,24.566607
1879,26.474379,15.598711,24.892923
1880,48.690346,16.742831,29.142760
1881,61.391786,16.601840,32.677347
1882,67.009357,16.765988,34.204759
1883,71.469654,17.196105,35.530797
1884,76.614350,17.402608,36.535026
1885,79.274524,17.546530,37.428016
1886,83.144844,17.677628,38.261027
1887,86.288079,17.809788,39.103234
1888,85.064084,18.363272,40.339138
1889,91.202456,18.460881,41.191787
1890,103.512470,18.911370,43.342519
1891,114.254219,18.923497,45.540149
1892,116.094829,18.969004,47.166525
1893,126.187647,18.565561,48.236120
1894,125.751155,18.516757,49.541420
1895,131.401995,18.614146,50.919158
1896,131.234001,18.336085,51.908548
1897,134.018494,18.176005,52.902481
1898,130.786956,18.174429,54.002377
1899,136.291054,18.151493,55.091098
1900,121.381395,17.241465,54.202761
1901,116.398648,17.059144,53.491432
1902,110.676763,16.730190,53.169989
1903,107.808364,16.968057,54.200086
1904,110.072093,16.465540,54.644017
1905,108.007429,16.263030,55.477430
1906,106.838026,16.286663,55.864422
1907,107.786233,16.261968,55.962470
