"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,1.176682,1.795287,0.243626,0.393308,0.048542,0.012052
2001,1.234791,1.856996,0.262418,0.360142,0.053835,0.015305
2002,1.338789,1.869535,0.293499,0.398822,0.029200,0.018550
2003,1.427212,1.953685,0.302931,0.389640,0.031682,0.020624
2004,1.484566,1.999366,0.368511,0.393116,0.033299,0.021516
2005,1.511793,2.013961,0.371523,0.395395,0.041969,0.022238
2006,1.586918,2.028560,0.398515,0.391910,0.041879,0.024161
2007,1.662057,2.104259,0.422816,0.395992,0.044968,0.029517
2008,1.591218,1.987577,0.459575,0.396326,0.043551,0.027549
2009,1.517778,1.951679,0.448804,0.401060,0.037684,0.029187
2010,1.628355,2.042916,0.557272,0.399151,0.041908,0.032992
2011,1.687885,1.899197,0.613438,0.401366,0.039722,0.038395
2012,1.650349,1.864898,0.643868,0.382880,0.055964,0.039297
2013,1.683447,1.918609,0.645765,0.392038,0.053207,0.043654
2014,1.701450,1.979531,0.679254,0.396706,0.042111,0.042906
2015,1.650424,2.032605,0.726493,0.339291,0.043337,0.045313
2016,1.670522,2.041871,0.754755,0.292803,0.063241,0.046615
2017,1.695819,2.017636,0.836822,0.206354,0.052184,0.053981
2018,1.704828,2.011868,0.851837,0.252974,0.042685,0.064719
2019,1.670971,1.906218,0.837354,0.294340,0.052617,0.078913
2020,1.561805,1.831207,0.895841,0.285246,0.028545,0.102148
2021,1.676641,1.919152,0.982456,0.251187,0.032679,0.118917
2022,1.581393,1.766351,1.010389,0.213947,0.054780,0.156206
