"Year","BLUE","H&C2023","OSCAR"
1850,122.024464,74.514658,85.169240
1851,210.225188,73.463493,104.473098
1852,261.158452,73.324994,117.821489
1853,294.130348,74.380519,128.324785
1854,308.310724,73.454956,134.512108
1855,308.405512,76.972579,143.140022
1856,327.853548,79.058458,150.355464
1857,342.803107,79.773561,156.604050
1858,345.921318,76.132094,157.791992
1859,363.763386,86.395398,172.288022
1860,342.252848,85.767132,173.225090
1861,338.482702,87.273036,175.229078
1862,327.034167,87.903574,176.583439
1863,336.750033,93.950712,183.915982
1864,336.930375,86.763776,179.028170
1865,335.921639,90.111573,183.698267
1866,328.605913,95.256489,188.961530
1867,332.319451,93.949284,188.127054
1868,337.847694,96.851758,191.961320
1869,334.979478,94.780865,190.442189
1870,317.951038,91.934084,186.437877
1871,307.003043,98.888978,190.738643
1872,318.502983,103.023143,193.841648
1873,308.312300,103.478615,193.428166
1874,295.858437,104.274032,192.088644
1875,296.223335,105.777775,192.209813
1876,283.148168,100.483148,185.659240
1877,296.992445,102.853207,187.141365
1878,289.791219,102.049142,185.263968
1879,282.586660,107.153790,188.720695
1880,286.403302,114.341752,194.134475
1881,263.051128,101.710039,179.502914
1882,262.819526,107.088681,183.254264
1883,272.140889,118.195181,193.726269
1884,249.183181,109.294189,183.623998
1885,240.842634,103.035637,176.139802
1886,255.612695,111.764787,184.740602
1887,246.416128,110.695083,182.889586
1888,255.765630,117.010353,188.373971
1889,243.126222,109.619882,179.659110
1890,343.047826,129.184543,210.084856
1891,478.734136,138.656129,241.567044
1892,512.990558,139.053820,256.481282
1893,545.579529,142.472442,268.398406
1894,559.218000,138.835885,272.689573
1895,567.171775,146.590924,286.349551
1896,575.385656,154.099120,298.393375
1897,560.667698,152.363190,300.156822
1898,554.654268,149.152830,300.086730
1899,573.200484,161.544844,316.305059
1900,584.024049,164.150864,322.409063
1901,564.755916,161.345449,320.969514
1902,559.757084,164.562771,321.481265
1903,551.427567,165.773320,329.578485
1904,554.011126,163.888925,328.472764
1905,544.677160,171.218354,333.775744
1906,530.590179,178.499381,344.322568
1907,536.583933,182.582469,344.534567
1908,547.381485,185.309768,349.684502
1909,522.474455,188.677717,355.620732
1910,546.353659,194.579285,362.048450
1911,534.063980,195.550648,349.971100
1912,508.328521,200.926102,356.983776
1913,519.963370,206.751679,359.761162
1914,514.938963,214.690724,357.358347
1915,515.120954,219.999567,368.944795
1916,506.613292,220.929820,374.086119
1917,501.055811,219.350526,373.091417
1918,501.546530,224.245081,366.237392
1919,478.874211,227.357722,367.858382
1920,488.334916,226.487632,370.239139
1921,484.975357,231.703079,379.737510
1922,477.859759,232.718630,376.363295
1923,461.654327,233.019884,373.274287
1924,465.411063,230.184901,379.444939
1925,477.963304,232.219813,375.966154
1926,478.002106,232.724016,378.024296
1927,467.585793,232.687486,380.226360
1928,471.013649,233.326231,380.431398
1929,465.185544,234.878192,379.184429
1930,467.448430,237.772239,380.969566
1931,478.940859,241.231898,394.059792
1932,487.352487,241.460934,395.657516
1933,476.002331,242.271411,396.133250
1934,492.609521,245.569524,398.171094
1935,479.178470,248.491271,397.275246
1936,488.448903,250.312755,402.501026
1937,493.670066,254.038530,405.326629
1938,495.838971,256.264227,405.998314
1939,490.292994,258.322223,403.104230
1940,487.952394,263.180687,398.908950
1941,496.823011,270.185668,405.617771
1942,504.377300,275.260235,413.312537
1943,501.196911,278.762176,415.008639
1944,510.443931,282.552291,411.444923
1945,511.532286,286.768603,416.118098
1946,499.274081,291.701079,412.434386
1947,501.944037,299.147646,421.053030
1948,504.653016,308.633962,423.854818
1949,512.467045,315.375905,427.389515
1950,518.015514,323.095917,433.694343
1951,508.640840,329.166102,427.540985
1952,531.503211,339.512066,443.050514
1953,530.107264,349.202760,441.733489
1954,539.095459,359.680590,458.079985
1955,563.293357,370.893017,465.552200
1956,557.131425,381.291449,464.518366
1957,558.253049,385.557737,451.649189
1958,570.404961,397.331268,463.233877
1959,570.696359,406.119629,467.559889
1960,445.742344,382.678236,414.865487
1961,427.730340,398.979116,386.078172
1962,408.527463,409.198195,390.659454
1963,401.791785,426.431745,365.681453
1964,383.713060,436.957135,371.934179
1965,364.329547,446.844915,340.547329
1966,354.030299,461.956351,344.939659
1967,348.521622,481.893200,337.991909
1968,324.186873,487.371393,334.229567
1969,321.963008,507.441576,328.319462
1970,304.350453,508.471014,329.292071
1971,299.361001,514.278380,327.410936
1972,291.659200,517.701656,300.058847
1973,291.269717,513.219411,324.977088
1974,282.490992,519.971211,315.437644
1975,256.761981,525.081172,311.564979
1976,263.408771,531.101673,303.213184
1977,252.005120,536.054925,306.894918
1978,249.644661,543.100614,316.394571
1979,228.609051,538.996237,293.481417
1980,223.593328,544.351723,298.775237
1981,224.207928,566.091298,312.830158
1982,241.120292,605.001549,320.196337
1983,228.539289,638.613582,342.630972
1984,1130.106903,986.769171,849.115622
1985,1128.838719,962.650891,964.224396
1986,1430.549443,1105.196319,1126.383289
1987,1133.097056,1140.519368,1013.818321
1988,780.614687,1059.364845,854.475907
1989,950.593290,1096.586982,957.221136
1990,497.226857,1053.047377,844.472968
1991,409.643151,1156.456595,794.318010
1992,652.677297,1371.245002,956.880017
1993,448.801894,1354.292260,887.921009
1994,791.659668,1529.578350,1062.365478
1995,684.509726,1500.891501,1068.563244
1996,730.092890,1532.416851,1069.238996
1997,2474.840153,3331.131902,2822.449109
1998,1146.639274,1600.340705,1241.543505
1999,1159.970774,1480.836964,1310.516913
2000,836.486107,1200.657955,1060.444406
2001,827.764358,1194.992495,1035.230407
2002,1076.239434,1303.250542,1317.822380
2003,735.994825,712.786499,942.112265
2004,835.711391,680.111900,966.188006
2005,779.160482,612.014481,884.504549
2006,1265.132118,1125.696582,1365.772268
2007,535.139474,451.385527,653.419806
2008,597.031506,519.093683,692.846535
2009,876.553413,929.686579,1009.661660
2010,498.996423,624.537997,652.553747
2011,732.776514,848.809934,817.648970
2012,746.869027,901.045970,823.096202
2013,747.271737,898.400526,791.391610
2014,937.673183,1215.205941,1051.614203
2015,1397.081698,1710.351792,1454.676407
2016,643.443980,929.677565,771.119651
2017,611.216425,847.483273,727.274212
2018,520.235678,813.680418,706.932453
2019,1074.289124,1167.937849,1106.766636
2020,836.090615,824.002383,890.569788
2021,888.556310,819.554177,930.439787
2022,918.613385,812.310705,943.501654
