"Year","BLUE","H&C2023","OSCAR"
1918,9.094158,12.757828,5.022648
1919,9.225256,12.555795,5.209255
1920,14.156743,12.332255,5.029243
1921,16.359137,12.135754,5.256924
1922,17.599181,11.907890,5.188261
1923,18.360670,11.666176,5.302797
1924,18.875499,11.424279,5.407954
1925,19.237795,11.162010,5.261797
1926,19.520803,10.899411,5.491786
1927,19.722909,10.612263,5.432210
1928,19.901602,10.342849,5.366991
1929,20.028377,10.054785,5.613761
1930,22.691189,9.791930,5.521904
1931,24.133302,9.538674,5.637980
1932,25.029883,9.263435,5.676196
1933,25.643933,8.989221,5.839903
1934,26.049428,8.682654,5.664031
1935,26.343427,8.348827,5.798463
1936,26.592762,8.022841,5.710747
1937,26.842977,7.731773,5.828911
1938,26.997744,7.379076,5.718002
1939,27.203221,7.109003,5.736505
1940,45.828616,6.761069,5.987526
1941,55.080069,6.485024,6.306513
1942,60.438303,6.131301,6.945039
1943,63.894774,5.794396,6.774553
1944,66.270878,5.434884,7.525453
1945,67.997941,5.023820,7.299604
1946,69.362488,4.595535,7.097571
1947,70.709521,4.097781,7.261718
1948,77.893745,3.542209,7.630756
1949,81.806165,3.008987,7.430409
1950,72.118549,2.498701,7.455361
1951,69.271767,2.909656,6.815590
1952,69.396783,1.613149,6.625172
1953,70.866450,1.272507,6.860437
1954,72.943059,0.940622,6.764550
1955,75.508921,0.728073,6.801190
1956,78.312174,0.518383,7.334852
1957,81.359560,2.565606,7.051331
1958,84.653349,4.222540,6.648658
1959,88.049328,6.118367,7.303708
1960,93.099932,9.460888,6.686250
1961,65.402986,14.565829,6.934083
1962,48.073622,17.978515,6.246900
1963,62.133159,22.780664,5.945133
1964,89.430802,27.199264,6.701566
1965,64.844593,25.826180,6.345462
1966,47.267762,20.107409,5.819934
1967,29.341165,13.432187,6.179043
1968,-3.540340,10.889408,5.364206
1969,3.631061,8.255908,5.015540
1970,-4.844944,5.690632,5.343871
1971,-2.680472,3.547192,4.649213
1972,35.606496,2.612359,5.484348
1973,7.772846,3.775679,5.408980
1974,15.172880,4.532478,4.642398
1975,2.400396,6.929320,5.484312
1976,9.101999,2.862353,5.473576
1977,26.559127,9.082763,4.833366
1978,13.746742,19.639883,5.353727
1979,56.686294,15.853395,5.366221
1980,15.803858,38.344932,5.113478
1981,83.590166,13.533680,5.662419
1982,10.176577,25.227629,6.094478
1983,32.740258,12.934580,5.789193
1984,10.685030,9.913465,4.830837
1985,-23.446412,7.496727,4.442600
1986,13.134414,4.245880,5.747131
1987,-20.382136,4.369650,4.570657
1988,-3.288000,2.702347,4.883929
1989,-19.094093,2.565166,5.257693
1990,-14.247464,3.300092,5.547589
1991,-8.555074,7.493503,5.404327
1992,6.096749,4.380202,6.616268
1993,2.867886,13.284528,5.636771
1994,9.908885,15.031450,7.224822
1995,9.526144,20.811300,7.103030
1996,28.547323,19.155502,8.168192
1997,25.643493,20.015186,10.018622
1998,21.444769,17.643332,9.582129
1999,16.219685,19.313200,9.450592
2000,25.765285,12.596136,9.561611
2001,18.240271,10.506557,10.141952
2002,17.214791,8.910592,9.876752
2003,-2.019084,7.483317,11.545520
2004,-7.001648,6.376532,8.277745
2005,-0.545753,5.309796,8.201351
2006,-4.691642,4.739054,8.146098
2007,-16.414024,3.526270,8.128987
2008,-13.648107,3.269973,8.777332
2009,-10.200173,2.165974,7.946447
2010,18.173184,1.429436,9.353716
2011,13.231473,10.466216,8.621355
2012,15.362163,12.782304,8.083810
2013,7.542637,14.552199,8.476334
2014,3.280856,15.051565,7.452320
2015,27.192376,17.249526,9.139372
2016,24.442068,9.561684,7.512666
2017,19.101275,8.105428,7.301326
2018,20.862486,7.280478,6.265037
2019,21.830039,6.262032,8.794809
2020,22.269462,5.498088,9.269260
2021,22.213183,5.497795,6.837464
2022,22.554778,5.499481,9.312862
