"Year","BLUE","H&C2023","OSCAR"
1850,0.232884,16.355290,4.358878
1851,0.170120,16.492140,4.423987
1852,0.112998,16.612320,4.471106
1853,0.049317,16.703920,4.499099
1854,0.016744,16.804863,4.550615
1855,-0.016854,16.880817,4.595499
1856,-0.048511,16.943985,4.639027
1857,-0.065769,17.017485,4.694573
1858,-0.108711,17.065007,4.722420
1859,-0.137473,17.130849,4.762540
1860,-0.207272,17.212446,4.808047
1861,-0.232408,17.319655,4.875318
1862,-0.305248,17.361754,4.884149
1863,-0.340349,17.429025,4.928446
1864,-0.389117,17.465482,4.955890
1865,-0.396775,17.518756,5.017408
1866,-0.461188,17.500803,5.018288
1867,-0.490243,17.514726,5.051703
1868,-0.501015,17.548362,5.101534
1869,-0.539561,17.558877,5.121283
1870,-0.693156,17.587676,5.148653
1871,-0.772041,17.624463,5.180273
1872,-0.820663,17.657366,5.214788
1873,-0.886908,17.648425,5.218049
1874,-0.917319,17.652639,5.248643
1875,-0.950185,17.632047,5.271910
1876,-0.981292,17.598705,5.293308
1877,-0.998110,17.576025,5.325917
1878,-1.039916,17.530042,5.331596
1879,-1.067946,17.502855,5.348817
1880,-1.137928,17.491093,5.375125
1881,-1.163796,17.505383,5.425761
1882,-1.242352,17.448371,5.409017
1883,-1.252538,17.441190,5.452105
1884,-1.310136,17.366847,5.441956
1885,-1.309111,17.329474,5.486071
1886,-1.370189,17.215964,5.464783
1887,-1.396534,17.134183,5.475592
1888,-1.404814,17.072115,5.502302
1889,-1.438670,16.989931,5.501569
1890,-1.591129,16.916871,5.495377
1891,-1.649643,16.875615,5.515199
1892,-1.622492,16.802554,5.511719
1893,-1.561377,16.701208,5.489881
1894,-1.448013,16.610121,5.491713
1895,-1.326808,16.494888,5.486327
1896,-1.200436,16.367491,5.479329
1897,-1.062120,16.250060,5.482663
1898,-0.953739,16.108080,5.457601
1899,-0.834732,15.987534,5.446646
1900,-0.831801,15.880289,5.437083
1901,-0.778637,15.779785,5.379485
1902,-0.712758,15.667887,5.266231
1903,-0.636437,15.548221,5.412681
1904,-0.593971,15.377735,5.295909
1905,-0.520764,15.220146,5.302907
1906,-0.456315,15.043871,5.317343
1907,-0.392854,14.867633,5.272313
1908,-0.321186,14.704988,5.459030
1909,-0.283154,14.517831,5.392675
1910,4.037105,14.357274,5.326100
1911,6.076817,14.202580,5.182215
1912,7.230464,14.064520,5.265718
1913,7.870235,13.848711,5.264912
1914,8.336296,13.685187,5.437266
1915,8.599921,13.438783,5.104428
1916,8.836615,13.250160,5.378899
1917,8.961741,12.984923,5.276783
