"Year","BLUE","H&C2023","OSCAR"
1850,72.315525,72.422771,49.000357
1851,72.571126,68.670285,45.837483
1852,83.570894,77.034391,54.447663
1853,88.643738,79.748462,57.475226
1854,87.264572,76.113994,54.267101
1855,90.841259,77.529580,56.200301
1856,92.572902,77.202312,56.454619
1857,102.267736,84.947092,64.818248
1858,102.693603,83.530919,64.040015
1859,108.280397,87.384202,68.532628
1860,116.969829,87.035096,69.746402
1861,120.949922,87.014760,71.764313
1862,120.664753,83.717893,69.858960
1863,114.494211,74.876478,62.237730
1864,122.594839,80.526183,69.022945
1865,119.946353,75.613089,65.182707
1866,134.832452,88.406348,78.988842
1867,138.776638,90.420961,81.953201
1868,139.670801,89.541858,81.955729
1869,141.195757,89.431352,82.658301
1870,133.723909,90.573933,83.579064
1871,130.948978,89.876711,82.084445
1872,128.110441,88.005286,79.998494
1873,132.016045,92.618958,84.492353
1874,131.343115,92.543663,84.300249
1875,125.667762,87.392702,79.009067
1876,128.880247,91.074436,82.518226
1877,130.787909,93.412141,84.647010
1878,132.237204,95.262021,86.249644
1879,131.403498,94.809664,85.511604
1880,133.362199,92.485809,83.278543
1881,129.911480,87.419449,78.446826
1882,135.287484,91.752642,82.686587
1883,133.292546,88.946641,79.691670
1884,139.616244,94.621005,85.116296
1885,140.147560,94.640570,84.835523
1886,147.476586,101.578538,91.426363
1887,148.976298,102.786448,92.243545
1888,151.188951,104.716241,93.764142
1889,152.555660,105.820717,94.452900
1890,140.765237,106.915300,94.662151
1891,131.704422,101.260612,87.543659
1892,129.995972,101.608949,86.471646
1893,129.525588,103.088728,86.510118
1894,136.889715,112.477399,94.414831
1895,136.154900,113.853048,94.262739
1896,138.877325,118.764603,97.607055
1897,130.619255,112.784808,90.004621
1898,130.956783,115.506501,91.014383
1899,126.371433,113.569674,87.142451
1900,188.143505,127.602281,102.129933
1901,210.351706,131.338132,108.652439
1902,228.346965,137.087974,113.245483
1903,242.548409,141.638845,116.170674
1904,257.513431,148.705162,120.592389
1905,270.338311,154.966792,126.399866
1906,282.455598,161.591890,130.414584
1907,291.259238,165.076317,129.344806
1908,299.925587,167.978168,133.457719
1909,315.684451,178.000637,140.938691
1910,327.069561,181.531964,147.766628
