"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.104014,0.980354,1.035144,"NaN",0.074452,0.006561
2001,0.124307,1.060329,0.997547,"NaN",0.064154,0.006597
2002,0.152381,1.147905,1.011196,"NaN",0.056900,0.004647
2003,0.222421,1.201041,1.089573,"NaN",0.053142,0.004786
2004,0.277483,1.258991,1.176993,"NaN",0.057814,0.006623
2005,0.288236,1.303888,1.345428,"NaN",0.061922,0.006809
2006,0.305348,1.261148,1.399103,"NaN",0.064769,0.007430
2007,0.370158,1.344928,1.454452,"NaN",0.060639,0.010026
2008,0.409279,1.290464,1.567789,"NaN",0.078977,0.010932
2009,0.444466,1.280237,1.440803,"NaN",0.069270,0.016197
2010,0.618270,1.293347,1.368832,"NaN",0.063560,0.014699
2011,0.618060,1.320964,1.379425,"NaN",0.080005,0.018673
2012,0.664503,1.447746,1.512565,"NaN",0.091316,0.022138
2013,0.630403,1.539735,1.604424,"NaN",0.115763,0.021932
2014,0.642537,1.546048,1.609532,"NaN",0.130570,0.022730
2015,0.728267,1.435834,1.686234,"NaN",0.134989,0.027553
2016,0.784249,1.596998,1.619747,"NaN",0.192978,0.027997
2017,0.869059,1.502269,1.621590,"NaN",0.257202,0.027810
2018,0.932195,1.523308,1.608401,"NaN",0.250736,0.039787
2019,0.881025,1.655898,1.627744,"NaN",0.248587,0.053493
2020,1.037130,1.366392,1.570092,"NaN",0.264005,0.064785
2021,0.944806,1.481702,1.780143,"NaN",0.291015,0.082807
2022,0.937961,1.726728,1.777749,"NaN",0.305130,0.089074
