"Year","BLUE","H&C2023","OSCAR"
1850,237.244110,95.405064,234.932199
1851,235.868718,99.160334,229.056426
1852,228.053259,96.018528,219.516505
1853,226.618693,100.242204,217.920467
1854,217.337415,97.576607,209.471906
1855,210.564621,98.010424,204.196918
1856,203.464851,98.442996,199.067978
1857,197.189042,100.017051,195.267531
1858,189.841293,100.202816,190.313106
1859,182.818248,100.283827,185.574785
1860,158.516804,100.439253,178.862923
1861,139.150806,102.790259,168.609476
1862,119.081942,103.657601,155.052859
1863,102.359080,107.424743,143.701054
1864,76.522933,101.913500,122.472717
1865,55.281919,100.470581,105.225170
1866,39.065605,103.622024,92.670438
1867,22.711231,105.982079,79.391515
1868,1.050872,102.911647,60.292256
1869,-10.040276,112.405438,51.326484
1870,-11.281346,116.366588,37.781373
1871,-13.009142,120.940836,31.267990
1872,-18.807092,121.717933,22.837089
1873,-16.544206,132.394280,23.302380
1874,-18.897520,141.165969,19.695942
1875,-24.401910,154.887686,13.410130
1876,-20.411228,178.106124,17.475704
1877,-20.643929,193.049418,17.871197
1878,-21.162458,201.469950,17.958986
1879,-23.676108,201.061377,15.598747
1880,-8.423683,207.659765,18.459195
1881,0.061372,220.611785,23.355618
1882,7.780284,229.061409,28.308980
1883,17.300345,231.980334,34.900296
1884,14.451842,230.667560,28.590668
1885,20.140935,215.164186,30.921778
1886,28.333199,208.812532,36.835071
1887,31.243331,204.172589,38.312103
1888,34.473697,205.387682,40.476721
1889,40.399117,206.590280,45.524760
1890,71.066175,215.073356,65.080151
1891,76.638459,208.011765,71.638638
1892,79.531737,200.356533,73.980630
1893,85.917942,198.247755,79.513307
1894,88.442475,194.556202,81.053909
1895,93.329701,195.031276,85.224054
1896,98.778875,196.512448,90.553745
1897,104.109665,197.890478,96.355799
1898,109.325992,199.615196,102.544002
1899,111.603058,199.252094,106.255487
1900,117.208722,199.235643,110.972154
1901,125.336353,210.609651,116.720934
1902,133.739151,223.910741,124.520051
1903,133.565477,227.921172,127.813291
1904,138.915724,233.962412,131.825371
1905,140.007852,234.539052,134.337006
1906,141.072867,237.217729,135.135025
1907,144.360281,242.825115,139.542964
1908,146.934607,247.579888,142.259124
1909,147.128653,249.243600,143.189450
1910,217.035171,269.157110,182.066029
1911,238.076168,270.814044,208.572431
1912,255.494311,274.965283,217.661166
1913,270.701083,279.008214,225.969616
1914,291.250774,289.811335,240.209385
1915,295.580852,285.392184,241.525274
1916,304.501007,285.947244,243.499950
1917,319.640472,292.931121,255.167372
1918,330.140690,296.075822,263.857354
1919,333.259450,292.886786,260.380804
1920,305.269861,303.577825,256.057614
1921,291.266602,299.833144,232.940742
1922,286.772963,294.997287,230.009505
1923,283.598546,296.020532,230.344175
1924,285.550726,298.562506,235.704900
1925,289.087988,305.070905,240.874145
1926,287.173841,296.925760,242.202381
1927,287.316261,285.770639,242.602050
1928,291.706392,296.632970,247.105729
1929,295.317557,275.051277,250.307552
1930,247.131048,228.748027,229.551359
1931,226.387165,240.963143,227.064382
1932,218.661951,295.090792,230.616813
1933,206.972069,326.998883,231.775407
1934,197.831415,326.581370,236.943405
1935,190.317906,338.275576,238.635514
1936,180.111321,351.535408,237.817306
1937,176.935879,372.962810,247.220156
1938,169.459157,396.980477,247.655952
1939,162.816728,425.922706,248.871154
1940,174.659876,457.528260,256.272215
1941,174.010761,478.983508,257.066643
1942,177.278939,498.955276,260.222776
1943,178.773228,526.578099,262.233469
1944,180.031116,562.425685,268.234881
1945,179.393324,588.139015,268.935585
1946,179.629249,601.599818,272.278618
1947,178.412068,595.373766,277.627985
1948,175.740426,548.527620,267.634535
1949,178.666606,501.777838,254.899607
1950,400.787886,548.977450,414.389973
1951,433.639383,502.227741,489.600681
1952,450.668043,442.951402,476.571973
1953,472.395819,387.124463,448.716047
1954,494.933706,335.285678,435.585224
1955,524.707810,287.036661,414.306397
1956,559.707400,236.995104,410.733301
1957,589.029696,191.859974,400.925286
1958,649.060856,156.280775,387.877196
1959,839.374988,144.036420,403.507636
1960,529.617790,36.143345,263.235866
1961,510.834770,30.667900,249.638909
1962,476.987654,-15.234216,244.225715
1963,464.647046,-39.150353,237.208606
1964,473.999516,-52.926333,266.212024
1965,449.161956,-74.589001,267.641387
1966,435.493404,-96.186375,259.259620
1967,427.297805,-116.319323,264.466274
1968,446.744265,-125.122376,279.512747
1969,450.096679,-134.269735,304.625107
1970,457.945553,-139.099986,312.666744
1971,445.831856,-154.001108,293.733757
1972,475.209039,-147.859181,321.345954
1973,616.158062,-137.467784,375.324332
1974,451.069251,-170.008721,347.723273
1975,535.654889,-145.639567,363.598359
1976,555.418176,-148.951163,383.381834
1977,559.669332,-139.911452,384.446995
1978,568.369536,-144.910211,347.701729
1979,536.313310,-158.685788,305.348856
1980,653.866595,-142.068046,321.928676
1981,1294.023014,-72.282513,471.932360
1982,1640.164245,-52.129194,584.071755
1983,2004.935011,-26.180379,676.389312
1984,2224.852028,-21.472432,714.421999
1985,1637.810638,-102.198743,552.990592
1986,1432.893670,-93.458711,438.054686
1987,1386.640837,-88.567564,407.803273
1988,1444.695781,-57.854743,434.390869
1989,1448.224982,-55.322956,446.471371
1990,1368.073700,-53.384993,430.619111
1991,1013.113111,-111.585398,319.868995
1992,1054.940749,-91.002548,283.699709
1993,1087.234512,-101.096355,246.706133
1994,1199.356429,-71.489110,266.560104
1995,1092.232977,-107.850683,197.724316
1996,1143.726064,-99.197194,173.085858
1997,1144.300982,-94.519365,152.745125
1998,1066.255071,-120.546406,126.096670
1999,904.531204,-137.167812,77.155120
2000,671.712180,-169.544235,-20.746374
2001,580.389618,-172.168429,-88.910074
2002,493.330120,-183.764073,-120.861473
2003,520.981082,-190.436253,-123.676415
2004,608.343996,-144.075442,-82.478289
2005,386.445414,-182.442578,-140.417780
2006,404.610720,-185.473256,-188.445676
2007,359.417149,-207.024757,-221.337110
2008,352.642889,-207.603486,-197.817601
2009,357.847052,-159.092199,-180.836427
2010,11.267533,-163.128425,32.219164
2011,60.772130,-147.724492,28.262008
2012,57.883396,-156.220283,-163.788238
2013,46.433909,-162.368218,-234.119744
2014,443.236975,-166.709435,-141.598614
2015,376.002355,-137.155904,-101.883676
2016,213.326251,-176.570725,-203.436565
2017,461.403123,-155.359279,-178.511143
2018,696.513576,-103.393537,-90.969389
2019,749.989949,-121.568442,-117.437612
2020,829.416272,-118.190234,-103.250384
2021,904.296341,-119.194830,-104.044776
2022,981.503746,-120.115630,-96.390350
