"Year","Coal","Oil","Gas","Cement","Flaring"
2000,98.618663,82.614217,30.118235,15.183734,0.167848
2001,84.600947,78.144672,32.578484,15.086930,0.154674
2002,87.319846,80.255168,34.765864,15.513293,0.148241
2003,92.078260,81.859311,43.192863,16.021781,0.145183
2004,93.453297,85.842936,44.367638,17.207184,0.140202
2005,102.177556,84.446305,54.858681,19.117008,0.141602
2006,111.676139,83.084477,62.166116,20.840535,0.135104
2007,126.159041,87.865782,72.005242,22.779557,0.132900
2008,122.958163,86.880178,71.548280,24.849844,0.134862
2009,130.449191,83.740047,71.360086,27.039663,0.138216
2010,129.772463,80.522863,71.654614,29.977052,0.156157
2011,135.424786,84.197192,86.047640,31.454101,0.150521
2012,141.827310,89.727500,87.093543,31.371621,0.143695
2013,125.597747,94.356791,86.692258,33.913065,0.145537
2014,130.463645,98.997707,93.536739,34.498393,0.145487
2015,139.390286,108.642691,96.437587,34.440797,0.154593
2016,152.272193,117.847430,91.851895,37.527871,0.157941
2017,158.615273,120.765446,104.889667,39.468752,0.157038
2018,163.562891,116.358133,95.750879,39.413498,0.174472
2019,165.994084,114.353998,83.613834,32.348743,0.182841
2020,159.295584,114.068514,92.289890,40.812754,0.195236
2021,166.226358,119.998118,115.652301,44.226793,0.209817
2022,167.181682,124.750518,98.899703,38.253463,0.209817
