"Year","BLUE","H&C2023","OSCAR"
1921,39.145846,-1.540272,3.011625
1922,40.083134,-1.770115,3.490803
1923,40.869282,-1.978304,3.146423
1924,41.514256,-2.211737,2.737558
1925,42.107421,-2.405563,3.654510
1926,42.707254,-2.523214,2.173485
1927,43.122642,-2.770863,2.725027
1928,43.606656,-2.896429,2.612432
1929,44.094958,-2.968793,2.763499
1930,43.054821,-3.159137,2.684283
1931,42.946880,-3.266969,2.975131
1932,43.051780,-3.375863,3.743619
1933,43.227945,-3.481826,3.267079
1934,43.418473,-3.595776,3.276825
1935,43.711007,-3.611422,3.768680
1936,43.886769,-3.737317,4.419810
1937,44.160910,-3.755893,3.574012
1938,44.449633,-3.752009,3.943453
1939,44.624259,-3.857679,4.594546
1940,32.514153,-3.959575,3.868195
1941,27.021853,-4.104449,3.754391
1942,23.830766,-4.082868,3.047679
1943,21.537322,-4.160362,2.643649
1944,19.788055,-4.267534,3.085125
1945,18.429993,-4.348472,2.123361
1946,17.240879,-4.507636,3.196327
1947,16.277833,-4.614515,2.635259
1948,15.520228,-4.644926,2.409007
1949,14.952784,-4.587475,2.610417
1950,15.924367,-4.790570,2.763242
1951,16.191839,-4.949624,3.816716
1952,16.563625,-5.014917,3.184053
1953,17.100438,-5.023161,3.240698
1954,17.668687,-5.076728,3.694851
1955,18.270170,-5.113955,3.154557
1956,19.138757,-5.213506,4.756825
1957,20.577207,-5.149312,4.213124
1958,22.456729,-5.266121,3.828220
1959,39.578711,-5.403924,5.099848
1960,17.383408,-5.481710,4.651924
1961,17.837195,-5.598885,1.250853
1962,10.819389,-5.979685,1.512206
1963,1.557530,-5.636771,1.805546
1964,2.980481,-5.597383,-0.671904
1965,-8.130819,-5.651830,-0.711036
1966,17.403340,-6.083889,-1.444642
1967,0.841035,-3.874863,-2.068181
1968,34.427530,-5.301735,-2.084779
1969,6.235468,4.555121,0.276119
1970,53.250781,4.479570,0.740348
1971,21.115449,5.415539,1.686173
1972,6.620885,0.875879,-0.490353
1973,-0.279930,3.253449,-3.474241
1974,-3.831298,0.060493,-3.989656
1975,-9.061255,-1.011447,-5.111903
1976,-10.268433,-2.055321,-5.527840
1977,-10.530959,-2.497932,-5.774684
1978,-11.512141,-3.001769,-7.041878
1979,-12.060862,-3.153678,-7.444882
1980,-11.567358,-3.289063,-7.781530
1981,-10.755672,-3.141184,-8.510446
1982,-9.779069,-3.093772,-8.433026
1983,-9.998030,-3.099304,-9.057078
1984,-12.554549,-2.951755,-7.247209
1985,-11.013911,-3.469368,-8.480694
1986,-11.265005,-3.713244,-8.481904
1987,-10.959134,-4.047071,-8.419762
1988,-10.539240,-4.242765,-7.483464
1989,-12.704883,-4.377417,-7.488044
1990,-13.648766,-4.028568,-7.968797
1991,-16.474736,-4.655259,-7.549525
1992,-23.437582,-4.847802,-8.002982
1993,-24.335628,-5.555503,-7.174222
1994,-45.378054,-6.257306,-8.772312
1995,-4.260976,-6.743006,-8.211390
1996,-15.640150,-7.057633,-5.613321
1997,-35.092803,-7.777353,-8.283608
1998,-25.823103,-8.387702,-8.206847
1999,-22.916964,-9.266293,-8.521438
2000,-30.208764,-9.495000,-10.554225
2001,-27.166581,-9.907309,-11.473669
2002,-15.693755,-9.892104,-11.130682
2003,-14.395966,-10.030310,-12.577999
2004,-18.657088,-10.260885,-12.176828
2005,-22.971082,-10.196436,-13.342969
2006,-26.052689,-10.493256,-16.173299
2007,-24.087283,-10.870612,-15.023609
2008,-24.140520,-10.851486,-14.363833
2009,-22.869955,-10.738121,-17.858263
2010,-28.875251,-11.048206,-16.543986
2011,12.185475,-10.149280,-20.432919
2012,-15.820969,-11.466671,-20.116239
2013,-14.878332,-11.654415,-19.156748
2014,-15.970057,-11.110127,-20.404193
2015,-21.419158,-11.376683,-20.169404
2016,-20.106493,-11.479349,-18.432998
2017,-18.289039,-12.397950,-18.651519
2018,-18.932071,-12.337641,-16.726270
2019,-19.398865,-11.624443,-17.869328
2020,-19.673518,-11.895029,-18.061981
2021,-19.959750,-11.895029,-16.882540
2022,-19.995437,-11.895029,-18.444832
