"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.036400,1.165534,0.693000,"NaN",0.150927,0.000859
2001,0.032021,1.100644,0.848925,"NaN",0.152438,0.001903
2002,0.034352,1.095006,0.918225,"NaN",0.147051,0.002243
2003,0.035619,1.122761,1.029105,"NaN",0.135089,0.002996
2004,0.036405,1.182231,1.098405,"NaN",0.133113,0.005239
2005,0.035619,1.251735,1.094940,"NaN",0.130338,0.005269
2006,0.035638,1.214391,1.264725,"NaN",0.130957,0.006208
2007,0.032397,1.311433,1.329174,"NaN",0.144726,0.006755
2008,0.029154,1.388222,1.415106,"NaN",0.152714,0.009421
2009,0.025912,1.453179,1.474011,"NaN",0.138465,0.010450
2010,0.019427,1.496139,1.563062,"NaN",0.129442,0.014332
2011,0.018455,1.493017,1.719333,"NaN",0.129006,0.017274
2012,0.016351,1.524728,1.822936,"NaN",0.128594,0.018167
2013,0.016154,1.541527,1.782050,"NaN",0.129870,0.015718
2014,0.016287,1.617132,1.663875,"NaN",0.132511,0.011388
2015,0.033549,1.656537,1.656676,"NaN",0.132657,0.018774
2016,0.051012,1.711800,1.776748,"NaN",0.127189,0.025349
2017,0.050226,1.624892,2.013629,"NaN",0.122517,0.025984
2018,0.091400,1.448129,2.145406,"NaN",0.123091,0.033721
2019,0.082587,1.368711,2.125391,"NaN",0.133607,0.061385
2020,0.031440,1.178436,2.099095,"NaN",0.140907,0.091567
2021,0.050810,1.269592,2.238015,"NaN",0.134561,0.098511
2022,0.051357,1.516492,2.186913,"NaN",0.129483,0.095440
