"Year","BLUE","H&C2023","OSCAR"
1850,41.219047,17.881639,38.966457
1851,44.798922,21.949119,43.108865
1852,38.996868,16.550471,37.430361
1853,41.524515,19.629184,40.156377
1854,43.196984,21.782736,42.009336
1855,45.357535,24.422245,44.396395
1856,41.533712,20.886046,40.619837
1857,41.409795,21.264903,40.676116
1858,38.477166,18.844868,38.009896
1859,43.574120,24.350431,43.407261
1860,42.135927,23.203269,42.429670
1861,42.540579,23.620562,43.047054
1862,43.540081,24.635307,44.068284
1863,44.021861,25.464360,44.844978
1864,49.782035,31.198887,50.771022
1865,45.875735,27.222018,47.088959
1866,48.160385,29.173024,49.332023
1867,48.045666,28.640279,49.122662
1868,45.571843,25.338575,46.412181
1869,45.541651,24.725038,46.447942
1870,59.247759,29.873874,55.222855
1871,59.570961,26.079656,55.696464
1872,59.665345,23.069240,54.645995
1873,56.989087,17.852840,50.905234
1874,53.618060,12.529414,46.846805
1875,56.687393,13.683941,48.996107
1876,55.849619,11.336306,47.526000
1877,62.961407,16.566007,53.620698
1878,59.666408,11.367450,49.335577
1879,60.930818,10.846686,49.837765
1880,91.209088,10.488493,58.383275
1881,110.566513,16.382367,73.607745
1882,113.312791,11.977360,71.413522
1883,117.653788,11.939034,72.106274
1884,120.213458,11.657639,72.763706
1885,121.544663,11.489571,73.553811
1886,124.522945,13.837609,76.155177
1887,127.655739,17.642636,79.494840
1888,127.381122,18.953286,80.217747
1889,137.163159,31.063795,91.754657
1890,134.072795,33.550845,92.102884
1891,130.907392,34.502496,90.752040
1892,130.327894,37.198137,92.489986
1893,131.727945,41.368575,96.308277
1894,133.727390,45.888962,101.102071
1895,134.014061,47.922225,103.731724
1896,138.486742,53.865820,110.225688
1897,131.803936,48.447680,105.619050
1898,136.875388,54.577735,113.126403
1899,136.928333,55.837455,116.339328
1900,167.412117,56.728686,129.369611
1901,183.189631,61.216573,147.408179
1902,193.146954,65.831454,156.992984
1903,196.826709,67.415805,161.957117
1904,201.305143,71.015428,168.913001
1905,203.729795,74.101396,175.403521
1906,208.031514,79.427826,182.838070
1907,205.418203,78.729760,184.265381
1908,216.953684,92.064046,199.673894
1909,218.582442,97.019532,206.251287
1910,275.053585,100.622307,231.522188
1911,300.947110,104.455620,259.526543
1912,320.550353,113.737155,277.847788
1913,331.960598,119.198970,287.728168
1914,333.953631,118.602434,289.899747
1915,346.544234,130.997380,302.906471
1916,353.014785,138.529465,313.821966
1917,359.348815,146.681791,322.392978
1918,361.405235,152.218938,329.069519
1919,367.205897,162.306846,339.988239
1920,407.554598,168.540080,357.067755
