"Year","Coal","Oil","Gas","Cement","Flaring"
2000,5.327509,210.117822,120.447863,9.117717,19.291461
2001,4.140320,227.453792,127.653760,9.922116,16.988193
2002,4.664272,217.927392,143.815664,10.446285,16.556099
2003,5.188224,210.789920,158.468000,10.749200,21.881400
2004,4.994073,221.765430,178.899940,11.320446,20.699036
2005,6.085904,222.489072,200.160656,11.343597,21.923557
2006,5.983312,233.363824,221.540096,12.304723,22.878510
2007,6.576927,225.180052,236.520213,14.190781,20.097440
2008,5.858696,233.944801,246.874968,15.627364,20.251290
2009,4.393165,232.918340,261.065372,17.753251,20.475075
2010,5.448333,227.532939,277.220124,21.560503,21.191190
2011,5.312800,223.694528,293.262896,23.057406,20.961208
2012,4.129328,247.162448,292.273616,24.068161,20.731225
2013,4.118336,253.328960,294.933680,24.831085,20.740286
2014,3.590720,247.799984,335.006848,23.490757,22.785000
2015,4.301511,227.053111,356.768957,20.900424,22.557183
2016,3.451488,200.124016,380.704256,19.761352,29.785767
2017,4.708240,229.058624,399.504240,18.909928,33.220287
2018,4.459088,235.935952,418.289568,19.091292,32.438911
2019,3.729934,228.973219,415.107162,20.892741,25.963442
2020,3.722604,207.088192,419.401221,23.870018,24.925138
2021,3.257296,210.886860,418.911166,22.524908,32.496033
2022,3.722624,227.263168,405.620213,21.654200,32.375058
