"Year","BLUE","H&C2023","OSCAR"
1976,18.233346,-22.984016,-5.654834
1977,16.002923,-24.913808,-9.768261
1978,16.725574,-23.798156,-10.575953
1979,10.739404,-28.847625,-18.121301
1980,9.235552,-30.367818,-16.006550
1981,7.666993,-31.313497,-16.886350
1982,9.094561,-30.100090,-19.039573
1983,6.133060,-32.898506,-21.711728
1984,7.575760,-30.986301,-17.331160
1985,4.749900,-33.612840,-23.269844
1986,4.594656,-33.411760,-21.225699
1987,4.884478,-32.823394,-25.312707
1988,2.805964,-33.668496,-25.317324
1989,1.176144,-35.027840,-31.582178
1990,0.559200,-34.737871,-32.470881
1991,-0.773287,-26.409929,-32.712485
1992,-1.359637,-29.400632,-34.648469
1993,-3.139059,-31.104319,-35.489467
1994,0.400292,-28.749136,-35.797280
1995,-3.866656,-30.285232,-36.116854
1996,-5.057492,-30.699630,-35.813182
1997,-7.075037,-31.263080,-40.018868
1998,-6.561968,-32.723331,-43.693860
1999,-7.479103,-30.982454,-40.858876
2000,4.070851,-31.490578,-35.168538
2001,-7.241969,-33.057854,-33.767864
2002,-9.790208,-33.308178,-39.407346
2003,-11.242984,-34.277856,-39.707318
2004,-11.290030,-33.351047,-42.049786
2005,-11.543688,-32.796391,-38.775599
2006,-11.648332,-32.409912,-39.786973
2007,-10.873543,-31.005391,-38.508457
2008,-9.891041,-30.265409,-36.262828
2009,-10.214426,-30.337041,-36.429137
2010,-10.765015,-29.702106,-36.723466
2011,-8.837421,-27.606445,-32.468096
2012,-5.796595,-26.952860,-29.020382
2013,-6.543794,-26.424621,-27.760809
2014,-5.565872,-25.283469,-24.779082
2015,-4.326744,-22.781983,-23.632360
2016,-3.385023,-22.261365,-21.695094
2017,-1.920559,-21.024032,-16.888878
2018,-0.823191,-19.811798,-16.871548
2019,0.504276,-19.754273,-15.831631
2020,1.654333,-18.918991,-14.689599
2021,2.925008,-18.646389,-13.158743
2022,4.229025,-18.646389,-11.573770
