"Year","BLUE","H&C2023","OSCAR"
1850,349.301614,187.772159,183.160539
1851,343.869038,175.052363,181.356678
1852,340.954876,164.765060,181.494591
1853,337.330667,156.402933,180.545066
1854,333.770724,147.978115,179.222325
1855,328.356944,138.006282,175.870644
1856,325.842415,131.164165,175.112489
1857,322.925944,124.223047,173.723907
1858,319.188774,116.820265,171.351796
1859,313.816947,107.705442,167.048722
1860,305.376410,105.365428,168.531982
1861,296.944703,97.361457,164.072564
1862,292.607480,92.323603,162.991281
1863,285.703075,84.353231,158.800508
1864,280.626932,78.141872,156.055109
1865,276.915447,73.325434,154.345194
1866,272.294484,67.721602,151.500244
1867,276.262962,70.814531,157.023505
1868,271.279409,65.151819,153.463196
1869,268.468498,61.668161,151.912371
1870,281.042174,58.664377,153.146113
1871,286.574227,56.586596,155.799142
1872,291.323980,55.544188,157.423833
1873,294.932581,54.228959,158.276666
1874,297.619978,52.539049,158.518343
1875,298.245240,49.278931,157.042264
1876,301.119501,48.664955,158.090498
1877,303.136277,47.513433,158.481703
1878,302.452208,44.074842,156.472769
1879,301.463807,40.759985,154.458778
1880,303.024598,44.377599,158.781125
1881,299.114304,41.222675,155.844393
1882,298.488969,41.408183,156.389852
1883,294.921919,38.714044,153.989749
1884,292.279039,36.978224,152.447498
1885,291.062774,36.826571,152.387848
1886,288.857779,35.817505,151.334412
1887,295.012529,43.823858,158.832055
1888,290.813292,41.966796,155.977616
1889,290.018680,44.199931,156.640214
1890,292.797678,45.728039,154.450754
1891,294.882897,50.017154,154.519784
1892,295.783948,54.192722,155.615906
1893,295.611447,59.421836,156.286784
1894,294.563982,65.341688,156.177780
1895,292.910676,70.719011,155.355139
1896,293.814181,79.409799,157.029733
1897,292.090269,86.655176,156.137220
1898,290.185905,94.307659,155.181868
1899,286.696019,99.957694,152.741864
1900,308.108764,114.178521,161.112675
1901,311.032124,118.807435,161.162542
1902,313.968893,125.831983,165.194298
1903,318.098038,134.185280,157.965299
1904,322.273605,141.256140,157.705705
1905,323.399369,142.384542,160.883162
1906,325.341399,140.881716,157.233195
1907,329.570315,137.380508,162.322308
1908,329.536826,127.072540,158.507828
1909,329.891538,114.593615,161.125646
1910,294.922944,98.835484,147.483218
1911,281.971474,91.655913,140.599625
