"Year","BLUE","H&C2023","OSCAR"
1850,24.880612,9.949739,8.819944
1851,26.385673,10.353145,10.084354
1852,27.553866,10.494685,11.033696
1853,27.284636,9.466420,10.566793
1854,26.269231,7.762514,9.371413
1855,27.553353,8.417197,10.482960
1856,28.557069,8.843870,11.319672
1857,28.399554,8.157933,11.000207
1858,28.747634,8.020130,11.191175
1859,28.044000,6.844608,10.335155
1860,22.322700,5.564114,8.741864
1861,20.956944,5.988991,8.779677
1862,19.941870,6.147239,9.080674
1863,17.292541,4.426295,7.582575
1864,15.407230,3.322149,6.703105
1865,14.683224,3.282284,6.861023
1866,13.528990,2.739170,6.483448
1867,13.507592,3.272392,7.149050
1868,13.144930,3.417193,7.396810
1869,12.100433,2.827692,6.896417
1870,14.342508,1.092935,5.839940
1871,17.085342,2.182168,7.679524
1872,19.031769,3.005433,8.723728
1873,19.522378,2.582754,8.415365
1874,19.185620,1.465820,7.378746
1875,20.876300,2.477011,8.455449
1876,22.213476,3.218274,9.253798
1877,22.422251,2.903940,8.989624
1878,23.067152,3.093918,9.219503
1879,22.704013,2.337742,8.493372
1880,23.295749,1.557676,7.869759
1881,25.231586,2.713155,9.193892
1882,26.634642,3.511724,10.034707
1883,26.160997,2.530029,9.062794
1884,26.082221,2.016446,8.543276
1885,27.073479,2.633390,9.144318
1886,27.320982,2.559524,9.046856
1887,28.836083,3.801400,10.268983
1888,29.868855,4.591835,11.057952
1889,29.903553,4.478397,10.888236
1890,27.381585,2.715867,8.868456
1891,28.947688,4.640090,10.462589
1892,29.992551,5.993974,11.572121
1893,29.502931,5.820777,11.136948
1894,27.866149,4.530902,9.537612
1895,29.373628,6.436549,11.067735
1896,30.365290,7.890900,12.074089
1897,29.921763,7.977041,11.642873
1898,30.136327,8.766743,11.872972
1899,28.944867,8.187758,10.703167
1900,28.645555,8.039219,10.031079
1901,28.446453,8.220917,10.041558
1902,30.598687,10.812281,11.700508
1903,31.998188,12.626364,12.887644
1904,31.715511,12.632996,12.047965
1905,30.102398,11.075649,10.897725
1906,32.044355,12.770982,12.479108
1907,33.263990,13.202601,13.324612
1908,32.894769,11.657749,12.660622
1909,33.236400,10.908168,12.761712
1910,36.368571,8.989771,11.718241
1911,38.214421,8.239017,11.684130
1912,41.660706,9.671055,14.241418
1913,44.305271,10.539166,15.304272
1914,44.168787,8.776965,14.299749
1915,44.447434,7.544506,13.586185
1916,46.503012,8.150238,14.311657
1917,47.475437,7.709276,14.852464
1918,50.082483,8.918982,16.420326
1919,52.287185,9.750380,17.987236
1920,46.560573,8.494984,15.590870
1921,45.846166,9.101852,15.796347
1922,50.311227,14.186092,21.766725
1923,46.277236,10.533157,18.308678
1924,44.155414,8.677891,17.185662
1925,42.427141,7.161544,16.207814
1926,39.440139,4.349791,13.437134
1927,39.039554,4.101445,13.526572
1928,38.437412,3.644324,13.522065
1929,38.080831,3.446688,14.029639
1930,36.316725,1.864463,12.131101
1931,37.610191,3.357909,14.206830
1932,35.829010,1.793198,12.550776
1933,34.769931,0.962606,12.165396
1934,32.377486,-1.193841,9.293406
1935,35.059094,1.725854,12.721518
1936,33.473022,0.377612,11.232139
1937,31.800919,-1.062194,9.786104
1938,35.831648,3.192260,14.246731
1939,33.897276,1.469301,12.551582
1940,30.571024,0.029092,11.295782
1941,29.293350,-0.227937,10.349994
1942,31.883981,3.145214,13.100156
1943,32.779903,4.700802,14.165207
1944,33.414434,5.904060,16.058030
1945,32.739159,5.724340,15.416170
1946,31.770141,5.201817,14.967550
1947,28.673035,2.522224,12.149421
1948,25.521519,-0.226069,9.620931
1949,28.683661,3.339260,13.126976
1950,18.094041,3.046140,12.660915
1951,7.334595,-0.759254,8.931000
1952,3.912126,2.262557,11.628840
1953,-3.403600,1.337433,10.352962
1954,-11.432413,0.196427,8.157676
1955,-15.232714,3.477246,9.205983
1956,-22.430715,3.179326,7.424986
1957,-27.544560,4.638111,6.295558
1958,-33.046276,6.153541,6.200624
1959,-58.272696,4.573258,4.416292
1960,-50.914834,1.446071,2.063345
1961,-44.037323,4.564135,2.917497
1962,-44.722784,3.503260,2.406735
1963,-44.549916,-0.119556,-0.829566
1964,-41.669133,1.348792,0.331042
1965,-40.792704,-1.545109,-0.996095
1966,-38.032320,-0.722724,-0.984773
1967,-33.677876,0.812309,0.922192
1968,-37.675923,-1.047574,-0.264761
1969,-36.896480,-2.436377,-0.664576
1970,-93.937815,-7.047851,0.441915
1971,-85.092223,-12.691217,-1.211318
1972,-83.078672,-20.785616,-5.875077
1973,-75.333525,-26.287698,-7.473204
1974,-71.965137,-30.899684,-9.381635
1975,-69.138727,-31.614714,-12.276195
1976,-67.548735,-28.322464,-12.896327
1977,-60.982040,-28.634453,-14.173048
1978,-58.924485,-29.282248,-13.154163
1979,-57.092375,-29.806530,-14.282638
1980,-54.852828,-29.273931,-13.475679
1981,-52.251608,-28.196715,-13.372574
1982,-53.653674,-26.501895,-13.583291
1983,-52.023634,-26.201264,-13.084730
1984,-52.927249,-26.429458,-13.341503
1985,-50.404842,-24.844778,-13.074178
1986,-48.778282,-26.288724,-13.439442
1987,-49.276660,-26.904092,-13.378363
1988,-46.998934,-27.921952,-13.678628
1989,-44.756346,-28.054588,-13.251112
1990,-51.438200,-28.370096,-14.163705
1991,-54.425422,-30.164723,-14.339614
1992,-57.759956,-30.846337,-14.670766
1993,-58.948630,-32.195715,-14.251971
1994,-60.502936,-33.943076,-15.710243
1995,-52.414986,-34.095279,-14.853013
1996,-51.698820,-35.339463,-15.357070
