"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0.190225,10.360581,"NaN","NaN",3.740371,47.630102,35.958701
1966,"NaN",0.092062,"NaN",0.292709,11.416031,"NaN","NaN",3.904177,50.515344,32.966907
1967,"NaN",0.141367,"NaN",0.431188,9.821851,"NaN","NaN",4.416736,57.445363,32.210408
1968,"NaN",0.214343,"NaN",0.634747,10.811404,"NaN","NaN",5.232178,61.666098,30.684040
1969,"NaN",0.244812,"NaN",0.734206,11.251952,"NaN","NaN",6.026743,70.629099,30.446414
1970,7.762098,0.311672,"NaN",1.154672,11.942611,"NaN","NaN",6.806827,79.542873,28.727494
1971,7.739094,0.313803,"NaN",1.869628,10.203661,"NaN","NaN",7.996983,85.937509,26.092767
1972,7.764952,0.338697,"NaN",2.899179,10.111168,"NaN","NaN",9.375462,94.600494,23.011029
1973,7.909569,0.343796,"NaN",2.908134,9.799160,"NaN","NaN",10.910769,104.637444,22.583640
1974,7.096315,0.347435,"NaN",2.880621,11.475070,"NaN","NaN",11.315435,98.757760,22.705965
1975,7.326059,0.310224,"NaN",3.553941,12.199396,"NaN","NaN",12.551604,89.768303,19.797729
1976,6.992695,0.290738,"NaN",3.059169,9.812579,"NaN","NaN",13.423709,96.672600,23.172915
1977,7.070154,0.298469,"NaN",3.462763,15.351225,"NaN","NaN",13.949943,92.427117,22.217119
1978,7.256808,0.306534,"NaN",5.849873,13.684950,"NaN","NaN",14.811502,95.867601,23.071310
1979,7.445463,0.319194,"NaN",7.639956,13.233363,"NaN","NaN",16.331153,94.913474,24.937022
1980,6.737259,0.314722,"NaN",11.648438,13.779011,"NaN","NaN",16.870722,87.732509,24.286108
1981,6.465939,0.317452,"NaN",19.918096,14.227609,"NaN","NaN",17.042514,78.758051,22.012638
1982,6.569060,0.323126,"NaN",20.482708,13.830737,"NaN","NaN",16.288400,72.530420,22.383187
1983,7.234655,0.328113,"NaN",26.993399,13.540939,"NaN","NaN",17.264113,70.438719,20.154663
1984,7.343218,0.339922,"NaN",35.617297,12.749919,"NaN","NaN",17.524916,67.601325,19.183591
1985,8.205599,0.344530,"NaN",41.540053,11.960234,"NaN","NaN",18.669657,66.165095,18.530132
1986,7.963264,0.345101,"NaN",46.886943,12.012316,"NaN","NaN",18.686369,67.177938,15.243523
1987,8.327591,0.361560,"NaN",48.745972,13.487452,"NaN","NaN",18.815755,67.305762,13.807630
1988,7.748391,0.364470,"NaN",50.337816,14.569264,"NaN","NaN",18.631246,66.577974,13.418972
1989,7.594328,0.376746,"NaN",55.272821,8.838505,"NaN","NaN",18.147282,68.043966,14.542380
1990,7.729474,0.389699,"NaN",56.872708,10.164559,0,0.000051,19.320274,68.770300,14.093822
1991,8.878738,0.426445,"NaN",59.751842,10.824967,0,0.000092,21.078541,72.529245,14.937754
1992,8.603556,0.431271,0.004586,60.798238,12.908820,0.000279,0.000092,20.954611,72.138439,13.120554
1993,8.257356,0.397609,0.022835,65.921371,12.108195,0.000314,0.000448,21.359744,69.295519,10.684631
1994,7.442766,0.433131,0.068789,64.253384,14.656193,0.000349,0.000875,20.327443,66.806264,10.476133
1995,7.577383,0.466119,0.108961,67.109218,13.555533,0.000378,0.000874,21.565902,67.127923,10.689326
1996,8.081783,0.483225,0.162752,70.437790,12.200802,0.000490,0.001373,23.749600,68.289717,11.349221
1997,7.376084,0.531488,0.212046,69.846555,11.735573,0.000627,0.002048,22.685058,68.534806,9.902500
1998,7.367467,0.524930,0.181321,68.238897,11.380614,0.000749,0.003574,24.086309,70.729778,11.728449
1999,7.049485,0.561872,0.188323,69.015787,13.228690,0.000830,0.006740,24.444000,71.390731,10.454048
2000,6.787913,0.584925,0.224005,72.289597,12.041923,0.000948,0.008710,25.525561,69.893514,10.110561
2001,6.861384,0.649229,0.225737,72.412093,13.309568,0.001104,0.023477,26.638456,69.820550,8.795698
2002,6.533549,0.684606,0.235255,74.174703,10.689070,0.001257,0.046900,26.432883,67.484302,9.010788
2003,6.902595,0.715164,0.214882,73.983546,10.303184,0.001358,0.067822,27.560917,67.199623,9.521885
2004,6.969887,0.723068,0.232870,74.234980,10.278431,0.001458,0.102689,27.964974,67.369369,9.007028
2005,7.181795,0.735361,0.391675,73.813011,8.769956,0.001789,0.163883,28.386225,65.995638,9.292077
2006,6.460875,0.724576,0.471146,72.640353,9.467259,0.002002,0.366900,27.231171,65.365103,8.528407
2007,6.608613,0.789997,0.942990,70.037338,9.561098,0.002988,0.675538,26.274412,63.290743,8.770222
2008,6.924895,0.825946,1.520547,69.116177,10.433031,0.006884,0.933259,27.055815,61.677438,8.189632
2009,7.135334,0.847275,1.617104,63.661443,9.228117,0.028173,1.281062,25.933858,58.866496,7.248800
2010,8.043908,0.904896,1.575884,65.799402,10.035197,0.099209,1.591352,28.574467,56.524579,7.717808
2011,6.659578,1.010220,1.548444,67.158773,7.095120,0.328718,1.948029,24.670309,55.018516,6.515060
2012,7.451551,1.048989,1.687200,63.887986,9.199882,0.628574,2.364469,25.367983,52.921072,7.345979
2013,8.178411,1.106260,1.711286,62.982767,10.975038,0.733397,2.487042,25.659571,52.016281,7.644713
2014,7.218349,1.168677,1.837950,64.239251,9.636269,0.906967,2.645712,21.461441,50.129088,5.686753
2015,7.691173,1.308807,1.847560,63.773760,8.288964,1.103502,3.243758,22.991206,49.954078,5.634669
2016,8.281125,1.395357,1.853525,58.271145,9.025123,1.229710,3.209161,25.052272,49.470958,5.486964
2017,8.107724,1.518722,1.863502,57.095427,7.317123,1.359580,3.665878,25.124143,49.560928,5.974910
2018,8.091008,1.571611,1.838476,58.716987,9.474633,1.547687,4.227675,23.992446,49.298446,5.335188
2019,8.201903,1.580291,1.910777,56.419995,8.259291,1.740594,5.100678,24.407444,48.790768,4.166600
2020,7.883939,1.588687,1.719595,49.785889,9.049908,1.904052,5.828474,22.657895,41.575045,2.918708
2021,8.791008,1.662768,1.943599,53.140136,8.564443,2.227025,5.368272,24.011398,45.222581,3.531856
2022,8.456262,1.747275,2.308351,41.074168,6.475234,2.923606,5.519848,21.374838,45.051060,3.312078
