"Year","BLUE","H&C2023","OSCAR"
2001,154.469074,39.519281,131.388842
2002,128.196582,39.011194,104.220392
2003,149.949969,37.394674,97.290961
2004,157.402252,21.907569,98.164093
2005,110.849960,18.727693,88.239929
2006,89.601288,17.655497,71.810589
2007,115.180258,12.953962,73.519626
2008,105.446696,16.120977,82.465318
2009,181.267350,16.490528,86.328273
2010,122.519324,17.171409,88.090071
2011,104.892552,19.216837,80.101745
2012,104.708839,21.569272,75.932992
2013,111.504790,37.653059,85.282238
2014,355.785795,45.519631,142.633401
2015,211.867063,49.053156,164.352384
2016,156.405424,59.967222,127.682229
2017,254.245436,52.417147,148.839631
2018,247.028565,33.299311,158.457191
2019,248.053826,25.425229,142.738741
2020,249.736188,20.137564,144.490426
2021,252.921487,18.460808,148.937899
2022,251.735303,16.533324,150.696619
