"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,14.756623,0.299452,"NaN","NaN",7.206225,"NaN","NaN",0.009341,63.389531,64.026031
1966,13.863496,0.281532,"NaN","NaN",6.744704,"NaN","NaN",0.012204,66.470523,65.023817
1967,13.897576,0.282211,"NaN","NaN",6.856133,"NaN","NaN",0.011981,71.452968,65.618833
1968,13.293965,0.269448,"NaN","NaN",7.036877,"NaN","NaN",0.091165,76.411901,66.357580
1969,12.990746,0.263217,"NaN","NaN",7.535152,"NaN","NaN",1.210872,77.012257,67.278816
1970,11.768527,0.238141,"NaN","NaN",8.596134,"NaN","NaN",4.945942,82.945666,66.224514
1971,11.465053,0.232601,"NaN","NaN",9.427440,"NaN","NaN",7.155397,84.652493,64.434407
1972,11.421841,0.241930,"NaN","NaN",9.246921,"NaN","NaN",10.034906,84.187532,65.754115
1973,10.930698,0.287440,"NaN","NaN",9.678210,"NaN","NaN",12.539310,88.417566,67.396473
1974,11.232235,0.359506,"NaN","NaN",10.769776,"NaN","NaN",14.097695,92.336522,69.322765
1975,11.146225,0.404667,"NaN","NaN",11.412451,"NaN","NaN",14.950247,90.241909,70.653149
1976,11.083146,0.396215,"NaN","NaN",10.732963,"NaN","NaN",17.458094,91.248808,72.264194
1977,10.964489,0.347348,"NaN","NaN",10.158094,"NaN","NaN",19.725159,94.506321,74.615848
1978,10.732237,0.324205,"NaN","NaN",10.882104,"NaN","NaN",20.995770,95.529805,75.697551
1979,10.223871,0.330816,"NaN","NaN",10.443943,"NaN","NaN",23.893806,95.677885,78.230630
1980,10.287140,0.300850,"NaN","NaN",9.747788,"NaN","NaN",27.090197,90.026820,79.499823
1981,10.735596,0.310966,"NaN","NaN",9.886735,"NaN","NaN",28.921520,87.387906,80.327922
1982,10.969351,0.390933,"NaN","NaN",8.962175,"NaN","NaN",27.763624,84.692729,79.906013
1983,10.686159,0.321979,"NaN","NaN",8.389621,"NaN","NaN",29.738484,74.907026,78.761877
1984,10.292965,0.325296,"NaN","NaN",8.968713,"NaN","NaN",28.957466,76.480374,82.239608
1985,10.451560,0.331967,"NaN","NaN",9.400860,"NaN","NaN",30.548534,75.896811,83.955826
1986,8.887606,0.330139,"NaN","NaN",9.324513,"NaN","NaN",32.898799,73.776375,84.869138
1987,8.884728,0.332193,"NaN","NaN",8.913145,"NaN","NaN",33.077821,74.542908,87.095045
1988,8.864811,0.508330,"NaN","NaN",9.233533,"NaN","NaN",33.328056,76.673765,90.134257
1989,9.116852,0.554188,"NaN","NaN",9.033538,"NaN","NaN",35.766330,78.555135,93.009962
1990,9.274283,0.511973,0,"NaN",9.216168,0,0,35.425505,79.163793,93.832106
1991,9.094738,0.478745,0,"NaN",9.648151,0.003359,0,33.521669,75.584995,94.478714
1992,7.979268,0.440922,0,"NaN",9.717955,0.007376,0,34.298085,76.390476,93.998550
1993,9.450069,0.436695,0,"NaN",9.893778,0.008815,0.001208,35.219690,78.007322,93.695881
1994,9.158179,0.449531,0,"NaN",9.655405,0.010403,0.003288,38.731824,79.982067,94.675782
1995,9.497806,0.526945,0,"NaN",9.242600,0.012506,0.004139,38.676694,85.541248,96.817204
1996,10.811096,0.597255,0,"NaN",9.333885,0.014964,0.004092,38.512072,86.781730,99.619231
1997,11.136351,0.622341,0,"NaN",9.224043,0.017722,0.004337,37.408410,87.223599,103.531998
1998,10.755434,0.667832,0,"NaN",9.040709,0.020373,0.010301,38.116559,86.309083,107.038791
1999,10.666622,0.692845,0,"NaN",9.218668,0.022988,0.024347,38.629334,87.344491,112.483757
2000,10.692628,0.537496,0,"NaN",9.216999,0.026168,0.075005,38.909680,86.314908,111.998480
2001,10.758700,0.476140,0,"NaN",8.859178,0.029753,0.157694,41.463506,85.489141,109.542453
2002,11.323463,0.747489,0,"NaN",8.683737,0.031455,0.287866,42.171903,85.393439,110.698133
2003,10.731560,0.986938,0,"NaN",8.591572,0.033496,0.373146,42.022156,84.112685,112.578139
2004,10.490912,1.623679,0,"NaN",8.167228,0.037981,0.413915,42.375270,85.152311,115.980411
2005,10.340411,2.205288,0.041818,"NaN",7.903382,0.042952,0.663849,41.509743,85.432767,113.901988
2006,10.269443,2.208000,0.133538,0,7.479810,0.048797,1.082100,45.631939,86.827960,115.297423
2007,10.356286,2.358387,0.166923,"NaN",6.376652,0.055586,1.393741,50.152272,87.494029,112.299374
2008,10.708742,1.998998,0.216738,"NaN",5.625247,0.066274,1.646584,48.346415,86.868802,114.752621
2009,7.403435,1.478462,0.294645,"NaN",5.867726,0.134714,2.059753,48.424212,83.787262,108.836725
2010,8.802876,1.274216,0.421274,"NaN",6.237801,0.443647,2.262145,51.838078,84.903501,99.305274
2011,8.117490,1.323015,0.493961,"NaN",8.694024,0.908202,2.857141,53.269621,88.089372,95.335721
