"Year","Coal","Oil","Gas","Cement","Flaring"
2000,88.321494,163.468404,37.152883,14.727624,2.132561
2001,81.098083,169.398247,39.969532,15.014369,2.037955
2002,90.916846,173.920249,45.027393,15.530168,2.068617
2003,84.293098,178.249319,51.278640,16.037506,1.900389
2004,87.367004,183.597887,58.736458,16.292143,2.233623
2005,87.765558,187.750468,68.911559,16.791774,2.296656
2006,77.952428,183.442270,74.011911,16.744749,2.416184
2007,84.629074,182.938714,75.624842,16.823910,2.565329
2008,59.334167,173.208276,82.521626,14.389498,2.304123
2009,45.080902,161.035149,73.679053,11.401951,2.256498
2010,36.352366,156.338403,73.621526,11.197403,2.279813
2011,54.215350,146.017687,68.023447,9.522689,2.739058
2012,63.252868,134.677539,65.077042,8.754204,3.379175
2013,49.190519,129.347036,59.053971,7.642356,3.834518
2014,54.142112,129.901330,54.250249,8.896821,4.064613
2015,61.840899,136.360177,56.602303,9.216019,3.706672
2016,45.677289,140.248088,57.652087,9.413649,3.763630
2017,53.598261,141.157151,62.527931,9.448701,3.823100
2018,48.081437,142.125152,61.841780,9.667446,3.793986
2019,23.706963,140.046970,71.177886,9.064168,3.644885
2020,16.120788,118.819689,64.249685,8.191764,3.558305
2021,17.474607,129.789391,68.123318,8.471587,3.510619
2022,22.851409,142.661066,65.619158,8.071646,3.510619
