"Year","BLUE","H&C2023","OSCAR"
1850,3.559136,7.038214,3.091207
1851,3.500366,7.350167,3.111762
1852,3.018843,7.206319,2.703702
1853,2.924312,7.416486,2.675013
1854,2.789330,7.549819,2.597886
1855,2.673621,7.662487,2.531384
1856,2.695165,7.888885,2.595248
1857,2.643723,8.018261,2.581215
1858,2.590008,8.105757,2.558425
1859,2.377973,8.007342,2.370864
1860,2.242331,7.995727,2.276846
1861,2.172862,8.035592,2.241269
1862,2.041911,7.991184,2.139923
1863,2.181179,8.197870,2.304803
1864,1.777919,7.850047,1.924663
1865,1.730690,7.851329,1.899344
1866,1.902935,8.065307,2.092657
1867,1.734244,7.930068,1.944155
1868,1.806572,8.029253,2.035499
1869,1.681959,7.926478,1.929352
1870,1.652647,7.979203,1.976472
1871,1.550385,7.954031,1.938439
1872,1.140017,7.614195,1.588747
1873,1.248545,7.789224,1.755349
1874,1.231324,7.834768,1.794078
1875,1.088538,7.751009,1.705262
1876,1.001554,7.716494,1.670528
1877,0.831801,7.591845,1.550715
1878,0.781348,7.583417,1.548773
1879,0.569349,7.415496,1.384955
1880,0.508600,7.428284,1.392723
1881,0.463716,7.464301,1.413315
1882,0.283154,7.369330,1.298375
1883,0.356617,7.534723,1.437460
1884,0.030484,7.308764,1.177463
1885,0.133919,7.521349,1.346740
1886,0.175725,7.680294,1.455451
1887,-0.066355,7.561763,1.280788
1888,-0.136924,7.624931,1.278883
1889,-0.318951,7.590672,1.167534
1890,-0.316423,7.791093,1.272617
1891,-0.361307,7.962019,1.328127
1892,-0.274397,8.280530,1.516786
1893,-0.507098,8.298081,1.387960
1894,-0.632993,8.443395,1.368357
1895,-0.588951,8.782681,1.522209
1896,-0.534541,9.163261,1.690643
1897,-0.830665,9.226318,1.513305
1898,-0.887128,9.556921,1.580540
1899,-0.952750,9.898552,1.641655
1900,-0.977335,10.124695,1.694014
1901,-0.907609,10.357359,1.884872
1902,-0.990819,10.471272,1.739777
1903,-1.044020,10.634210,1.830571
1904,-0.962240,10.933926,1.985558
1905,-0.919041,11.184653,2.137981
1906,-0.888117,11.419296,2.335580
1907,-0.766839,11.749239,2.418387
1908,-0.904861,11.818928,2.415419
1909,-0.943004,11.979192,2.391859
1910,3.418732,13.253091,4.263137
1911,4.874952,13.546944,5.229554
1912,6.071211,13.906785,5.992362
1913,7.094200,14.158649,6.600476
1914,8.127082,14.431177,6.811559
1915,9.089321,14.623061,7.557696
1916,9.884519,14.563960,7.977627
1917,11.084443,14.798017,8.852371
1918,11.725789,14.421467,9.001569
1919,12.639041,14.344853,9.311909
1920,13.084694,14.229327,9.555272
1921,13.562223,14.154692,9.839379
1922,14.275567,14.370391,10.212008
1923,14.433705,14.124573,10.256928
1924,15.180721,14.630938,10.745852
1925,15.279869,14.733164,10.898934
1926,15.549393,15.224580,11.124600
1927,16.001238,16.051837,11.509174
1928,16.411203,16.987880,11.988828
1929,17.133304,18.476416,12.760503
1930,13.012806,18.350594,11.251814
1931,11.720843,19.469177,10.557010
1932,11.191138,21.252702,10.556827
1933,10.146715,22.792865,10.536272
1934,9.563113,25.260825,10.896003
1935,9.274463,28.369143,11.302927
1936,8.378579,31.253883,11.822189
1937,8.181565,35.394387,12.305544
1938,7.623648,39.482421,12.999286
1939,8.027274,44.504263,14.360315
1940,7.625480,48.485639,15.041673
1941,7.139890,52.994447,15.779749
1942,7.426525,58.501512,17.084756
1943,7.163413,63.377197,17.863905
1944,6.951890,67.890219,18.751583
1945,6.371256,71.703271,19.463681
1946,6.152699,75.756608,20.008994
1947,5.740242,79.341575,20.513673
1948,5.794726,82.928997,21.542744
1949,5.533922,85.516075,21.459388
1950,3.705403,87.391420,21.526513
1951,2.369216,88.562397,20.952181
1952,1.609119,89.370749,21.006701
1953,0.656369,89.112547,20.771399
1954,-0.164184,88.113667,20.581641
1955,-1.057430,86.316256,19.739031
1956,-3.091170,82.864841,18.974390
1957,-5.525165,78.794100,17.256304
1958,-8.946132,74.059296,15.588232
1959,-18.860293,68.342064,12.447597
1960,-17.960562,61.555420,9.040187
1961,-18.381079,53.342381,6.892827
1962,-15.139208,44.749604,5.803007
1963,-4.230528,43.067719,9.797573
1964,-0.298653,34.237992,11.705014
1965,-3.519565,26.416890,10.516999
1966,-4.523208,21.611481,9.507164
1967,-5.189470,16.585499,9.171615
1968,-5.965468,11.271417,8.462961
