"Year","BLUE","H&C2023","OSCAR"
1969,-6.597692,4.788518,7.819636
1970,-7.113619,1.440099,7.393879
1971,-7.666847,-2.125780,6.778363
1972,-7.024841,-5.196981,7.324189
1973,-7.256808,-8.531954,7.249590
1974,-6.538408,-10.771794,8.580392
1975,-6.607548,-12.668793,8.149652
1976,-6.636713,-14.325324,8.314056
1977,-6.445745,-15.530340,7.274029
1978,-6.214510,-16.489722,6.434350
1979,-5.807184,-17.639742,5.807550
1980,-5.708439,-18.950574,5.900103
1981,-5.730899,-20.225646,4.094630
1982,-5.441883,-20.876446,1.671224
1983,-5.625009,-21.794644,-0.138389
1984,-4.873560,-22.122060,-1.014195
1985,-5.039356,-22.708043,-2.907750
1986,-4.257275,-22.855812,-3.822358
1987,-4.154390,-23.123504,-6.017241
1988,-3.988447,-23.000833,-7.328806
1989,-4.285304,-23.401199,-9.834176
1990,-4.389252,-23.799365,-12.362776
1991,-4.649579,-24.000336,-12.812092
1992,-3.940779,-24.006125,-13.329449
1993,-4.351147,-22.010381,-12.548870
1994,-5.237651,-21.172864,-14.329684
1995,-6.440249,-20.747144,-13.740147
1996,-6.651406,-20.276429,-14.000400
1997,-6.546835,-19.601887,-14.835719
1998,-5.798573,-19.059872,-15.271589
1999,-2.839600,-17.757136,-12.738519
2000,-5.298181,-17.298404,-12.444446
2001,-5.989871,-16.434616,-13.337729
2002,-5.826566,-15.143495,-12.988880
2003,-5.775490,-14.209065,-12.676304
2004,-5.173092,-12.923038,-12.462510
2005,-5.509300,-12.336761,-11.167066
2006,-5.452875,-11.527897,-11.483086
2007,-5.356805,-10.656707,-11.567395
2008,-5.492739,-9.909801,-11.005996
2009,-4.983370,-9.032310,-10.276054
2010,-5.623471,-8.900772,-10.444305
2011,-1.481099,-9.268198,-9.350308
2012,-3.874900,-8.062229,-9.092656
2013,-4.481182,-7.533111,-10.130410
2014,-4.418491,-6.593734,-10.046615
2015,-4.939182,-6.147166,-10.134734
2016,-5.036974,-6.968305,-10.596691
2017,-5.070793,-7.525416,-10.349774
2018,-5.759881,-8.400050,-10.971811
2019,-6.090777,-8.844346,-11.586081
2020,-6.121445,-8.837421,-11.161130
2021,-6.441165,-8.970278,-11.595131
2022,-6.611981,-8.970278,-11.176482
