"Year","Coal","Oil","Gas","Cement","Flaring"
2000,373.460193,330.736683,166.420505,15.252878,2.992487
2001,376.519994,338.856354,173.799880,13.504016,2.969551
2002,375.785769,324.412481,173.609753,12.822649,2.965912
2003,379.523630,319.711862,174.859475,13.507148,3.003012
2004,375.977589,310.181487,173.344183,14.068338,2.928241
2005,363.226324,304.012301,173.416254,13.049804,2.953859
2006,369.582997,304.138330,178.382634,13.340261,3.069118
2007,379.374132,269.802072,174.427674,14.449074,2.988735
2008,356.207622,291.228447,179.820733,13.578516,2.944775
2009,317.893373,280.158988,167.400432,12.559007,2.575334
2010,343.351490,280.446545,183.991174,12.431492,2.581726
2011,344.684776,269.850324,168.397402,13.393265,2.672908
2012,349.790808,270.705959,168.049793,13.288641,2.657255
2013,356.889543,282.552107,170.536021,12.502979,2.688910
2014,344.857138,273.334660,152.278944,12.904592,2.478271
2015,341.027640,275.835051,157.466091,12.625554,2.373625
2016,329.449118,279.118209,169.475885,12.662714,2.340190
2017,310.774671,279.439405,171.427818,13.408148,2.260211
2018,295.686438,265.495223,169.574125,13.227901,1.998110
2019,240.115287,271.030636,172.523698,13.286640,2.019446
2020,198.559436,254.431351,171.058335,13.357491,1.806278
2021,232.333629,242.792512,179.754741,13.640217,1.831020
2022,242.395494,248.183651,151.885311,12.831556,1.836529
