"Year","Bioenergy","Other","Biofuels","Nuclear","Hydro","Solar","Wind","Gas","Oil","Coal"
1965,"NaN",0,"NaN",0,0.006249,0,"NaN","NaN",0.112234,0.000628
1966,"NaN",0,"NaN",0,0.007366,0,"NaN","NaN",0.129577,0.000837
1967,"NaN",0,"NaN",0,0.007718,0,"NaN","NaN",0.139747,0.000502
1968,"NaN",0,"NaN",0,0.008559,0,"NaN","NaN",0.143949,0.000502
1969,"NaN",0,"NaN",0,0.010794,0,"NaN","NaN",0.156462,0.000628
1970,"NaN",0,"NaN",0,0.012795,0,"NaN",0.000293,0.145588,0.000670
1971,0.058356,0,"NaN",0,0.011135,0,0,0.002983,0.162157,0.001717
1972,0.049050,0,"NaN",0,0.012285,0,0,0.004178,0.177443,0.004354
1973,0.048973,0,"NaN",0,0.011795,0,0,0.004178,0.188780,0.004145
1974,0.048932,0,"NaN",0,0.010709,0,0,0.008709,0.188219,0.004145
1975,0.049446,0,"NaN",0,0.010698,0,0,0.010498,0.196853,0.000377
1976,0.049156,0,"NaN",0,0.010092,0,0,0.012498,0.220891,0.000419
1977,0.048963,0,"NaN",0,0.008186,0,0,0.011436,0.265217,0.000461
1978,0.049238,0,"NaN",0,0.009623,0,0,0.084615,0.283726,0.001005
1979,0.048745,0,"NaN",0,0.011747,0,0,0.105298,0.317384,0.001424
1980,0.048679,0,"NaN",0,0.014996,0,0,0.093659,0.345053,0.002093
1981,0.049142,0,"NaN",0,0.016621,0,0,0.078754,0.371941,0.003894
1982,0.049517,0,"NaN",0,0.015996,0,0,0.099143,0.385881,0.003559
1983,0.049589,0,"NaN",0,0.018621,0,0,0.138960,0.412629,0.009253
1984,0.049838,0,"NaN",0,0.036741,0,0,0.172161,0.405589,0.010006
1985,0.050104,0,"NaN",0,0.040115,0,0,0.166258,0.399052,0.013356
1986,0.050330,0,"NaN",0,0.043865,0,0,0.257991,0.367394,0.009923
1987,0.050482,0,"NaN",0,0.052862,0,0,0.257363,0.376389,0.013691
1988,0.050790,0,"NaN",0,0.060985,0,0,0.262554,0.402144,0.010886
1989,0.051182,0,"NaN",0,0.056362,0,0,0.300654,0.417241,0.050116
1990,0.051493,0,"NaN",0,0.042865,0,0,0.284744,0.484459,0.055480
1991,0.050792,0,"NaN",0,0.047364,0,0,0.423369,0.550631,0.065354
1992,0.050990,0,"NaN",0,0.045625,0,0,0.460087,0.651666,0.068618
1993,0.051462,0,"NaN",0,0.051661,0,0,0.451839,0.672190,0.057363
1994,0.051620,0,"NaN",0,0.069013,0,0,0.469173,0.707546,0.063722
1995,0.051789,0,"NaN",0,0.066192,0,0,0.487302,0.809300,0.069831
1996,0.052133,0,"NaN",0,0.055185,0,0,0.586613,0.887420,0.070166
1997,0.051738,0,"NaN",0,0.044422,0,0,0.728252,1.015086,0.067864
1998,0.051428,0,"NaN",0,0.047445,0,0,0.735830,0.927888,0.072425
1999,0.051828,0,"NaN",0,0.080392,0,0,0.837527,0.906853,0.081170
2000,0.052322,0.006561,"NaN","NaN",0.074452,0,0,1.035144,0.980354,0.104014
2001,0.050595,0.006597,"NaN","NaN",0.064154,0,0,0.997547,1.060329,0.124307
2002,0.049204,0.004647,"NaN","NaN",0.056900,0,0,1.011196,1.147905,0.152381
2003,0.046901,0.004786,"NaN","NaN",0.053142,0,0,1.089573,1.201041,0.222421
2004,0.046955,0.006623,"NaN","NaN",0.057814,0,0,1.176993,1.258991,0.277483
2005,0.044970,0.006809,"NaN","NaN",0.061922,0,0,1.345428,1.303888,0.288236
2006,0.043250,0.007171,"NaN","NaN",0.064769,0,0,1.399103,1.261148,0.305348
2007,0.040562,0.008731,"NaN","NaN",0.060639,0,0,1.454452,1.344928,0.370158
2008,0.040120,0.009156,"NaN","NaN",0.078977,0,0,1.567789,1.290464,0.409279
2009,0.038116,0.016012,"NaN","NaN",0.069270,0,0,1.440803,1.280237,0.444466
2010,0.033981,0.014514,"NaN","NaN",0.063560,0,0,1.368832,1.293347,0.618270
2011,0.031753,0.017669,"NaN","NaN",0.080005,0,0,1.379425,1.320964,0.618060
2012,0.024024,0.017257,"NaN","NaN",0.091316,0.000069,0,1.512565,1.447746,0.664503
2013,0.025252,0.012682,"NaN","NaN",0.115763,0.001383,0,1.604424,1.539735,0.630403
2014,0.014881,0.007964,"NaN","NaN",0.130570,0.002214,0,1.609532,1.546048,0.642537
2015,0.011681,0.008630,"NaN","NaN",0.134989,0.002647,0,1.686234,1.435834,0.728267
2016,0.012618,0.008734,"NaN","NaN",0.192978,0.002988,0,1.619747,1.596998,0.784249
2017,0.014045,0.008791,"NaN","NaN",0.257202,0.003162,0,1.621590,1.502269,0.869059
2018,0.018331,0.015526,"NaN","NaN",0.250736,0.006020,0,1.608401,1.523308,0.932195
2019,0.015827,0.013055,"NaN","NaN",0.248587,0.013326,0,1.627744,1.655898,0.881025
2020,0.018338,0.013152,"NaN","NaN",0.264005,0.018538,0,1.570092,1.366392,1.037130
2021,0.016958,0.013255,"NaN","NaN",0.291015,0.023695,0,1.780143,1.481702,0.944806
2022,0.014333,0.013255,"NaN","NaN",0.305130,0.025538,0,1.777749,1.726728,0.937961
