"Year","Coal","Oil","Gas","Cement","Flaring"
2000,15.657394,25.365925,10.640030,1.385260,0.723434
2001,16.557831,25.608221,11.104583,1.387852,0.770849
2002,16.537388,25.319642,11.096416,1.416300,0.674512
2003,22.573276,24.394455,11.214445,1.329911,0.669866
2004,17.281043,24.072306,11.153823,1.458926,0.752235
2005,14.601613,23.885672,10.690061,1.363377,0.547997
2006,22.005606,24.230827,10.882100,1.395466,0.543691
2007,18.421879,24.168893,9.738139,1.407086,0.543530
2008,16.133723,23.316720,9.826283,1.154749,0.387376
2009,15.784477,22.295519,9.411799,0.764407,0.261634
2010,15.351008,21.945792,10.554855,0.672224,0.353127
2011,12.914962,20.915118,8.971734,0.861805,0.252123
2012,10.078159,19.952408,8.404001,0.871083,0.217515
2013,12.754866,19.574289,7.929383,0.867063,0.243796
2014,10.143308,19.084705,6.809819,0.887302,0.250619
2015,7.242452,19.471120,6.904703,0.931502,0.247441
2016,8.413077,19.751435,7.008985,1.095455,0.273316
2017,6.252826,19.918138,6.675760,1.193741,0.241662
2018,6.361589,19.967996,6.483357,1.159742,0.232796
2019,3.588381,19.685833,6.023657,1.129199,0.194924
2020,3.166356,18.578794,4.798808,1.226954,0.126357
2021,4.207500,18.826885,4.807840,1.214609,0.111243
2022,4.207500,19.524177,3.561556,1.214609,0.111243
