"Year","BLUE","H&C2023","OSCAR"
1850,301.238032,7.491341,50.445183
1851,232.351974,9.046160,43.632304
1852,195.893965,7.908268,40.199576
1853,173.455482,8.536167,39.661994
1854,158.178544,9.112698,39.310506
1855,146.115996,9.063637,38.425284
1856,139.192502,9.754081,38.312872
1857,133.082855,8.954047,36.720645
1858,126.859038,9.574288,36.529311
1859,123.312763,10.318923,36.457863
1860,121.618602,10.760325,36.106961
1861,118.524794,11.135702,35.675745
1862,116.439722,12.008943,35.727078
1863,114.579069,12.313678,35.224120
1864,114.225603,13.901692,36.017926
1865,112.458236,13.741209,35.072687
1866,114.679463,14.376437,34.993582
1867,113.118965,15.580867,35.462500
1868,110.031496,14.259628,33.358888
1869,109.934693,14.641307,33.008683
1870,110.373054,15.777734,33.368561
1871,109.716318,16.074701,32.873408
1872,110.770561,16.478364,32.539434
1873,110.906422,17.509963,32.861940
1874,109.330169,16.743784,31.394654
1875,109.916446,18.264380,32.206963
1876,110.907448,19.093324,32.331686
1877,109.939822,19.666630,32.209528
1878,110.074438,20.637004,32.513457
1879,109.359811,20.406465,31.669234
1880,112.891504,20.657192,31.874858
1881,115.424867,21.862978,33.340568
1882,118.057194,22.067026,33.606171
1883,117.737474,23.254162,34.623261
1884,119.706727,24.969867,36.312512
1885,119.790853,25.610554,37.040145
1886,120.288387,25.745133,37.666799
1887,120.370607,27.145733,38.676231
1888,120.754375,28.893205,40.174258
1889,120.960438,30.727000,41.583689
1890,119.273789,32.844572,42.808124
1891,119.707973,34.618571,43.514030
1892,117.822259,36.919307,44.991978
1893,116.266011,38.117361,45.440342
1894,115.397790,39.728715,46.360739
1895,116.177819,41.710646,47.671718
1896,115.106648,43.406675,48.710572
1897,115.533651,45.904314,50.555432
1898,116.251832,48.105572,52.113622
1899,114.375241,49.189750,52.547219
1900,109.591266,50.818617,52.965282
1901,106.623243,52.284987,51.071580
1902,106.209504,54.358628,49.265997
1903,104.347752,56.669952,54.563555
1904,103.573073,58.586334,54.751079
1905,101.646761,60.544999,55.306871
1906,99.771563,62.141293,52.707043
1907,98.790930,64.254176,54.297036
1908,98.003353,66.527248,54.682599
1909,97.344749,69.172986,57.106921
1910,100.215200,71.253515,60.559874
1911,101.253211,73.115780,60.022402
1912,101.360346,75.241816,59.656039
1913,101.947576,77.372102,62.549500
1914,102.076548,79.990872,63.418857
1915,102.753472,82.954829,63.110531
1916,102.389637,84.495284,67.940196
1917,101.610634,86.269430,75.719601
1918,101.265962,88.430237,71.430156
1919,101.155162,90.725147,70.589488
1920,264.707475,93.086228,77.616344
1921,330.926324,94.605909,84.909133
1922,371.652417,96.947974,92.698504
1923,393.771839,96.017648,94.512807
1924,411.829753,96.677132,96.963070
1925,427.031249,97.608923,103.576334
1926,435.542501,98.600365,104.875441
1927,446.159051,101.478584,109.866286
1928,453.253068,103.182710,109.458519
1929,461.214097,104.549639,112.266902
1930,473.235645,107.847129,116.622225
1931,478.074836,110.259506,117.407054
1932,481.398414,112.680971,122.180367
1933,485.791147,114.486700,129.845895
1934,488.110972,115.711465,131.782868
1935,490.472090,117.954786,134.058505
1936,495.792548,121.867571,138.155224
1937,499.727830,124.218797,141.273801
1938,500.688055,126.015366,141.850368
