"Year","BLUE","H&C2023","OSCAR"
1850,39.891031,31.243001,19.984445
1851,35.116839,27.618902,17.743103
1852,32.156583,24.928903,17.339294
1853,28.935084,22.931400,16.497380
1854,26.918748,21.918964,16.661967
1855,24.084315,19.926517,15.796054
1856,21.305794,17.869731,14.789113
1857,18.776278,15.956390,13.853254
1858,16.804496,14.515229,13.316002
1859,13.856772,11.983991,11.662146
1860,12.691253,12.011728,12.504279
1861,10.427671,10.527258,11.779687
1862,8.637037,9.365587,11.348251
1863,6.431786,7.692348,10.345048
1864,4.962961,6.750590,10.000045
1865,3.533818,5.817113,9.587039
1866,1.164456,3.927552,8.150971
1867,2.303557,5.526191,10.145360
1868,0.784939,4.466966,9.426190
1869,0.144801,4.252951,9.525008
1870,0.690334,3.898093,9.469388
1871,0.806923,3.320866,9.171652
1872,1.371215,3.230366,9.327518
1873,1.235464,2.490531,8.820237
1874,1.997393,2.690915,9.241231
1875,2.014137,2.188214,8.947012
1876,1.762384,1.457173,8.411591
1877,1.532724,0.798459,7.933110
1878,1.511253,0.366840,7.665198
1879,0.700923,-0.772884,6.669616
1880,0.531976,0.071704,7.633651
1881,-0.753758,-0.463936,7.200859
1882,-1.824232,-0.840412,6.914847
1883,-3.101320,-1.441674,6.377375
1884,-4.026076,-1.719112,6.138409
1885,-4.824279,-1.891870,5.980820
1886,-6.582010,-3.046689,4.828896
1887,-5.100325,-0.984114,6.896454
1888,-6.192746,-1.521916,6.372722
1889,-6.472383,-1.173323,6.646056
1890,-8.098722,-0.761123,6.793459
1891,-9.558900,-0.273224,6.909388
1892,-10.950707,0.263222,6.987834
1893,-12.815060,0.319611,6.487845
1894,-13.651624,1.414194,6.852413
1895,-14.912590,2.112809,6.582156
1896,-16.527351,2.659038,5.823708
1897,-18.036590,3.596582,5.136122
1898,-19.227060,4.935371,4.705675
1899,-20.828228,5.854925,3.888933
1900,-20.658768,7.877930,4.408158
1901,-21.975170,8.642313,4.599896
1902,-21.953919,11.131269,4.342426
1903,-22.526419,13.053769,3.817375
1904,-23.510532,14.171216,1.357805
1905,-23.757413,15.176361,4.113243
1906,-24.378534,14.788820,2.260285
1907,-25.270828,13.092095,2.965642
1908,-26.258093,10.756405,1.676793
1909,-26.910981,8.115430,3.133380
1910,-33.539780,5.904536,2.649219
1911,-38.387252,5.663884,-2.306708
1912,-43.593832,4.715458,0.112595
1913,-48.747615,3.504726,-1.968631
1914,-53.754068,2.140509,-1.692365
1915,-58.390200,0.886761,-2.179714
1916,-62.445882,-0.042649,-3.343327
1917,-67.372423,-2.116180,-3.271732
1918,-70.060993,-1.964564,-5.941506
1919,-74.674225,-3.790664,-4.309743
1920,-69.668249,-5.084826,-8.213479
1921,-65.324577,-5.712652,-10.836097
1922,-62.391142,-7.445541,-3.667847
1923,-59.979973,-9.459862,-6.596043
1924,-57.832649,-11.490451,-6.842520
1925,-55.135616,-12.719466,-6.245105
1926,-51.846699,-13.149546,-7.329392
1927,-50.080944,-14.912736,-6.197473
1928,-47.430370,-15.583542,-7.544616
1929,-45.138025,-16.397572,-6.440469
1930,-47.901011,-17.377656,-5.853167
1931,-49.761114,-18.750703,-5.445034
1932,-50.413123,-19.114355,-6.041533
1933,-51.115585,-19.538756,-6.952440
1934,-51.973803,-20.097406,-8.695515
1935,-53.018153,-20.829767,-6.291308
1936,-53.853545,-21.345072,-6.953906
1937,-54.832529,-21.987664,-8.121329
1938,-55.126456,-21.947653,-7.924206
1939,-56.534274,-23.029669,-6.521883
1940,-55.675213,-23.591836,-5.662859
1941,-54.730121,-23.805741,-5.722838
1942,-53.990835,-24.148911,-7.831653
1943,-52.777282,-23.984764,-9.945672
1944,-52.224274,-24.457053,-7.232809
1945,-51.726557,-24.950777,-10.255829
1946,-51.453845,-25.603922,-7.689710
1947,-50.662348,-25.683541,-9.098481
1948,-50.148948,-26.000587,-7.787759
1949,-48.786160,-25.468208,-8.179404
1950,-46.157240,-26.766619,-6.428854
1951,-41.695331,-27.596698,-4.107967
1952,-35.032237,-25.039703,-3.808655
1953,-28.960696,-21.596056,-4.036372
1954,-23.420581,-20.695701,-0.730235
1955,-18.783899,-22.125394,-1.044753
1956,-14.274761,-24.932164,1.517556
1957,-8.190725,-24.846866,0.691177
1958,-2.957178,-26.350645,1.775501
1959,-29.795501,-24.974374,1.316365
1960,-32.552295,-26.843453,3.439250
1961,-33.431948,-27.093778,-1.887180
1962,-35.145088,-28.013588,1.177280
1963,-41.845408,-30.053374,3.359558
1964,-44.302084,-30.870519,0.394833
1965,-48.405800,-34.632494,4.309304
1966,-49.558385,-37.911774,3.250188
