"Year","BLUE","H&C2023","OSCAR"
1967,-56.727037,-37.086935,2.067852
1968,-53.691706,-44.258372,2.960878
1969,-62.692506,-48.014412,0.123440
1970,-55.428809,-53.264081,0.032243
1971,-58.463993,-52.041807,0.199761
1972,-55.149099,-53.731864,0.003261
1973,-47.024765,-54.038907,-3.025401
1974,-44.882461,-49.793907,-1.376821
1975,-50.401581,-37.747957,-2.247571
1976,-47.775885,-29.625858,-4.166371
1977,-40.632881,-43.526268,-1.983800
1978,-43.975291,-45.960153,-3.173280
1979,-43.678910,-33.833413,-2.677871
1980,-40.392669,-31.013378,-2.549704
1981,-37.365692,-38.765670,-3.010452
1982,-38.537109,-27.025224,-4.803211
1983,-33.675641,-14.760974,-4.017796
1984,-31.872770,-9.823990,-0.600273
1985,-30.622723,-3.505239,-2.102257
1986,-26.161180,-27.642572,-1.328200
1987,-35.810727,-30.116395,-0.794941
1988,-27.244588,-31.810482,0.543115
1989,-20.343810,-20.475531,0.870163
1990,-14.280770,-29.641687,4.264053
1991,-11.338285,-28.476278,7.470090
1992,-6.870440,-32.651003,8.806241
1993,-10.322990,-34.397595,9.789219
1994,-11.095105,-36.301520,6.053184
1995,-13.051461,-37.143763,6.452670
1996,-13.324722,-37.732165,9.004720
1997,-15.336551,-37.730406,2.867813
1998,-15.369198,-40.488372,5.553964
1999,-18.539437,-42.954574,5.871084
2000,-19.622918,-47.665416,5.117582
2001,-22.632528,-50.017008,5.639739
2002,-23.992422,-51.613229,2.425275
2003,-22.740543,-53.483738,-1.914220
2004,-24.898016,-55.760950,0.096840
2005,-24.628455,-58.115693,-2.142487
2006,-23.402994,-62.993650,-3.368388
2007,-26.309462,-63.344844,-3.118760
2008,-28.415089,-64.758672,-1.963208
2009,-28.265745,-65.547055,-4.885394
2010,-28.732502,-66.444698,0.237574
2011,-27.413169,-66.282493,-7.161032
2012,-24.005539,-65.368545,-3.705696
2013,-21.254204,-58.786865,-0.888227
2014,-20.720580,-61.004794,-6.381003
2015,-14.358153,-58.266723,-7.429749
2016,-18.596266,-59.660252,-3.956460
2017,-14.842351,-56.707508,-5.441590
2018,-19.357205,-57.763583,-6.494587
2019,-18.429957,-57.192439,-6.171495
2020,-18.083012,-57.005135,-7.699163
2021,-16.759796,-56.997917,-2.896795
2022,-15.622490,-57.037964,-7.886320
