"Year","Coal","Oil","Gas","Cement"
1959,670.654483,70.426085,1.187142,13.526871
1960,707.213807,90.592808,1.348358,14.795237
1961,711.644605,105.691280,1.480250,16.023488
1962,732.012868,132.368779,1.967560,16.819397
1963,761.686976,164.114224,2.561136,17.135650
1964,755.614921,190.004766,3.825230,19.472568
1965,716.916560,217.769840,5.536304,19.879534
1966,680.103307,244.283485,6.679498,20.355704
1967,653.866448,254.376864,8.775280,19.210826
1968,659.625046,290.439032,14.465526,20.261209
1969,686.182928,324.194384,20.620992,21.002528
1970,603.233632,370.133616,29.766336,22.888721
1971,588.132211,384.682002,40.182946,24.239623
1972,553.577158,410.007486,52.651495,25.244830
1973,561.925696,431.740112,67.751024,24.321548
1974,565.844227,390.430831,84.495213,21.956656
1975,515.979136,376.809424,88.811696,20.846730
1976,555.971762,419.362269,93.634148,21.872299
1977,516.647780,416.829081,98.048981,21.082736
1978,523.741263,428.176491,105.270741,21.944108
1979,549.173108,431.587636,114.720215,22.407397
1980,551.175520,412.456480,115.452640,20.981355
1981,557.748736,361.299712,110.000608,19.474301
1982,550.812784,344.463632,102.016752,18.440726
1983,553.738320,333.397148,106.021121,18.448317
1984,572.331456,334.889600,108.531344,17.492179
1985,579.375692,340.221911,108.531724,15.988628
1986,573.762079,356.828387,100.550801,16.330637
1987,560.223918,345.534743,109.546660,15.796493
1988,552.860960,351.260352,107.637328,16.056370
1989,546.778720,322.794736,121.908608,16.720374
1990,569.116683,333.267488,122.282467,15.297268
1991,504.042591,355.252058,130.146118,13.741151
1992,454.310528,357.920799,129.369587,14.444000
1993,430.775940,364.573866,136.288025,14.531254
1994,418.184797,353.768709,142.149895,15.340627
1995,406.045948,351.663697,152.970458,15.562397
1996,400.612441,361.019438,169.956331,14.811078
1997,386.864121,353.047091,162.877583,15.274969
1998,377.479580,351.881613,165.377803,15.544564
1999,360.051860,340.805815,165.627296,15.771092
2000,373.460193,330.736683,166.420505,15.252878
2001,376.519994,338.856354,173.799880,13.504016
2002,375.785769,324.412481,173.609753,12.822649
2003,379.523630,319.711862,174.859475,13.507148
2004,375.977589,310.181487,173.344183,14.068338
2005,363.226324,304.012301,173.416254,13.049804
2006,369.582997,304.138330,178.382634,13.340261
2007,379.374132,269.802072,174.427674,14.449074
2008,356.207622,291.228447,179.820733,13.578516
2009,317.893373,280.158988,167.400432,12.559007
2010,343.351490,280.446545,183.991174,12.431492
2011,344.684776,269.850324,168.397402,13.393265
2012,349.790808,270.705959,168.049793,13.288641
2013,356.889543,282.552107,170.536021,12.502979
2014,344.857138,273.334660,152.278944,12.904592
2015,341.027640,275.835051,157.466091,12.625554
2016,329.449118,279.118209,169.475885,12.662714
2017,310.774671,279.439405,171.427818,13.408148
2018,295.686438,265.495223,169.574125,13.227901
2019,240.115287,271.030636,172.523698,13.286640
2020,198.559436,254.431351,171.058335,13.357491
2021,232.333629,242.792512,179.754741,13.640217
2022,242.395494,248.183651,151.885311,12.831556
