"Year","Coal","Oil","Gas","Nuclear","Hydro","OtherRenewables"
2000,0.274273,4.023489,1.292879,0.083978,0.352087,0.069085
2001,0.301225,3.985238,1.302859,0.088558,0.300733,0.067924
2002,0.504381,3.784242,1.478478,0.098278,0.261241,0.065592
2003,0.371946,3.906677,1.602339,0.105211,0.207266,0.073974
2004,0.380591,4.096256,1.728789,0.091524,0.261179,0.076788
2005,0.480346,4.414487,1.897644,0.106880,0.285637,0.085617
2006,0.515514,4.265399,2.098378,0.106811,0.311877,0.079057
2007,0.473702,4.451087,2.053490,0.101791,0.278302,0.088080
2008,0.423163,4.593214,2.159877,0.095172,0.396797,0.084461
2009,0.431087,4.390503,2.346077,0.101310,0.268657,0.084387
2010,0.533228,4.216735,2.377603,0.056372,0.371286,0.089661
2011,0.616777,4.277326,2.549106,0.096149,0.360207,0.092366
2012,0.537358,4.369197,2.651536,0.083067,0.314989,0.107320
2013,0.533616,4.230395,2.800622,0.111097,0.274931,0.117916
2014,0.532580,4.037370,2.838544,0.090566,0.379312,0.140657
2015,0.531542,3.916098,2.908185,0.107702,0.299484,0.167712
2016,0.520680,4.023354,2.989081,0.097725,0.295841,0.183550
2017,0.636310,3.925897,3.097207,0.100052,0.305121,0.200374
2018,0.567164,3.676351,3.249850,0.123889,0.309413,0.229817
2019,0.541493,3.499405,3.362017,0.101896,0.224029,0.333143
2020,0.239368,3.018125,3.402685,0.101413,0.254663,0.414829
2021,0.198454,3.394625,3.503976,0.107778,0.328479,0.456047
2022,0.251242,4.118036,3.477085,0.097717,0.335236,0.446182
