"Year","BLUE","H&C2023","OSCAR"
1850,12.815463,25.863883,26.374425
1851,11.786722,25.591794,19.196539
1852,11.003395,25.180767,17.542866
1853,10.566390,24.949752,17.173131
1854,9.894266,24.532019,16.798341
1855,9.144098,24.290158,16.407612
1856,9.140324,24.879879,16.771447
1857,8.505170,24.918498,16.488037
1858,8.733291,26.126592,17.055554
1859,8.262173,26.832168,16.916651
1860,8.683094,27.879559,17.589362
1861,9.040041,29.309508,18.583661
1862,9.064333,30.769429,18.886015
1863,9.067887,32.397638,19.119265
1864,9.146773,33.648564,19.449098
1865,9.231338,34.270638,19.837336
1866,8.958627,34.841745,19.893688
1867,9.138272,36.325372,20.415881
1868,9.386618,38.089478,21.020551
1869,9.640900,39.865822,21.618919
1870,9.777824,40.959160,22.089596
1871,10.247585,42.258231,23.078327
1872,10.313317,42.924090,23.322679
1873,10.692248,43.683380,23.789253
1874,10.662973,43.845842,23.803286
1875,10.601894,43.827339,23.758915
1876,10.895380,43.899153,24.034704
1877,10.987750,43.409387,24.052108
1878,11.011932,42.586086,23.948527
1879,10.855992,41.631797,23.643132
1880,15.059113,43.144406,28.372001
1881,16.413071,43.447712,31.971588
1882,17.227872,43.512272,32.885646
1883,17.813635,42.722606,33.253988
1884,18.366240,41.958699,33.576053
1885,19.327307,41.795395,34.333732
1886,19.558542,41.159178,34.408038
1887,19.767133,40.724444,34.509274
1888,19.566016,40.061480,34.245173
1889,20.017201,40.157367,34.670710
1890,22.116124,40.984551,36.393413
1891,22.481718,40.671609,37.007023
1892,23.121232,40.958427,37.581282
1893,23.643132,41.325193,38.028766
1894,23.964832,41.583029,38.304812
1895,24.455221,41.967822,38.777578
1896,25.314136,42.701685,39.642648
1897,25.395074,42.715975,39.754656
1898,25.426255,42.711871,39.840797
1899,26.182724,43.424116,40.670693
1900,25.445124,43.106960,40.200932
1901,25.429699,43.161480,39.878903
1902,25.404967,43.079297,39.562406
1903,25.091841,42.618622,39.868900
1904,25.219312,42.518082,40.284874
1905,25.357958,42.350784,40.554911
1906,25.608649,42.200376,40.802194
1907,25.267567,41.352600,41.339153
1908,25.682295,41.168228,41.599884
1909,25.819036,40.641857,42.332500
1910,28.325944,40.733018,45.456317
1911,29.340176,40.219068,47.749578
1912,29.927332,39.412256,48.082416
1913,30.320956,38.434371,48.696172
1914,31.025323,37.772836,49.013988
1915,31.192401,36.572985,49.654235
1916,31.300196,35.284760,50.413379
1917,31.961585,34.513891,50.900068
1918,32.494367,33.593347,50.602954
1919,32.563470,32.198792,49.907124
1920,33.337967,31.256228,51.414164
1921,33.734192,30.011604,51.899461
1922,34.243231,28.837768,52.269964
1923,34.541957,27.442847,52.223652
1924,34.048123,25.298271,52.857707
1925,33.865986,23.566848,51.445271
1926,34.424269,22.602007,52.014510
1927,34.649862,21.248928,51.910563
1928,34.594499,19.671356,52.947804
1929,35.495953,19.430155,52.930291
1930,35.742686,18.396944,52.212256
1931,35.871842,17.513957,52.605440
1932,35.856893,16.647201,52.644132
1933,36.314124,16.457662,53.555552
1934,36.444745,16.195466,53.770702
1935,36.860829,16.355143,54.811278
1936,37.053629,16.379362,54.703557
1937,37.326524,16.677429,54.508925
1938,37.509724,17.062735,56.759134
1939,37.171976,17.064164,55.099965
1940,37.923646,18.033988,56.084115
1941,38.628489,19.264872,57.636882
1942,38.625668,19.968653,58.033986
1943,38.826895,20.994976,58.288964
1944,39.204287,22.259606,59.500942
1945,39.310690,23.365255,59.536043
1946,39.902719,25.126869,61.330304
1947,40.395050,26.912813,62.041999
1948,39.926864,27.807672,62.498314
1949,40.178764,29.162289,62.539753
1950,48.693937,34.407048,73.111200
1951,54.251859,37.663941,84.028784
1952,57.502047,39.428744,90.001214
1953,59.764237,40.735399,93.432769
1954,61.596017,42.034141,96.011273
1955,63.090599,43.361425,97.978401
1956,64.478412,45.109189,100.195927
1957,65.304388,45.927324,100.299252
1958,65.888906,46.086671,102.001766
1959,68.332794,46.272839,104.368784
1960,44.340629,34.033101,78.823082
1961,45.022169,34.504987,65.609819
1962,39.297169,32.606889,61.552196
1963,35.312789,30.828749,52.021142
1964,30.836004,20.823794,44.878907
1965,28.434069,14.857923,40.483646
1966,27.559948,17.073764,39.770119
1967,23.840146,16.766208,37.487520
1968,22.569947,18.260533,36.650076
1969,20.910228,18.382654,34.850136
1970,20.338974,33.958318,37.427174
1971,45.617643,40.496030,70.278341
1972,21.959048,24.181557,58.574976
1973,19.275241,21.091963,44.112618
1974,44.329344,30.653977,77.399985
1975,47.221595,24.967119,92.433743
1976,22.777586,7.880311,62.353769
1977,34.364656,8.312407,59.278427
1978,19.443895,0.104021,46.814342
1979,26.051663,2.815747,46.329411
1980,63.447912,14.764711,82.949223
1981,22.376927,-3.425400,57.619917
1982,19.453129,-5.126852,29.174050
1983,15.874793,-5.999983,22.876111
1984,12.829349,-7.326608,18.580364
1985,19.101201,-5.388425,22.505790
1986,15.243522,-10.319326,20.382612
1987,10.261985,-11.892648,15.879080
1988,10.197718,-11.001453,14.003332
1989,14.715796,-14.129447,13.840430
1990,2.336130,-13.027352,13.190217
1991,-4.525443,-17.755268,8.697676
1992,-6.744398,-19.708363,4.078911
1993,-10.303608,-22.520080,-0.681797
1994,-9.213091,-25.541597,-2.493608
1995,-7.874669,-27.743955,-4.174798
1996,-5.593206,-29.376853,-6.840798
1997,-2.650135,-30.243792,-6.061025
